year,month,day,volume,value,price_weight_av,price_max,price_min,price_mean,power_max,power_min,power_mean,date,off_price_mean,standard_price_mean,morning_price_mean,evening_price_mean,off_hour_count,standard_hour_count,morning_hour_count,evening_hour_count,off_volume,standard_volume,morning_volume,evening_volume,off_value,standard_value,morning_value,evening_value
2020,2,5,62.0,1860.0,30.0,30.0,0.0,3.75,35.0,0.0,2.5833333333333335,2020-02-05,11.25,0.0,0.0,0.0,8,11.0,3.0,2.0,62.0,0.0,0.0,0.0,1860.0,0.0,0.0,0.0
2020,2,6,24.0,850.0,35.416666666666664,40.0,0.0,4.166666666666667,13.0,0.0,1.0,2020-02-06,12.5,0.0,0.0,0.0,8,11.0,3.0,2.0,24.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0
2020,2,7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2020-02-07,0.0,0.0,0.0,0.0,8,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2,8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2020-02-08,0.0,0.0,,,17,7.0,,,0.0,0.0,,,0.0,0.0,,
2020,2,9,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2020-02-09,0.0,,,,24,,,,0.0,,,,0.0,,,
2020,2,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2020-02-10,0.0,0.0,0.0,0.0,8,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2,11,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2020-02-11,0.0,0.0,0.0,0.0,8,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2,12,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2020-02-12,0.0,0.0,0.0,0.0,8,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2,13,346.0,21840.0,63.12138728323699,105.0,0.0,41.875,60.0,0.0,14.416666666666666,2020-02-13,7.5,62.72727272727273,28.333333333333332,85.0,8,11.0,3.0,2.0,70.0,206.0,10.0,60.0,2100.0,13790.0,850.0,5100.0
2020,2,14,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2020-02-14,0.0,0.0,0.0,0.0,4,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2,15,20.0,600.0,30.0,30.0,0.0,2.5,10.0,0.0,0.8333333333333334,2020-02-15,3.5294117647058822,0.0,,,17,7.0,,,20.0,0.0,,,600.0,0.0,,
2020,2,16,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2020-02-16,0.0,,,,20,,,,0.0,,,,0.0,,,
2020,2,17,604.0,34420.0,56.98675496688742,105.0,0.0,24.166666666666668,100.0,0.0,25.166666666666668,2020-02-17,30.0,15.454545454545455,0.0,85.0,8,11.0,3.0,2.0,304.0,190.0,0.0,110.0,9120.0,16350.0,0.0,8950.0
2020,2,18,209.0,12870.0,61.578947368421055,105.0,0.0,12.083333333333334,60.0,0.0,8.708333333333334,2020-02-18,15.0,15.454545454545455,0.0,0.0,8,11.0,3.0,2.0,89.0,120.0,0.0,0.0,2670.0,10200.0,0.0,0.0
2020,2,19,479.0,25020.0,52.233820459290186,105.0,0.0,29.583333333333332,80.0,0.0,19.958333333333332,2020-02-19,30.0,27.272727272727273,0.0,85.0,8,11.0,3.0,2.0,289.0,150.0,0.0,40.0,8670.0,12950.0,0.0,3400.0
2020,2,20,276.0,13430.0,48.65942028985507,105.0,0.0,13.333333333333334,67.0,0.0,11.5,2020-02-20,18.75,15.454545454545455,0.0,0.0,8,11.0,3.0,2.0,186.0,90.0,0.0,0.0,5580.0,7850.0,0.0,0.0
