date,price,volume,hour,year,month,day,day_of_week,value,cat
2017-05-06,0.44,1.0,3,2017,5,6,5,0.44,off
2017-05-06,0.44,1.0,4,2017,5,6,5,0.44,off
2017-05-06,0.0,0.0,5,2017,5,6,5,0.0,off
2017-05-06,0.46,4.7,6,2017,5,6,5,2.1620000000000004,off
2017-05-06,0.7,11.3,7,2017,5,6,5,7.91,off
2017-05-06,0.7,10.3,8,2017,5,6,5,7.21,off
2017-05-06,0.7,11.8,9,2017,5,6,5,8.26,off
2017-05-06,0.7,8.5,10,2017,5,6,5,5.949999999999999,off
2017-05-06,0.7,8.3,11,2017,5,6,5,5.8100000000000005,off
2017-05-06,0.46,6.2,12,2017,5,6,5,2.8520000000000003,off
2017-05-06,0.0,0.0,13,2017,5,6,5,0.0,off
2017-05-06,0.0,0.0,14,2017,5,6,5,0.0,off
2017-05-06,0.0,0.0,15,2017,5,6,5,0.0,off
2017-05-06,0.0,0.0,16,2017,5,6,5,0.0,off
2017-05-06,0.5,0.4,17,2017,5,6,5,0.2,off
2017-05-06,0.9,6.3,18,2017,5,6,5,5.67,off
2017-05-06,0.9,6.5,19,2017,5,6,5,5.8500000000000005,off
2017-05-06,0.6,3.5,20,2017,5,6,5,2.1,off
2017-05-06,0.0,0.0,21,2017,5,6,5,0.0,off
2017-05-06,0.0,0.0,22,2017,5,6,5,0.0,off
2017-05-06,0.0,0.0,23,2017,5,6,5,0.0,off
2017-05-07,0.0,0.0,0,2017,5,7,6,0.0,off
2017-05-07,0.0,0.0,1,2017,5,7,6,0.0,off
2017-05-07,0.0,0.0,2,2017,5,7,6,0.0,off
2017-05-07,0.0,0.0,3,2017,5,7,6,0.0,off
2017-05-07,0.0,0.0,4,2017,5,7,6,0.0,off
2017-05-07,0.0,0.0,5,2017,5,7,6,0.0,off
2017-05-07,0.0,0.0,6,2017,5,7,6,0.0,off
2017-05-07,0.0,0.0,7,2017,5,7,6,0.0,off
2017-05-07,0.0,0.0,8,2017,5,7,6,0.0,off
2017-05-07,0.0,0.0,9,2017,5,7,6,0.0,off
2017-05-07,0.0,0.0,10,2017,5,7,6,0.0,off
2017-05-07,0.0,0.0,11,2017,5,7,6,0.0,off
2017-05-07,0.0,0.0,12,2017,5,7,6,0.0,off
2017-05-07,0.0,0.0,13,2017,5,7,6,0.0,off
2017-05-07,0.0,0.0,14,2017,5,7,6,0.0,off
2017-05-07,0.0,0.0,15,2017,5,7,6,0.0,off
2017-05-07,0.46,4.0,16,2017,5,7,6,1.84,off
2017-05-07,0.0,0.0,17,2017,5,7,6,0.0,off
2017-05-07,0.46,6.1,18,2017,5,7,6,2.806,off
2017-05-07,0.46,4.7,19,2017,5,7,6,2.1620000000000004,off
2017-05-07,0.46,3.5,20,2017,5,7,6,1.61,off
2017-05-07,0.0,0.0,21,2017,5,7,6,0.0,off
2017-05-07,0.0,0.0,22,2017,5,7,6,0.0,off
2017-05-07,0.0,0.0,23,2017,5,7,6,0.0,off
2017-05-08,0.0,0.0,0,2017,5,8,0,0.0,off
2017-05-08,0.0,0.0,1,2017,5,8,0,0.0,off
2017-05-08,0.0,0.0,2,2017,5,8,0,0.0,off
2017-05-08,0.0,0.0,3,2017,5,8,0,0.0,off
2017-05-08,0.0,0.0,4,2017,5,8,0,0.0,off
2017-05-08,0.0,0.0,5,2017,5,8,0,0.0,off
2017-05-08,0.0,0.0,6,2017,5,8,0,0.0,off
2017-05-08,0.0,0.0,7,2017,5,8,0,0.0,off
2017-05-08,0.0,0.0,8,2017,5,8,0,0.0,off
2017-05-08,0.0,0.0,9,2017,5,8,0,0.0,off
2017-05-08,1.3,4.2,10,2017,5,8,0,5.460000000000001,off
2017-05-08,1.3,3.5,11,2017,5,8,0,4.55,off
2017-05-08,1.3,4.0,12,2017,5,8,0,5.2,off
2017-05-08,1.3,4.8,13,2017,5,8,0,6.24,off
2017-05-08,1.3,4.5,14,2017,5,8,0,5.8500000000000005,off
2017-05-08,1.3,6.0,15,2017,5,8,0,7.800000000000001,off
2017-05-08,1.3,6.1,16,2017,5,8,0,7.93,off
2017-05-08,0.0,0.0,17,2017,5,8,0,0.0,off
2017-05-08,1.92,10.2,18,2017,5,8,0,19.584,off
2017-05-08,1.92,13.0,19,2017,5,8,0,24.96,off
2017-05-08,1.3,4.8,20,2017,5,8,0,6.24,off
2017-05-08,1.3,8.6,21,2017,5,8,0,11.18,off
2017-05-08,0.0,0.0,22,2017,5,8,0,0.0,off
2017-05-08,0.0,0.0,23,2017,5,8,0,0.0,off
2017-05-09,0.48,2.9,0,2017,5,9,1,1.392,off
2017-05-09,0.48,2.2,1,2017,5,9,1,1.056,off
2017-05-09,0.48,1.7,2,2017,5,9,1,0.816,off
2017-05-09,0.48,2.2,3,2017,5,9,1,1.056,off
2017-05-09,0.48,1.5,4,2017,5,9,1,0.72,off
2017-05-09,0.0,0.0,5,2017,5,9,1,0.0,off
2017-05-09,1.28,9.0,6,2017,5,9,1,11.52,off
2017-05-09,1.36,2.4,7,2017,5,9,1,3.2640000000000002,off
2017-05-09,0.0,0.0,8,2017,5,9,1,0.0,off
2017-05-09,0.0,0.0,9,2017,5,9,1,0.0,off
2017-05-09,1.1,1.1,10,2017,5,9,1,1.2100000000000002,off
2017-05-09,0.83,3.0,11,2017,5,9,1,2.4899999999999998,off
2017-05-09,0.93,3.5,12,2017,5,9,1,3.2550000000000003,off
2017-05-09,0.79,6.0,13,2017,5,9,1,4.74,off
2017-05-09,0.86,6.0,14,2017,5,9,1,5.16,off
2017-05-09,0.0,0.0,15,2017,5,9,1,0.0,off
2017-05-09,0.96,9.0,16,2017,5,9,1,8.64,off
2017-05-09,1.4,9.2,17,2017,5,9,1,12.879999999999999,off
2017-05-09,1.62,18.6,18,2017,5,9,1,30.132000000000005,off
2017-05-09,1.6,14.8,19,2017,5,9,1,23.680000000000003,off
2017-05-09,1.38,5.6,20,2017,5,9,1,7.727999999999999,off
2017-05-09,1.3,1.2,21,2017,5,9,1,1.56,off
2017-05-09,0.0,0.0,22,2017,5,9,1,0.0,off
2017-05-09,0.0,0.0,23,2017,5,9,1,0.0,off
2017-05-10,0.5,3.7,0,2017,5,10,2,1.85,off
2017-05-10,0.5,2.7,1,2017,5,10,2,1.35,off
2017-05-10,0.5,2.7,2,2017,5,10,2,1.35,off
2017-05-10,0.5,3.7,3,2017,5,10,2,1.85,off
2017-05-10,0.5,7.0,4,2017,5,10,2,3.5,off
2017-05-10,0.52,4.5,5,2017,5,10,2,2.34,off
2017-05-10,1.26,8.0,6,2017,5,10,2,10.08,off
2017-05-10,1.36,3.4,7,2017,5,10,2,4.6240000000000006,off
2017-05-10,1.3,2.4,8,2017,5,10,2,3.12,off
2017-05-10,1.3,2.4,9,2017,5,10,2,3.12,off
2017-05-10,1.26,3.0,10,2017,5,10,2,3.7800000000000002,off
2017-05-10,1.26,2.1,11,2017,5,10,2,2.6460000000000004,off
2017-05-10,1.26,3.0,12,2017,5,10,2,3.7800000000000002,off
2017-05-10,1.16,4.0,13,2017,5,10,2,4.64,off
2017-05-10,1.29,11.3,14,2017,5,10,2,14.577000000000002,off
2017-05-10,1.28,11.8,15,2017,5,10,2,15.104000000000001,off
2017-05-10,1.28,13.1,16,2017,5,10,2,16.768,off
2017-05-10,1.33,16.2,17,2017,5,10,2,21.546,off
2017-05-10,1.8,12.4,18,2017,5,10,2,22.32,off
2017-05-10,1.8,13.9,19,2017,5,10,2,25.02,off
2017-05-10,1.35,14.2,20,2017,5,10,2,19.17,off
2017-05-10,1.29,11.7,21,2017,5,10,2,15.093,off
2017-05-10,0.5,2.0,22,2017,5,10,2,1.0,off
2017-05-10,0.48,5.0,23,2017,5,10,2,2.4,off
2017-05-11,0.62,1.9,0,2017,5,11,3,1.178,off
2017-05-11,0.62,2.3,1,2017,5,11,3,1.426,off
2017-05-11,0.62,2.7,2,2017,5,11,3,1.6740000000000002,off
2017-05-11,0.62,2.4,3,2017,5,11,3,1.488,off
2017-05-11,0.58,19.1,4,2017,5,11,3,11.078,off
2017-05-11,0.62,17.7,5,2017,5,11,3,10.974,off
2017-05-11,1.32,17.7,6,2017,5,11,3,23.364,off
2017-05-11,1.6,1.1,7,2017,5,11,3,1.7600000000000002,off
2017-05-11,1.6,10.4,8,2017,5,11,3,16.64,off
2017-05-11,1.42,7.4,9,2017,5,11,3,10.508,off
2017-05-11,1.32,12.7,10,2017,5,11,3,16.764,off
2017-05-11,1.32,12.2,11,2017,5,11,3,16.104,off
2017-05-11,1.32,12.2,12,2017,5,11,3,16.104,off
2017-05-11,1.3,11.7,13,2017,5,11,3,15.209999999999999,off
2017-05-11,1.33,12.2,14,2017,5,11,3,16.226,off
2017-05-11,1.33,12.7,15,2017,5,11,3,16.891,off
2017-05-11,1.32,13.7,16,2017,5,11,3,18.084,off
2017-05-11,1.34,14.7,17,2017,5,11,3,19.698,off
2017-05-11,1.83,16.2,18,2017,5,11,3,29.646,off
2017-05-11,1.83,17.0,19,2017,5,11,3,31.11,off
2017-05-11,1.21,19.9,20,2017,5,11,3,24.078999999999997,off
2017-05-11,1.33,12.7,21,2017,5,11,3,16.891,off
2017-05-11,0.64,9.7,22,2017,5,11,3,6.207999999999999,off
2017-05-11,0.63,7.2,23,2017,5,11,3,4.5360000000000005,off
2017-05-12,0.64,0.4,0,2017,5,12,4,0.256,off
2017-05-12,0.64,0.9,1,2017,5,12,4,0.5760000000000001,off
2017-05-12,0.46,2.8,2,2017,5,12,4,1.288,off
2017-05-12,0.46,3.1,3,2017,5,12,4,1.4260000000000002,off
2017-05-12,0.46,4.7,4,2017,5,12,4,2.1620000000000004,off
2017-05-12,0.64,5.0,5,2017,5,12,4,3.2,off
2017-05-12,1.36,16.4,6,2017,5,12,4,22.304,off
2017-05-12,1.6,10.9,7,2017,5,12,4,17.44,off
2017-05-12,1.42,8.2,8,2017,5,12,4,11.643999999999998,off
2017-05-12,1.42,7.2,9,2017,5,12,4,10.224,off
2017-05-12,1.32,11.8,10,2017,5,12,4,15.576000000000002,off
2017-05-12,1.12,17.8,11,2017,5,12,4,19.936000000000003,off
2017-05-12,1.11,18.8,12,2017,5,12,4,20.868000000000002,off
2017-05-12,1.08,20.0,13,2017,5,12,4,21.6,off
2017-05-12,1.08,20.3,14,2017,5,12,4,21.924000000000003,off
2017-05-12,1.07,21.7,15,2017,5,12,4,23.219,off
2017-05-12,1.07,22.5,16,2017,5,12,4,24.075000000000003,off
2017-05-12,1.1,22.1,17,2017,5,12,4,24.310000000000002,off
2017-05-12,1.63,19.3,18,2017,5,12,4,31.459,off
2017-05-12,1.63,20.6,19,2017,5,12,4,33.578,off
2017-05-12,1.13,21.9,20,2017,5,12,4,24.746999999999996,off
2017-05-12,1.06,17.7,21,2017,5,12,4,18.762,off
2017-05-12,0.46,3.5,22,2017,5,12,4,1.61,off
2017-05-12,0.46,3.2,23,2017,5,12,4,1.4720000000000002,off
2017-05-13,0.6,3.6,0,2017,5,13,5,2.16,off
2017-05-13,0.6,1.3,1,2017,5,13,5,0.78,off
2017-05-13,0.6,0.3,2,2017,5,13,5,0.18,off
2017-05-13,0.6,1.0,3,2017,5,13,5,0.6,off
2017-05-13,0.6,2.9,4,2017,5,13,5,1.74,off
2017-05-13,0.6,8.2,5,2017,5,13,5,4.919999999999999,off
2017-05-13,0.0,0.0,6,2017,5,13,5,0.0,off
2017-05-13,0.8,12.7,7,2017,5,13,5,10.16,off
2017-05-13,0.91,15.2,8,2017,5,13,5,13.831999999999999,off
2017-05-13,0.9,15.2,9,2017,5,13,5,13.68,off
2017-05-13,1.0,14.2,10,2017,5,13,5,14.2,off
2017-05-13,0.99,13.2,11,2017,5,13,5,13.068,off
2017-05-13,0.5,9.6,12,2017,5,13,5,4.8,off
2017-05-13,0.5,10.1,13,2017,5,13,5,5.05,off
2017-05-13,0.49,11.1,14,2017,5,13,5,5.439,off
2017-05-13,0.49,12.1,15,2017,5,13,5,5.928999999999999,off
2017-05-13,0.5,7.6,16,2017,5,13,5,3.8,off
2017-05-13,0.5,9.1,17,2017,5,13,5,4.55,off
2017-05-13,1.01,17.7,18,2017,5,13,5,17.877,off
2017-05-13,1.1,17.2,19,2017,5,13,5,18.92,off
2017-05-13,0.46,8.2,20,2017,5,13,5,3.772,off
2017-05-13,0.46,7.0,21,2017,5,13,5,3.22,off
2017-05-13,0.59,9.6,22,2017,5,13,5,5.664,off
2017-05-13,0.6,5.6,23,2017,5,13,5,3.36,off
2017-05-14,0.0,0.0,0,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,1,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,2,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,3,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,4,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,5,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,6,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,7,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,8,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,9,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,10,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,11,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,12,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,13,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,14,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,15,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,16,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,17,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,18,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,19,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,20,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,21,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,22,2017,5,14,6,0.0,off
2017-05-14,0.0,0.0,23,2017,5,14,6,0.0,off
2017-05-15,0.0,0.0,0,2017,5,15,0,0.0,off
2017-05-15,0.0,0.0,1,2017,5,15,0,0.0,off
2017-05-15,0.0,0.0,2,2017,5,15,0,0.0,off
2017-05-15,0.0,0.0,3,2017,5,15,0,0.0,off
2017-05-15,0.6,3.9,4,2017,5,15,0,2.34,off
2017-05-15,0.6,6.0,5,2017,5,15,0,3.5999999999999996,off
2017-05-15,1.2,10.0,6,2017,5,15,0,12.0,off
2017-05-15,1.3,3.8,7,2017,5,15,0,4.9399999999999995,off
2017-05-15,1.3,3.9,8,2017,5,15,0,5.07,off
2017-05-15,1.3,3.9,9,2017,5,15,0,5.07,off
2017-05-15,1.27,16.2,10,2017,5,15,0,20.573999999999998,off
2017-05-15,1.28,15.7,11,2017,5,15,0,20.096,off
2017-05-15,1.27,15.2,12,2017,5,15,0,19.304,off
2017-05-15,1.27,15.2,13,2017,5,15,0,19.304,off
2017-05-15,1.27,15.2,14,2017,5,15,0,19.304,off
2017-05-15,1.26,15.2,15,2017,5,15,0,19.151999999999997,off
2017-05-15,1.26,17.2,16,2017,5,15,0,21.672,off
2017-05-15,1.25,18.7,17,2017,5,15,0,23.375,off
2017-05-15,1.86,14.4,18,2017,5,15,0,26.784000000000002,off
2017-05-15,1.86,13.9,19,2017,5,15,0,25.854000000000003,off
2017-05-15,1.32,19.2,20,2017,5,15,0,25.344,off
2017-05-15,1.3,14.7,21,2017,5,15,0,19.11,off
2017-05-15,0.61,4.3,22,2017,5,15,0,2.6229999999999998,off
2017-05-15,0.5,5.9,23,2017,5,15,0,2.95,off
2017-05-16,0.48,2.1,0,2017,5,16,1,1.008,off
2017-05-16,0.48,2.5,1,2017,5,16,1,1.2,off
2017-05-16,0.48,2.1,2,2017,5,16,1,1.008,off
2017-05-16,0.48,2.6,3,2017,5,16,1,1.248,off
2017-05-16,0.57,7.4,4,2017,5,16,1,4.218,off
2017-05-16,0.6,4.0,5,2017,5,16,1,2.4,off
2017-05-16,1.3,19.4,6,2017,5,16,1,25.22,off
2017-05-16,1.21,11.4,7,2017,5,16,1,13.794,off
2017-05-16,1.16,7.5,8,2017,5,16,1,8.7,off
2017-05-16,1.15,7.0,9,2017,5,16,1,8.049999999999999,off
2017-05-16,1.27,9.3,10,2017,5,16,1,11.811000000000002,off
2017-05-16,1.27,8.8,11,2017,5,16,1,11.176000000000002,off
2017-05-16,1.26,8.3,12,2017,5,16,1,10.458,off
2017-05-16,1.22,7.3,13,2017,5,16,1,8.905999999999999,off
2017-05-16,1.3,7.3,14,2017,5,16,1,9.49,off
2017-05-16,1.19,8.0,15,2017,5,16,1,9.52,off
2017-05-16,1.21,9.3,16,2017,5,16,1,11.253,off
2017-05-16,1.3,16.3,17,2017,5,16,1,21.19,off
2017-05-16,1.8,10.2,18,2017,5,16,1,18.36,off
2017-05-16,1.8,11.0,19,2017,5,16,1,19.8,off
2017-05-16,1.3,17.3,20,2017,5,16,1,22.490000000000002,off
2017-05-16,1.25,9.4,21,2017,5,16,1,11.75,off
2017-05-16,0.55,4.8,22,2017,5,16,1,2.64,off
2017-05-16,0.54,7.9,23,2017,5,16,1,4.266000000000001,off
2017-05-17,0.48,2.5,0,2017,5,17,2,1.2,off
2017-05-17,0.48,2.5,1,2017,5,17,2,1.2,off
2017-05-17,0.48,2.5,2,2017,5,17,2,1.2,off
2017-05-17,0.48,2.5,3,2017,5,17,2,1.2,off
2017-05-17,0.0,0.0,4,2017,5,17,2,0.0,off
2017-05-17,0.64,3.5,5,2017,5,17,2,2.24,off
2017-05-17,1.36,20.9,6,2017,5,17,2,28.424,off
2017-05-17,1.37,11.4,7,2017,5,17,2,15.618000000000002,off
2017-05-17,1.4,3.3,8,2017,5,17,2,4.619999999999999,off
2017-05-17,1.18,10.3,9,2017,5,17,2,12.154,off
2017-05-17,1.3,3.0,10,2017,5,17,2,3.9000000000000004,off
2017-05-17,1.35,13.7,11,2017,5,17,2,18.495,off
2017-05-17,1.35,14.2,12,2017,5,17,2,19.17,off
2017-05-17,1.34,13.2,13,2017,5,17,2,17.688,off
2017-05-17,1.34,13.2,14,2017,5,17,2,17.688,off
2017-05-17,1.34,13.7,15,2017,5,17,2,18.358,off
2017-05-17,1.34,14.2,16,2017,5,17,2,19.028,off
2017-05-17,1.36,16.7,17,2017,5,17,2,22.712,off
2017-05-17,1.84,13.8,18,2017,5,17,2,25.392000000000003,off
2017-05-17,1.84,13.9,19,2017,5,17,2,25.576,off
2017-05-17,1.36,19.7,20,2017,5,17,2,26.792,off
2017-05-17,1.3,13.7,21,2017,5,17,2,17.81,off
2017-05-17,0.63,5.7,22,2017,5,17,2,3.591,off
2017-05-17,0.56,4.8,23,2017,5,17,2,2.688,off
2017-05-18,0.0,0.0,0,2017,5,18,3,0.0,off
2017-05-18,0.0,0.0,1,2017,5,18,3,0.0,off
2017-05-18,0.0,0.0,2,2017,5,18,3,0.0,off
2017-05-18,0.0,0.0,3,2017,5,18,3,0.0,off
2017-05-18,0.0,0.0,4,2017,5,18,3,0.0,off
2017-05-18,0.0,0.0,5,2017,5,18,3,0.0,off
2017-05-18,1.36,12.8,6,2017,5,18,3,17.408,off
2017-05-18,1.38,10.8,7,2017,5,18,3,14.904,off
2017-05-18,1.12,3.6,8,2017,5,18,3,4.032000000000001,off
2017-05-18,1.12,3.4,9,2017,5,18,3,3.8080000000000003,off
2017-05-18,1.28,12.4,10,2017,5,18,3,15.872000000000002,off
2017-05-18,1.28,12.5,11,2017,5,18,3,16.0,off
2017-05-18,1.26,12.0,12,2017,5,18,3,15.120000000000001,off
2017-05-18,1.21,11.4,13,2017,5,18,3,13.794,off
2017-05-18,1.23,11.3,14,2017,5,18,3,13.899000000000001,off
2017-05-18,1.22,12.1,15,2017,5,18,3,14.761999999999999,off
2017-05-18,1.25,12.8,16,2017,5,18,3,16.0,off
2017-05-18,1.36,11.3,17,2017,5,18,3,15.368000000000002,off
2017-05-18,1.84,12.2,18,2017,5,18,3,22.448,off
2017-05-18,1.84,11.9,19,2017,5,18,3,21.896,off
2017-05-18,1.36,15.3,20,2017,5,18,3,20.808000000000003,off
2017-05-18,1.22,11.2,21,2017,5,18,3,13.664,off
2017-05-18,0.48,3.7,22,2017,5,18,3,1.776,off
2017-05-18,0.48,3.7,23,2017,5,18,3,1.776,off
2017-05-19,0.0,0.0,0,2017,5,19,4,0.0,off
2017-05-19,0.0,0.0,1,2017,5,19,4,0.0,off
2017-05-19,0.48,0.9,2,2017,5,19,4,0.432,off
2017-05-19,0.48,1.1,3,2017,5,19,4,0.528,off
2017-05-19,0.62,4.8,4,2017,5,19,4,2.976,off
2017-05-19,0.0,0.0,5,2017,5,19,4,0.0,off
2017-05-19,1.36,11.6,6,2017,5,19,4,15.776,off
2017-05-19,1.25,8.6,7,2017,5,19,4,10.75,off
2017-05-19,1.12,7.2,8,2017,5,19,4,8.064000000000002,off
2017-05-19,1.12,6.0,9,2017,5,19,4,6.720000000000001,off
2017-05-19,1.34,3.2,10,2017,5,19,4,4.288,off
2017-05-19,1.34,2.9,11,2017,5,19,4,3.886,off
2017-05-19,1.34,1.4,12,2017,5,19,4,1.876,off
2017-05-19,0.0,0.0,13,2017,5,19,4,0.0,off
2017-05-19,0.0,0.0,14,2017,5,19,4,0.0,off
2017-05-19,0.7,0.5,15,2017,5,19,4,0.35,off
2017-05-19,1.34,1.1,16,2017,5,19,4,1.4740000000000002,off
2017-05-19,1.36,8.6,17,2017,5,19,4,11.696,off
2017-05-19,1.84,9.6,18,2017,5,19,4,17.664,off
2017-05-19,1.84,8.9,19,2017,5,19,4,16.376,off
2017-05-19,1.36,13.6,20,2017,5,19,4,18.496000000000002,off
2017-05-19,1.3,3.1,21,2017,5,19,4,4.03,off
2017-05-19,0.62,3.8,22,2017,5,19,4,2.356,off
2017-05-19,0.62,1.3,23,2017,5,19,4,0.806,off
2017-05-20,0.0,0.0,0,2017,5,20,5,0.0,off
2017-05-20,0.0,0.0,1,2017,5,20,5,0.0,off
2017-05-20,0.0,0.0,2,2017,5,20,5,0.0,off
2017-05-20,0.0,0.0,3,2017,5,20,5,0.0,off
2017-05-20,0.0,0.0,4,2017,5,20,5,0.0,off
2017-05-20,0.6,3.8,5,2017,5,20,5,2.28,off
2017-05-20,0.0,0.0,6,2017,5,20,5,0.0,off
2017-05-20,1.1,1.7,7,2017,5,20,5,1.87,off
2017-05-20,1.1,2.0,8,2017,5,20,5,2.2,off
2017-05-20,0.96,4.0,9,2017,5,20,5,3.84,off
2017-05-20,1.1,8.7,10,2017,5,20,5,9.57,off
2017-05-20,1.0,6.5,11,2017,5,20,5,6.5,off
2017-05-20,0.0,0.0,12,2017,5,20,5,0.0,off
2017-05-20,0.0,0.0,13,2017,5,20,5,0.0,off
2017-05-20,0.0,0.0,14,2017,5,20,5,0.0,off
2017-05-20,0.0,0.0,15,2017,5,20,5,0.0,off
2017-05-20,0.0,0.0,16,2017,5,20,5,0.0,off
2017-05-20,0.0,0.0,17,2017,5,20,5,0.0,off
2017-05-20,1.3,13.2,18,2017,5,20,5,17.16,off
2017-05-20,1.3,12.8,19,2017,5,20,5,16.64,off
2017-05-20,0.0,0.0,20,2017,5,20,5,0.0,off
2017-05-20,0.0,0.0,21,2017,5,20,5,0.0,off
2017-05-20,0.6,5.3,22,2017,5,20,5,3.1799999999999997,off
2017-05-20,0.6,3.3,23,2017,5,20,5,1.9799999999999998,off
2017-05-21,0.0,0.0,0,2017,5,21,6,0.0,off
2017-05-21,0.0,0.0,1,2017,5,21,6,0.0,off
2017-05-21,0.0,0.0,2,2017,5,21,6,0.0,off
2017-05-21,0.0,0.0,3,2017,5,21,6,0.0,off
2017-05-21,0.0,0.0,4,2017,5,21,6,0.0,off
2017-05-21,0.6,2.3,5,2017,5,21,6,1.38,off
2017-05-21,0.0,0.0,6,2017,5,21,6,0.0,off
2017-05-21,0.0,0.0,7,2017,5,21,6,0.0,off
2017-05-21,0.0,0.0,8,2017,5,21,6,0.0,off
2017-05-21,0.0,0.0,9,2017,5,21,6,0.0,off
2017-05-21,0.0,0.0,10,2017,5,21,6,0.0,off
2017-05-21,0.0,0.0,11,2017,5,21,6,0.0,off
2017-05-21,0.0,0.0,12,2017,5,21,6,0.0,off
2017-05-21,0.0,0.0,13,2017,5,21,6,0.0,off
2017-05-21,0.0,0.0,14,2017,5,21,6,0.0,off
2017-05-21,0.0,0.0,15,2017,5,21,6,0.0,off
2017-05-21,0.0,0.0,16,2017,5,21,6,0.0,off
2017-05-21,0.6,6.6,17,2017,5,21,6,3.9599999999999995,off
2017-05-21,0.9,9.9,18,2017,5,21,6,8.91,off
2017-05-21,0.9,9.0,19,2017,5,21,6,8.1,off
