date,hour,price,volume,cat
2017-05-04,4,0.4,0.5,off
2017-05-04,5,0.0,0.0,off
2017-05-04,6,0.0,0.0,off
2017-05-04,7,0.0,0.0,off
2017-05-04,8,1.5,8.0,off
2017-05-04,9,1.5,7.0,off
2017-05-04,10,0.0,0.0,off
2017-05-04,11,0.0,0.0,off
2017-05-04,12,1.3,2.0,off
2017-05-04,13,1.3,4.0,off
2017-05-04,14,1.3,4.5,off
2017-05-04,15,1.3,4.5,off
2017-05-04,16,1.3,5.0,off
2017-05-04,17,0.0,0.0,off
2017-05-04,18,0.0,0.0,off
2017-05-04,19,0.0,0.0,off
2017-05-04,20,1.5,4.1,off
2017-05-04,21,1.3,2.2,off
2017-05-04,22,0.0,0.0,off
2017-05-04,23,0.0,0.0,off
2017-05-05,0,0.0,0.0,off
2017-05-05,1,0.0,0.0,off
2017-05-05,2,0.0,0.0,off
2017-05-05,3,0.0,0.0,off
2017-05-05,4,0.0,0.0,off
2017-05-05,5,0.0,0.0,off
2017-05-05,6,1.4,8.0,off
2017-05-05,7,1.64,15.5,off
2017-05-05,8,1.64,1.5,off
2017-05-05,9,1.64,2.0,off
2017-05-05,10,0.0,0.0,off
2017-05-05,11,0.96,5.5,off
2017-05-05,12,1.3,6.5,off
2017-05-05,13,1.3,6.0,off
2017-05-05,14,1.3,5.5,off
2017-05-05,15,1.3,4.0,off
2017-05-05,16,1.19,8.5,off
2017-05-05,17,1.23,9.5,off
2017-05-05,18,2.0,10.5,off
2017-05-05,19,2.0,12.0,off
2017-05-05,20,1.3,8.0,off
2017-05-05,21,1.03,14.1,off
2017-05-05,22,0.0,0.0,off
2017-05-05,23,0.0,0.0,off
2017-05-06,0,0.44,1.0,off
2017-05-06,1,0.44,1.0,off
2017-05-06,2,0.44,1.0,off
2017-05-06,3,0.44,1.0,off
2017-05-06,4,0.44,1.0,off
2017-05-06,5,0.0,0.0,off
2017-05-06,6,0.46,4.7,off
2017-05-06,7,0.7,11.3,off
2017-05-06,8,0.7,10.3,off
2017-05-06,9,0.7,11.8,off
2017-05-06,10,0.7,8.5,off
2017-05-06,11,0.7,8.3,off
2017-05-06,12,0.46,6.2,off
2017-05-06,13,0.0,0.0,off
2017-05-06,14,0.0,0.0,off
2017-05-06,15,0.0,0.0,off
2017-05-06,16,0.0,0.0,off
2017-05-06,17,0.5,0.4,off
2017-05-06,18,0.9,6.3,off
2017-05-06,19,0.9,6.5,off
2017-05-06,20,0.6,3.5,off
2017-05-06,21,0.0,0.0,off
2017-05-06,22,0.0,0.0,off
2017-05-06,23,0.0,0.0,off
2017-05-07,0,0.0,0.0,off
2017-05-07,1,0.0,0.0,off
2017-05-07,2,0.0,0.0,off
2017-05-07,3,0.0,0.0,off
2017-05-07,4,0.0,0.0,off
2017-05-07,5,0.0,0.0,off
2017-05-07,6,0.0,0.0,off
2017-05-07,7,0.0,0.0,off
2017-05-07,8,0.0,0.0,off
2017-05-07,9,0.0,0.0,off
2017-05-07,10,0.0,0.0,off
2017-05-07,11,0.0,0.0,off
2017-05-07,12,0.0,0.0,off
2017-05-07,13,0.0,0.0,off
2017-05-07,14,0.0,0.0,off
2017-05-07,15,0.0,0.0,off
2017-05-07,16,0.46,4.0,off
2017-05-07,17,0.0,0.0,off
2017-05-07,18,0.46,6.1,off
2017-05-07,19,0.46,4.7,off
2017-05-07,20,0.46,3.5,off
2017-05-07,21,0.0,0.0,off
2017-05-07,22,0.0,0.0,off
2017-05-07,23,0.0,0.0,off
2017-05-08,0,0.0,0.0,off
2017-05-08,1,0.0,0.0,off
2017-05-08,2,0.0,0.0,off
2017-05-08,3,0.0,0.0,off
2017-05-08,4,0.0,0.0,off
2017-05-08,5,0.0,0.0,off
2017-05-08,6,0.0,0.0,off
2017-05-08,7,0.0,0.0,off
2017-05-08,8,0.0,0.0,off
2017-05-08,9,0.0,0.0,off
2017-05-08,10,1.3,4.2,off
2017-05-08,11,1.3,3.5,off
2017-05-08,12,1.3,4.0,off
2017-05-08,13,1.3,4.8,off
2017-05-08,14,1.3,4.5,off
2017-05-08,15,1.3,6.0,off
2017-05-08,16,1.3,6.1,off
2017-05-08,17,0.0,0.0,off
2017-05-08,18,1.92,10.2,off
2017-05-08,19,1.92,13.0,off
2017-05-08,20,1.3,4.8,off
2017-05-08,21,1.3,8.6,off
2017-05-08,22,0.0,0.0,off
2017-05-08,23,0.0,0.0,off
2017-05-09,0,0.48,2.9,off
2017-05-09,1,0.48,2.2,off
2017-05-09,2,0.48,1.7,off
2017-05-09,3,0.48,2.2,off
2017-05-09,4,0.48,1.5,off
2017-05-09,5,0.0,0.0,off
2017-05-09,6,1.28,9.0,off
2017-05-09,7,1.36,2.4,off
2017-05-09,8,0.0,0.0,off
2017-05-09,9,0.0,0.0,off
2017-05-09,10,1.1,1.1,off
2017-05-09,11,0.83,3.0,off
2017-05-09,12,0.93,3.5,off
2017-05-09,13,0.79,6.0,off
2017-05-09,14,0.86,6.0,off
2017-05-09,15,0.0,0.0,off
2017-05-09,16,0.96,9.0,off
2017-05-09,17,1.4,9.2,off
2017-05-09,18,1.62,18.6,off
2017-05-09,19,1.6,14.8,off
2017-05-09,20,1.38,5.6,off
2017-05-09,21,1.3,1.2,off
2017-05-09,22,0.0,0.0,off
2017-05-09,23,0.0,0.0,off
2017-05-10,0,0.5,3.7,off
2017-05-10,1,0.5,2.7,off
2017-05-10,2,0.5,2.7,off
2017-05-10,3,0.5,3.7,off
2017-05-10,4,0.5,7.0,off
2017-05-10,5,0.52,4.5,off
2017-05-10,6,1.26,8.0,off
2017-05-10,7,1.36,3.4,off
2017-05-10,8,1.3,2.4,off
2017-05-10,9,1.3,2.4,off
2017-05-10,10,1.26,3.0,off
2017-05-10,11,1.26,2.1,off
2017-05-10,12,1.26,3.0,off
2017-05-10,13,1.16,4.0,off
2017-05-10,14,1.29,11.3,off
2017-05-10,15,1.28,11.8,off
2017-05-10,16,1.28,13.1,off
2017-05-10,17,1.33,16.2,off
2017-05-10,18,1.8,12.4,off
2017-05-10,19,1.8,13.9,off
2017-05-10,20,1.35,14.2,off
2017-05-10,21,1.29,11.7,off
2017-05-10,22,0.5,2.0,off
2017-05-10,23,0.48,5.0,off
2017-05-11,0,0.62,1.9,off
2017-05-11,1,0.62,2.3,off
2017-05-11,2,0.62,2.7,off
2017-05-11,3,0.62,2.4,off
2017-05-11,4,0.58,19.1,off
2017-05-11,5,0.62,17.7,off
2017-05-11,6,1.32,17.7,off
2017-05-11,7,1.6,1.1,off
2017-05-11,8,1.6,10.4,off
2017-05-11,9,1.42,7.4,off
2017-05-11,10,1.32,12.7,off
2017-05-11,11,1.32,12.2,off
2017-05-11,12,1.32,12.2,off
2017-05-11,13,1.3,11.7,off
2017-05-11,14,1.33,12.2,off
2017-05-11,15,1.33,12.7,off
2017-05-11,16,1.32,13.7,off
2017-05-11,17,1.34,14.7,off
2017-05-11,18,1.83,16.2,off
2017-05-11,19,1.83,17.0,off
2017-05-11,20,1.21,19.9,off
2017-05-11,21,1.33,12.7,off
2017-05-11,22,0.64,9.7,off
2017-05-11,23,0.63,7.2,off
2017-05-12,0,0.64,0.4,off
2017-05-12,1,0.64,0.9,off
2017-05-12,2,0.46,2.8,off
2017-05-12,3,0.46,3.1,off
2017-05-12,4,0.46,4.7,off
2017-05-12,5,0.64,5.0,off
2017-05-12,6,1.36,16.4,off
2017-05-12,7,1.6,10.9,off
2017-05-12,8,1.42,8.2,off
2017-05-12,9,1.42,7.2,off
2017-05-12,10,1.32,11.8,off
2017-05-12,11,1.12,17.8,off
2017-05-12,12,1.11,18.8,off
2017-05-12,13,1.08,20.0,off
2017-05-12,14,1.08,20.3,off
2017-05-12,15,1.07,21.7,off
2017-05-12,16,1.07,22.5,off
2017-05-12,17,1.1,22.1,off
2017-05-12,18,1.63,19.3,off
2017-05-12,19,1.63,20.6,off
