date,hour,price,volume,cat
2017-03-06,4,29.0,50.0,off
2017-03-06,5,29.0,50.0,standard
2017-03-06,6,65.0,0.0,morning
2017-03-06,7,97.21,0.0,morning
2017-03-06,8,97.21,0.0,morning
2017-03-06,9,97.21,0.0,standard
2017-03-06,10,65.0,0.0,standard
2017-03-06,11,65.0,0.0,standard
2017-03-06,12,65.0,0.0,standard
2017-03-06,13,65.0,0.0,standard
2017-03-06,14,65.0,0.0,standard
2017-03-06,15,65.0,0.0,standard
2017-03-06,16,65.0,0.0,standard
2017-03-06,17,65.0,0.0,standard
2017-03-06,18,97.21,0.0,evening
2017-03-06,19,97.21,0.0,evening
2017-03-06,20,65.0,0.0,off
2017-03-06,21,65.0,0.0,off
2017-03-06,22,29.0,50.0,off
2017-03-06,23,29.0,50.0,off
2017-03-07,0,29.0,50.0,off
2017-03-07,1,29.0,50.0,off
2017-03-07,2,29.0,50.0,off
2017-03-07,3,29.0,50.0,off
2017-03-07,4,29.0,50.0,off
2017-03-07,5,29.0,50.0,standard
2017-03-07,6,65.0,0.0,morning
2017-03-07,7,97.21,0.0,morning
2017-03-07,8,97.21,0.0,morning
2017-03-07,9,97.21,0.0,standard
2017-03-07,10,65.0,0.0,standard
2017-03-07,11,65.0,0.0,standard
2017-03-07,12,65.0,0.0,standard
2017-03-07,13,65.0,0.0,standard
2017-03-07,14,65.0,0.0,standard
2017-03-07,15,65.0,0.0,standard
2017-03-07,16,65.0,0.0,standard
2017-03-07,17,65.0,0.0,standard
2017-03-07,18,97.21,0.0,evening
2017-03-07,19,97.21,0.0,evening
2017-03-07,20,65.0,0.0,off
2017-03-07,21,65.0,0.0,off
2017-03-07,22,29.0,50.0,off
2017-03-07,23,29.0,50.0,off
2017-03-08,0,29.0,50.0,off
2017-03-08,1,29.0,50.0,off
2017-03-08,2,29.0,50.0,off
2017-03-08,3,29.0,50.0,off
2017-03-08,4,29.0,50.0,off
2017-03-08,5,29.0,50.0,standard
2017-03-08,6,65.0,0.0,morning
2017-03-08,7,97.21,0.0,morning
2017-03-08,8,97.21,0.0,morning
2017-03-08,9,97.21,0.0,standard
2017-03-08,10,65.0,0.0,standard
2017-03-08,11,65.0,0.0,standard
2017-03-08,12,65.0,0.0,standard
