year,month,node,cat,side,flow_sum,value,hour_count,price_weight_mean,price_mean,power
2017,4,ZAMC,standard,consume,540,21087.2,27,39.05037037037037,39.05037037037037,20.0
2017,4,ZAMZ,morning,supply,-60,-2159.4,2,35.99,71.98,-30.0
2017,4,ZAMZ,off,supply,-2340,-56266.8,41,24.045641025641025,49.25658536585366,-57.073170731707314
2017,4,ZAMZ,standard,supply,-690,-24616.800000000003,23,35.676521739130436,71.35304347826087,-30.0
2017,5,BOT,evening,consume,1560,145266.2,20,93.11935897435899,139.96,78.0
2017,5,BOT,morning,consume,1660,149774.2,25,90.225421686747,120.98400000000001,66.4
2017,5,BOT,off,consume,848,28430.079999999998,82,33.52603773584905,58.110243902439024,10.341463414634147
2017,5,BOT,standard,consume,1765,116356.5,62,65.9243626062323,61.58,28.467741935483872
2017,5,HCB,evening,supply,-240,-22783.2,10,94.93,94.93,-24.0
2017,5,HCB,morning,supply,-240,-22783.2,10,94.93,94.93,-24.0
2017,5,HCB,standard,supply,-120,-11391.6,5,94.93,94.93,-24.0
2017,5,RSA,evening,consume,60,1474.8,2,24.58,24.58,30.0
2017,5,RSA,evening,supply,-1480,-136231.80000000002,28,92.04851351351353,90.61928571428572,-52.857142857142854
2017,5,RSA,morning,consume,130,3619.4,7,27.841538461538462,30.637142857142855,18.571428571428573
2017,5,RSA,morning,supply,-1520,-138615.40000000002,33,91.19434210526317,85.91787878787879,-46.06060606060606
2017,5,RSA,off,consume,4460,108103.59999999999,154,24.238475336322868,24.617402597402595,28.961038961038962
2017,5,RSA,off,supply,-2168,-67323.68000000001,82,31.05335793357934,33.57341463414634,-26.4390243902439
2017,5,RSA,standard,consume,960,27574.8,58,28.72375,31.61793103448276,16.551724137931036
2017,5,RSA,standard,supply,-1261,-94865.94,66,75.23072164948454,63.92727272727274,-19.106060606060606
2017,5,ZAMC,evening,consume,200,14732.0,10,73.66,73.66,20.0
2017,5,ZAMC,morning,consume,440,24929.6,25,56.658181818181816,57.01,17.6
2017,5,ZAMC,off,consume,4800,132747.2,246,27.65566666666667,28.434552845528454,19.51219512195122
2017,5,ZAMC,standard,consume,2656,111328.23999999999,161,41.91575301204819,45.011490683229816,16.496894409937887
2017,5,ZAMZ,evening,supply,-100,-2458.0,2,24.58,49.16,-50.0
2017,5,ZAMZ,morning,supply,-470,-16924.6,12,36.00978723404255,73.31,-39.166666666666664
2017,5,ZAMZ,off,supply,-7940,-201957.2,164,25.435415617128466,51.73024390243903,-48.41463414634146
2017,5,ZAMZ,standard,supply,-4000,-149002.0,105,37.2505,75.28761904761905,-38.095238095238095
2017,6,MOZ,morning,supply,-135,-8736.05,10,64.71148148148147,64.49,-13.5
2017,6,MOZ,off,supply,-1710,-60600.1,92,35.43865497076023,37.45869565217391,-18.58695652173913
2017,6,MOZ,standard,supply,-1320,-81976.4,92,62.10333333333333,62.64782608695653,-14.347826086956522
2017,6,RSA,morning,supply,-65,-4161.949999999999,5,64.02999999999999,128.06,-13.0
2017,6,RSA,off,consume,744,22386.96,31,30.09,30.09,24.0
2017,6,RSA,off,supply,-130,-8323.899999999998,10,64.02999999999999,128.06,-13.0
2017,6,RSA,standard,consume,120,3610.7999999999997,5,30.089999999999996,30.089999999999996,24.0
2017,6,RSA,standard,supply,-520,-33295.59999999999,40,64.02999999999999,128.06,-13.0
2017,6,ZAMC,morning,consume,400,25906.0,20,64.765,64.76500000000001,20.0
2017,6,ZAMC,off,consume,5740,200111.0,287,34.86254355400697,34.86254355400697,20.0
2017,6,ZAMC,standard,consume,4020,246564.2,201,61.334378109452736,61.33437810945274,20.0
2017,6,ZAMZ,morning,supply,-200,-13008.000000000002,10,65.04,65.04,-20.0
2017,6,ZAMZ,off,supply,-4644,-153573.96,195,33.06932816537468,38.42123076923077,-23.815384615384616
2017,6,ZAMZ,standard,supply,-2300,-134903.00000000003,109,58.653478260869576,61.606055045871564,-21.10091743119266
2017,7,MOZ,morning,supply,-130,-7811.6,10,60.089230769230774,60.065,-13.0
2017,7,MOZ,off,supply,-3060,-90908.8,160,29.70875816993464,31.034875,-19.125
2017,7,MOZ,standard,supply,-1471,-81978.51000000001,111,55.729782460910954,57.34162162162162,-13.252252252252251
2017,7,RSA,evening,supply,-90,-9474.800000000001,30,105.27555555555557,105.39666666666668,-3.0
2017,7,RSA,morning,supply,-380,-27529.4,46,72.44578947368421,96.84260869565217,-8.26086956521739
2017,7,RSA,off,consume,888,26719.92,37,30.089999999999996,30.089999999999996,24.0
2017,7,RSA,off,supply,-640,-37915.2,35,59.24249999999999,76.45771428571429,-18.285714285714285
2017,7,RSA,standard,supply,-2854,-179208.89,172,62.79218290119132,84.74901162790698,-16.593023255813954
2017,7,ZAMC,evening,consume,90,9474.800000000001,30,105.27555555555557,105.39666666666668,3.0
2017,7,ZAMC,morning,consume,510,35341.0,51,69.29607843137255,87.35705882352941,10.0
2017,7,ZAMC,off,consume,7240,235202.59999999998,362,32.48654696132596,32.48654696132596,20.0
2017,7,ZAMC,standard,consume,4525,267195.4,239,59.04870718232045,61.52238493723849,18.93305439330544
2017,7,ZAMZ,off,supply,-4428,-133098.52,177,30.058383017163504,36.34045197740113,-25.016949152542374
2017,7,ZAMZ,standard,supply,-200,-6008.0,10,30.04,30.04,-20.0
2017,8,MOZ,off,supply,-1340,-37799.799999999996,84,28.20880597014925,28.290000000000003,-15.952380952380953
2017,8,MOZ,standard,supply,-155,-4300.15,9,27.74290322580645,27.86333333333333,-17.22222222222222
2017,8,RSA,evening,supply,-410,-40408.6,28,98.55756097560975,98.87428571428572,-14.642857142857142
2017,8,RSA,morning,supply,-870,-67221.59999999999,51,77.26620689655171,80.57117647058824,-17.058823529411764
2017,8,RSA,off,supply,-5440,-185690.6,323,34.134301470588234,39.285201238390094,-16.842105263157894
2017,8,RSA,standard,supply,-4750,-276301.35,245,58.16870526315789,58.93644897959184,-19.387755102040817
2017,8,ZAMC,evening,consume,410,40408.6,28,98.55756097560975,98.87428571428572,14.642857142857142
2017,8,ZAMC,morning,consume,870,67221.59999999999,51,77.26620689655171,80.57117647058824,17.058823529411764
2017,8,ZAMC,off,consume,6780,223490.4,339,32.963185840707965,32.963185840707965,20.0
2017,8,ZAMC,standard,consume,4905,280601.5,249,57.2072375127421,57.84779116465864,19.698795180722893
2017,9,MOZ,off,supply,-4480,-123801.59999999999,224,27.634285714285713,27.634285714285713,-20.0
2017,9,MOZ,standard,supply,-320,-8883.599999999999,16,27.761249999999997,27.761249999999997,-20.0
2017,9,RSA,evening,supply,-370,-34982.0,32,94.54594594594595,96.70375,-11.5625
2017,9,RSA,morning,supply,-790,-59731.8,53,75.60987341772152,81.73603773584907,-14.90566037735849
2017,9,RSA,off,supply,-2360,-93579.6,118,39.65237288135594,39.65237288135594,-20.0
2017,9,RSA,standard,supply,-4345,-259562.0,224,59.73808975834292,60.941116071428574,-19.397321428571427
2017,9,ZAMC,evening,consume,370,34982.0,32,94.54594594594595,96.70375,11.5625
2017,9,ZAMC,morning,consume,790,59731.8,53,75.60987341772152,81.73603773584907,14.90566037735849
2017,9,ZAMC,off,consume,6840,217381.19999999998,342,31.780877192982455,31.780877192982455,20.0
2017,9,ZAMC,standard,consume,4665,268445.60000000003,240,57.54460878885317,58.729124999999996,19.4375
2017,10,BOT,morning,consume,195,11694.15,5,59.97,119.94000000000001,39.0
2017,10,BOT,off,consume,3270,102876.3,82,31.46064220183486,63.09512195121951,39.8780487804878
2017,10,BOT,standard,consume,2033,115445.01,52,56.78554353172651,113.715,39.09615384615385
2017,10,MOZ,off,supply,-400,-11123.999999999998,20,27.809999999999995,27.809999999999995,-20.0
2017,10,RSA,evening,supply,-880,-78038.0,44,88.67954545454545,88.67954545454546,-20.0
2017,10,RSA,morning,supply,-1515,-115834.95,66,76.45871287128713,78.89454545454545,-22.954545454545453
2017,10,RSA,off,supply,-9950,-313319.9,334,31.48943718592965,31.503532934131737,-29.790419161676645
2017,10,RSA,standard,supply,-6993,-408534.81,248,58.42053625053625,59.09068548387096,-28.197580645161292
2017,10,ZAMC,evening,consume,880,78038.0,44,88.67954545454545,88.67954545454546,20.0
2017,10,ZAMC,morning,consume,1320,104140.8,66,78.89454545454545,78.89454545454545,20.0
2017,10,ZAMC,off,consume,7080,221567.6,354,31.294858757062148,31.29485875706215,20.0
2017,10,ZAMC,standard,consume,4960,293089.8,248,59.09068548387096,59.09068548387096,20.0
2017,11,BOT,evening,consume,300,25485.0,10,84.95,84.95,30.0
2017,11,BOT,morning,consume,300,25485.0,10,84.95,84.95,30.0
2017,11,BOT,standard,consume,150,12742.5,5,84.95,84.95,30.0
2017,11,HCB,morning,supply,-65,-3744.2,14,57.60307692307692,57.59571428571429,-4.642857142857143
2017,11,HCB,off,supply,-130,-7488.4,28,57.60307692307692,57.59571428571429,-4.642857142857143
2017,11,HCB,standard,supply,-583,-33565.6,126,57.573927958833615,57.5684126984127,-4.626984126984127
2017,11,RSA,evening,supply,-980,-83475.8,44,85.17938775510204,85.20545454545454,-22.272727272727273
2017,11,RSA,morning,supply,-1255,-99378.59999999999,61,79.18613545816733,77.56377049180328,-20.57377049180328
2017,11,RSA,off,supply,-5350,-158591.6,308,29.643289719626168,29.846623376623377,-17.37012987012987
2017,11,RSA,standard,supply,-3357,-197802.1,197,58.9222817992255,57.976446700507616,-17.04060913705584
2017,11,ZAMC,evening,consume,680,57990.799999999996,34,85.28058823529412,85.28058823529412,20.0
2017,11,ZAMC,morning,consume,1020,77637.8,51,76.11549019607844,76.11549019607843,20.0
2017,11,ZAMC,off,consume,5480,166080.0,308,30.306569343065693,29.846623376623377,17.792207792207794
2017,11,ZAMC,standard,consume,3790,218625.2,192,57.68474934036939,57.27401041666667,19.739583333333332
2017,12,BOT,morning,consume,170,10366.599999999999,5,60.97999999999999,121.96,34.0
2017,12,BOT,off,consume,4420,134565.2,78,30.444615384615386,64.28205128205128,56.666666666666664
2017,12,BOT,standard,consume,1898,105816.03999999998,52,55.7513382507903,115.59846153846154,36.5
2017,12,HCB,morning,supply,-150,-9091.599999999999,21,60.61066666666666,60.921904761904756,-7.142857142857143
2017,12,HCB,off,supply,-300,-18183.199999999997,42,60.61066666666666,60.921904761904756,-7.142857142857143
2017,12,HCB,standard,supply,-1438,-87090.92,203,60.56392211404729,60.84709359605911,-7.083743842364532
2017,12,RSA,evening,supply,-840,-74963.2,42,89.24190476190476,89.24190476190476,-20.0
2017,12,RSA,morning,supply,-1225,-98331.25,63,80.2704081632653,79.80190476190477,-19.444444444444443
2017,12,RSA,off,supply,-9650,-293869.7,318,30.452818652849743,32.35433962264151,-30.345911949685533
2017,12,RSA,standard,supply,-4763,-279857.11,244,58.756479109804744,60.60487704918033,-19.520491803278688
2017,12,ZAMC,evening,consume,840,74963.2,42,89.24190476190476,89.24190476190476,20.0
2017,12,ZAMC,morning,consume,1205,97056.25,63,80.54460580912863,79.80190476190477,19.126984126984127
2017,12,ZAMC,off,consume,5530,177487.7,318,32.095424954792044,32.35433962264151,17.38993710691824
2017,12,ZAMC,standard,consume,4303,261131.99,244,60.68603067627237,60.60487704918033,17.635245901639344
2018,1,MOZ,evening,supply,-198,-15950.28,10,80.5569696969697,80.05199999999999,-19.8
2018,1,MOZ,morning,supply,-297,-21638.22,15,72.8559595959596,72.42800000000001,-19.8
2018,1,MOZ,off,supply,-1490,-50213.4,78,33.70026845637584,33.53692307692308,-19.102564102564102
2018,1,MOZ,standard,supply,-1126,-65288.76,57,57.98291296625222,57.64,-19.75438596491228
2018,1,RSA,evening,supply,-80,-7612.799999999999,10,95.16,95.16,-8.0
2018,1,RSA,morning,supply,-80,-7612.799999999999,10,95.16,95.16,-8.0
2018,1,RSA,off,supply,-1856,-56715.92,216,30.558146551724136,30.531666666666666,-8.592592592592593
2018,1,RSA,standard,supply,-170,-7779.5,20,45.76176470588236,46.6925,-8.5
2018,1,ZAMC,evening,consume,278,23563.079999999998,20,84.75928057553956,87.606,13.9
2018,1,ZAMC,morning,consume,377,29251.02,25,77.5889124668435,81.5208,15.08
2018,1,ZAMC,off,consume,3346,106929.31999999999,294,31.95735803945009,31.32897959183673,11.380952380952381
2018,1,ZAMC,standard,consume,1296,73068.26,77,56.37983024691358,54.796493506493505,16.83116883116883
2018,2,BOT,morning,consume,20,1359.6000000000001,5,67.98,67.98,4.0
2018,2,BOT,off,consume,2590,88705.2,27,34.249111969111965,46.40888888888889,95.92592592592592
2018,2,BOT,standard,consume,638,27954.24,50,43.815423197492166,65.9244,12.76
2018,2,RSA,morning,supply,-20,-1359.6000000000001,5,67.98,67.98,-4.0
2018,2,RSA,off,supply,-2590,-88705.2,27,34.249111969111965,46.40888888888889,-95.92592592592592
2018,2,RSA,standard,supply,-638,-27954.24,50,43.815423197492166,65.9244,-12.76
2018,3,BOT,off,consume,7650,257958.0,51,33.72,33.72,150.0
2018,3,BOT,standard,consume,300,10116.0,2,33.72,33.72,150.0
2018,3,RSA,off,supply,-7650,-257958.0,51,33.72,33.72,-150.0
2018,3,RSA,standard,supply,-300,-10116.0,2,33.72,33.72,-150.0
2018,6,MOZ,off,supply,-108,-2689.2,108,24.9,24.9,-1.0
2018,6,MOZ,standard,supply,-10,-249.0,10,24.9,24.9,-1.0
2018,6,ZAMC,off,consume,108,2689.2,108,24.9,24.9,1.0
2018,6,ZAMC,standard,consume,10,249.0,10,24.9,24.9,1.0
2018,7,HCB,evening,supply,-24,-3787.44,4,157.81,157.81,-6.0
2018,7,HCB,morning,supply,-24,-3787.44,4,157.81,157.81,-6.0
2018,7,HCB,standard,supply,-12,-1893.72,2,157.81,157.81,-6.0
2018,7,MOZ,off,supply,-1528,-43585.439999999995,236,28.524502617801044,26.085593220338982,-6.47457627118644
2018,7,MOZ,standard,supply,-110,-3146.2,15,28.60181818181818,26.27,-7.333333333333333
2018,7,RSA,evening,consume,24,3787.44,4,157.81,157.81,6.0
2018,7,RSA,evening,supply,-200,-29118.0,10,145.59,145.59,-20.0
2018,7,RSA,morning,consume,24,3787.44,4,157.81,157.81,6.0
2018,7,RSA,morning,supply,-200,-29118.0,10,145.59,145.59,-20.0
2018,7,RSA,standard,consume,12,1893.72,2,157.81,157.81,6.0
2018,7,RSA,standard,supply,-100,-14559.0,5,145.59,145.59,-20.0
2018,7,ZAMC,evening,consume,200,29118.0,10,145.59,145.59,20.0
2018,7,ZAMC,morning,consume,200,29118.0,10,145.59,145.59,20.0
2018,7,ZAMC,off,consume,1528,43585.439999999995,236,28.524502617801044,26.085593220338982,6.47457627118644
2018,7,ZAMC,standard,consume,210,17705.2,20,84.3104761904762,56.1,10.5
2018,8,BOT,evening,consume,300,41889.0,10,139.63,139.63,30.0
2018,8,BOT,morning,consume,300,41889.0,10,139.63,139.63,30.0
2018,8,BOT,standard,consume,150,20944.5,5,139.63,139.63,30.0
2018,8,HCB,evening,supply,-36,-5681.16,6,157.81,157.81,-6.0
2018,8,HCB,morning,supply,-36,-5681.16,6,157.81,157.81,-6.0
2018,8,HCB,standard,supply,-18,-2840.58,3,157.81,157.81,-6.0
2018,8,LES,evening,consume,190,27204.2,10,143.18,143.18,19.0
2018,8,LES,morning,consume,190,27204.2,10,143.18,143.18,19.0
2018,8,LES,standard,consume,95,13602.1,5,143.18,143.18,19.0
2018,8,RSA,evening,consume,36,5681.16,6,157.81,157.81,6.0
2018,8,RSA,evening,supply,-490,-69093.2,20,141.0065306122449,141.405,-24.5
2018,8,RSA,morning,consume,36,5681.16,6,157.81,157.81,6.0
2018,8,RSA,morning,supply,-490,-69093.2,20,141.0065306122449,141.405,-24.5
2018,8,RSA,standard,consume,18,2840.58,3,157.81,157.81,6.0
2018,8,RSA,standard,supply,-245,-34546.6,10,141.0065306122449,141.405,-24.5
2018,9,BOT,evening,consume,1130,92631.5,20,81.97477876106194,163.98,56.5
2018,9,BOT,morning,consume,1130,92631.5,20,81.97477876106194,163.98,56.5
2018,9,BOT,standard,consume,565,46315.75,10,81.97477876106194,163.98,56.5
2018,9,MOZ,evening,supply,-200,-16406.0,10,82.03,82.03,-20.0
2018,9,MOZ,morning,supply,-300,-20601.5,20,68.67166666666667,61.99249999999999,-15.0
2018,9,MOZ,off,supply,-1480,-41581.4,84,28.09554054054054,29.74547619047619,-17.61904761904762
2018,9,MOZ,standard,supply,-1140,-50233.7,104,44.06464912280701,43.11125,-10.961538461538462
2018,9,RSA,evening,supply,-1330,-108309.5,40,81.43571428571428,100.7175,-33.25
2018,9,RSA,morning,supply,-1330,-108309.5,40,81.43571428571428,100.7175,-33.25
2018,9,RSA,standard,supply,-665,-54154.75,20,81.43571428571428,100.7175,-33.25
2018,9,ZAMC,evening,consume,400,32084.0,40,80.21,80.21000000000001,10.0
2018,9,ZAMC,morning,consume,500,36279.5,50,72.559,72.559,10.0
2018,9,ZAMC,off,consume,1480,41581.4,84,28.09554054054054,29.74547619047619,17.61904761904762
2018,9,ZAMC,standard,consume,1240,58072.7,119,46.83282258064516,47.71109243697479,10.420168067226891
2018,10,MOZ,morning,supply,-110,-6254.1,10,56.85545454545455,56.42999999999999,-11.0
2018,10,MOZ,off,supply,-3244,-96027.24,236,29.601491985203452,30.68949152542373,-13.745762711864407
2018,10,MOZ,standard,supply,-1244,-64582.64,109,51.91530546623794,52.55706422018349,-11.412844036697248
2018,10,RSA,evening,supply,-190,-15969.5,10,84.05,84.05,-19.0
2018,10,RSA,morning,supply,-190,-15969.5,10,84.05,84.05,-19.0
2018,10,RSA,standard,supply,-95,-7984.75,5,84.05,84.05,-19.0
2018,10,ZAMC,evening,consume,190,15969.5,10,84.05,84.05,19.0
2018,10,ZAMC,morning,consume,300,22223.6,20,74.07866666666666,70.24,15.0
2018,10,ZAMC,off,consume,3244,96027.24,236,29.601491985203452,30.68949152542373,13.745762711864407
2018,10,ZAMC,standard,consume,1339,72567.39,114,54.19521284540702,53.93833333333333,11.74561403508772
2018,11,BOT,evening,consume,250,22495.0,10,89.98,89.98,25.0
2018,11,BOT,morning,consume,365,29392.7,15,80.52794520547945,79.98,24.333333333333332
2018,11,BOT,off,consume,3006,98380.84000000001,101,32.72815701929475,33.369702970297034,29.762376237623762
2018,11,BOT,standard,consume,1355,76030.5,55,56.11107011070111,57.42727272727273,24.636363636363637
2018,11,MOZ,evening,supply,-250,-22495.0,10,89.98,89.98,-25.0
2018,11,MOZ,morning,supply,-365,-29392.7,15,80.52794520547945,79.98,-24.333333333333332
2018,11,MOZ,off,supply,-2960,-96911.6,101,32.740405405405404,33.369702970297034,-29.306930693069308
2018,11,MOZ,standard,supply,-1345,-75711.1,55,56.290780669144986,57.42727272727273,-24.454545454545453
2018,11,RSA,off,supply,-46,-1469.2399999999998,23,31.939999999999994,63.88,-2.0
2018,11,RSA,standard,supply,-10,-319.4,5,31.939999999999998,63.88000000000001,-2.0
2018,12,BOT,off,consume,2552,76066.24,109,29.806520376175552,29.311009174311927,23.412844036697248
2018,12,BOT,standard,consume,256,12312.98,12,48.097578125,46.63833333333333,21.333333333333332
2018,12,MOZ,off,supply,-2478,-73702.68000000001,109,29.742808716707025,29.311009174311927,-22.73394495412844
2018,12,MOZ,standard,supply,-256,-12312.98,12,48.097578125,46.63833333333333,-21.333333333333332
2018,12,RSA,off,supply,-74,-2363.56,37,31.939999999999998,63.879999999999995,-2.0
2019,3,MOZ,off,supply,-796,-17533.199999999997,148,22.026633165829143,21.968108108108105,-5.378378378378378
2019,3,MOZ,standard,supply,-55,-1211.4999999999998,10,22.027272727272724,21.97,-5.5
2019,3,ZAMC,off,consume,796,17533.199999999997,148,22.026633165829143,21.968108108108105,5.378378378378378
2019,3,ZAMC,standard,consume,55,1211.4999999999998,10,22.027272727272724,21.97,5.5
2019,4,HCB,evening,supply,-24,-1853.2800000000002,6,77.22000000000001,88.29,-4.0
2019,4,HCB,morning,supply,-76,-5361.08,12,70.54052631578948,77.78666666666668,-6.333333333333333
2019,4,HCB,off,supply,-104,-7015.6,12,67.45769230769231,67.28333333333335,-8.666666666666666
2019,4,HCB,standard,supply,-500,-33751.840000000004,60,67.50368,68.16366666666667,-8.333333333333334
2019,4,ZAMC,evening,consume,24,1853.2800000000002,6,77.22000000000001,88.29,4.0
2019,4,ZAMC,morning,consume,76,5361.08,12,70.54052631578948,77.78666666666668,6.333333333333333
2019,4,ZAMC,off,consume,104,7015.6,12,67.45769230769231,67.28333333333335,8.666666666666666
2019,4,ZAMC,standard,consume,500,33751.840000000004,60,67.50368,68.16366666666667,8.333333333333334
2019,5,HCB,evening,supply,-8,-794.88,4,99.36,99.36,-2.0
2019,5,HCB,morning,supply,-28,-2185.88,6,78.06714285714285,89.42333333333333,-4.666666666666667
2019,5,HCB,off,supply,-230,-9240.1,23,40.17434782608696,40.17434782608696,-10.0
2019,5,HCB,standard,supply,-284,-18093.44,30,63.709295774647885,65.61066666666666,-9.466666666666667
2019,5,ZAMC,evening,consume,8,794.88,4,99.36,99.36,2.0
2019,5,ZAMC,morning,consume,28,2185.88,6,78.06714285714285,89.42333333333333,4.666666666666667
2019,5,ZAMC,off,consume,230,9240.1,23,40.17434782608696,40.17434782608696,10.0
2019,5,ZAMC,standard,consume,284,18093.44,30,63.709295774647885,65.61066666666666,9.466666666666667
2019,6,HCB,off,supply,-3162,-120931.34,317,38.245205566097404,39.418138801261826,-9.974763406940063
2019,6,HCB,standard,supply,-190,-7392.0,20,38.90526315789474,40.3175,-9.5
2019,6,MOZ,off,supply,-2960,-127825.6,132,43.18432432432433,128.52545454545455,-22.424242424242426
2019,6,MOZ,standard,supply,-225,-9737.25,10,43.276666666666664,128.805,-22.5
2019,6,RSA,off,supply,-1996,-83890.15999999999,132,42.0291382765531,85.68363636363637,-15.121212121212121
2019,6,RSA,standard,supply,-150,-6317.249999999999,10,42.114999999999995,85.86999999999999,-15.0
2019,6,ZAMC,off,consume,5250,210766.7,317,40.1460380952381,39.418138801261826,16.561514195583594
2019,6,ZAMC,standard,consume,350,14282.0,20,40.80571428571429,40.3175,17.5
2019,6,ZAMZ,off,consume,1280,58892.799999999996,64,46.01,92.02,20.0
2019,6,ZAMZ,standard,consume,100,4601.0,5,46.01,92.02,20.0
2019,6,ZIM,off,consume,1588,62987.59999999999,144,39.664735516372794,175.39166666666668,11.027777777777779
2019,6,ZIM,standard,consume,115,4563.499999999999,10,39.68260869565216,176.65,11.5
2019,7,BOT,off,consume,12500,572351.0,144,45.78808,91.56611111111111,86.80555555555556
2019,7,BOT,standard,consume,875,40066.25,10,45.79,91.57000000000001,87.5
2019,7,HCB,off,supply,-7937,-369236.45,225,46.52090840367897,48.400755555555556,-35.275555555555556
2019,7,HCB,standard,supply,-577,-26999.489999999998,18,46.792876949740034,49.13666666666667,-32.05555555555556
2019,7,RSA,off,supply,-10423,-483233.15,225,46.36219418593495,48.400755555555556,-46.324444444444445
2019,7,RSA,standard,supply,-758,-35337.96,18,46.62,49.13666666666667,-42.111111111111114
2019,7,ZAMC,off,consume,4500,217803.4,225,48.400755555555556,48.400755555555556,20.0
2019,7,ZAMC,standard,consume,360,17689.2,18,49.13666666666667,49.13666666666667,20.0
2019,7,ZIM,off,consume,1360,62315.19999999999,68,45.81999999999999,229.1,20.0
2019,7,ZIM,standard,consume,100,4581.999999999999,5,45.81999999999999,229.1,20.0
2019,8,HCB,off,supply,-1827,-95559.51,303,52.30405582922824,51.785445544554456,-6.02970297029703
2019,8,HCB,standard,supply,-123,-6412.41,22,52.13341463414634,51.71545454545455,-5.590909090909091
2019,8,RSA,morning,supply,-275,-28168.3,20,102.43018181818182,102.79749999999999,-13.75
2019,8,RSA,off,supply,-4783,-274596.89,343,57.411016098682836,57.73437317784256,-13.944606413994169
2019,8,RSA,standard,supply,-2902,-281124.41,210,96.87264300482425,97.4460476190476,-13.81904761904762
2019,8,ZAMC,morning,consume,275,28168.3,20,102.43018181818182,102.79749999999999,13.75
2019,8,ZAMC,off,consume,6610,370156.4,343,55.99945537065053,57.73437317784256,19.271137026239067
2019,8,ZAMC,standard,consume,3025,287536.82,210,95.05349421487604,97.4460476190476,14.404761904761905
2019,9,HCB,morning,supply,-145,-11195.300000000001,20,77.20896551724138,77.2225,-7.25
2019,9,HCB,off,supply,-2434,-112153.64,276,46.077912900575186,46.87572463768116,-8.818840579710145
2019,9,HCB,standard,supply,-1503,-111029.62000000001,203,73.87200266134398,74.52379310344827,-7.403940886699507
2019,9,MOZ,morning,supply,-20,-1699.0,1,84.95,84.95,-20.0
2019,9,MOZ,off,supply,-3500,-138876.4,141,39.67897142857143,79.69503546099291,-24.822695035460992
2019,9,MOZ,standard,supply,-430,-24098.3,19,56.04255813953488,80.03105263157896,-22.63157894736842
2019,9,RSA,evening,supply,-20,-2983.0,10,149.15,149.15,-2.0
2019,9,RSA,morning,supply,-275,-22676.7,30,82.46072727272727,101.19833333333334,-9.166666666666666
2019,9,RSA,off,supply,-3926,-184539.96000000002,276,47.00457463066735,57.24572463768116,-14.22463768115942
2019,9,RSA,standard,supply,-2617,-195302.98,208,74.62857470385939,77.32947115384616,-12.58173076923077
2019,9,ZAMC,evening,consume,20,2983.0,10,149.15,149.15,2.0
2019,9,ZAMC,morning,consume,440,35571.0,31,80.84318181818182,100.6741935483871,14.193548387096774
2019,9,ZAMC,off,consume,6980,311766.8,349,44.66573065902578,44.66573065902579,20.0
2019,9,ZAMC,standard,consume,4350,321842.9,222,73.9868735632184,75.51045045045045,19.594594594594593
