,standard,evening,morning,off
0,1.0,1.0,1.0,1.0
1,-0.011607648284968065,0.4955088197563113,0.10882625858058532,0.4095185993698038
2,-0.007366780636702598,-0.3126586978727972,-0.11698656658546293,0.09410477116460596
3,-0.005698928647489296,-0.04816855674163298,0.08211463040463274,0.05240710687299723
4,-0.09235116598203705,-0.23759052561733665,0.04727649018757621,0.06964018739004389
5,0.009963251241925165,0.010776687838618472,0.08049735128512607,0.01887827120674107
6,-0.13112810947556827,-0.1225195792268511,-0.061649419419282446,-0.18159389175496995
7,0.19405513329719723,0.009373853847305668,-0.05092315078024091,-0.2608953858154455
8,-0.2815474654789301,-0.17522971714459262,-0.3070295528451523,0.027241207946382576
9,0.17217094455093218,0.03652349876528052,0.21012712134113404,0.012130325134906925
10,-0.06221063514167665,-0.20266025965692017,0.003954228166685189,-0.27360963649060216
11,-0.0481413053173604,0.23485643193716788,-0.40480763455729996,-0.4584307282396964
12,-0.0696788343996293,0.38018609669072556,-0.041834971061910226,-0.10863225348474599
13,0.06987058016214745,0.0061537174069843815,-0.09995566961691651,-0.07772578648195184
14,0.05909142210508123,0.06972874492602776,-0.005882828529320132,0.2756555351211193
