date,hour,price,volume,cat
2017-04-10,20,67.32,0.0,standard
2017-04-10,21,67.32,0.0,standard
2017-04-10,22,39.06,9.4,off
2017-04-10,23,39.06,9.4,off
2017-04-11,0,39.06,9.4,off
2017-04-11,1,39.06,9.4,off
2017-04-11,2,39.06,9.4,off
2017-04-11,3,39.06,9.4,off
2017-04-11,4,39.06,9.4,off
2017-04-11,5,39.06,9.4,off
2017-04-11,6,67.32,0.0,standard
2017-04-11,7,67.32,0.0,standard
2017-04-11,8,67.32,0.0,standard
2017-04-11,9,67.32,0.0,standard
2017-04-11,10,67.32,0.0,standard
2017-04-11,11,67.32,0.0,standard
2017-04-11,12,67.32,0.0,standard
2017-04-11,13,67.32,0.0,standard
2017-04-11,14,67.32,0.0,standard
2017-04-11,15,67.32,0.0,standard
2017-04-11,16,67.32,0.0,standard
2017-04-11,17,67.32,0.0,standard
2017-04-11,18,67.32,0.0,standard
2017-04-11,19,67.32,0.0,standard
2017-04-11,20,67.32,0.0,standard
2017-04-11,21,67.32,0.0,standard
2017-04-11,22,39.06,9.4,off
2017-04-11,23,39.06,9.4,off
2017-04-12,0,39.06,9.4,off
2017-04-12,1,39.06,9.4,off
2017-04-12,2,39.06,9.4,off
2017-04-12,3,39.06,9.4,off
2017-04-12,4,39.06,9.4,off
2017-04-12,5,39.06,9.4,off
2017-04-12,6,67.32,0.0,standard
2017-04-12,7,67.32,0.0,standard
2017-04-12,8,67.32,0.0,standard
2017-04-12,9,67.32,0.0,standard
2017-04-12,10,67.32,0.0,standard
2017-04-12,11,67.32,0.0,standard
2017-04-12,12,67.32,0.0,standard
2017-04-12,13,67.32,0.0,standard
2017-04-12,14,67.32,0.0,standard
2017-04-12,15,67.32,0.0,standard
2017-04-12,16,67.32,0.0,standard
2017-04-12,17,67.32,0.0,standard
2017-04-12,18,67.32,0.0,standard
2017-04-12,19,67.32,0.0,standard
2017-04-12,20,67.32,0.0,standard
2017-04-12,21,67.32,0.0,standard
2017-04-12,22,39.06,9.4,off
2017-04-12,23,39.06,9.4,off
2017-04-13,0,39.06,9.4,off
2017-04-13,1,39.06,9.4,off
2017-04-13,2,39.06,9.4,off
2017-04-13,3,39.06,9.4,off
2017-04-13,4,39.06,9.4,off
2017-04-13,5,39.06,9.4,off
2017-04-13,6,67.32,0.0,standard
2017-04-13,7,67.32,0.0,standard
2017-04-13,8,67.32,0.0,standard
2017-04-13,9,67.32,0.0,standard
2017-04-13,10,67.32,0.0,standard
2017-04-13,11,67.32,0.0,standard
2017-04-13,12,67.32,0.0,standard
2017-04-13,13,67.32,0.0,standard
2017-04-13,14,67.32,0.0,standard
2017-04-13,15,67.32,0.0,standard
2017-04-13,16,67.32,0.0,standard
2017-04-13,17,67.32,0.0,standard
2017-04-13,18,67.32,0.0,standard
2017-04-13,19,67.32,0.0,standard
2017-04-13,20,67.32,0.0,standard
2017-04-13,21,67.32,0.0,standard
2017-04-13,22,39.06,9.4,off
2017-04-13,23,39.06,9.4,off
2017-04-14,0,39.06,9.4,off
2017-04-14,1,39.06,9.4,off
2017-04-14,2,39.06,9.4,off
2017-04-14,3,39.06,9.4,off
2017-04-14,4,39.06,9.4,off
2017-04-14,5,39.06,9.4,off
2017-04-14,6,67.32,0.0,standard
2017-04-14,7,67.32,0.0,standard
2017-04-14,8,67.32,0.0,standard
2017-04-14,9,67.32,0.0,standard
2017-04-14,10,67.32,0.0,standard
2017-04-14,11,67.32,0.0,standard
2017-04-14,12,67.32,0.0,standard
2017-04-14,13,67.32,0.0,standard
2017-04-14,14,67.32,0.0,standard
2017-04-14,15,67.32,0.0,standard
2017-04-14,16,67.32,0.0,standard
2017-04-14,17,67.32,0.0,standard
2017-04-14,18,67.32,0.0,standard
2017-04-14,19,67.32,0.0,standard
2017-04-14,20,67.32,0.0,standard
2017-04-14,21,67.32,0.0,standard
2017-04-14,22,39.06,9.4,off
2017-04-14,23,39.06,9.4,off
2017-04-15,0,39.06,9.4,off
2017-04-15,1,39.06,9.4,off
2017-04-15,2,39.06,9.4,off
2017-04-15,3,39.06,9.4,off
2017-04-15,4,39.06,9.4,off
2017-04-15,5,39.06,9.4,off
2017-04-15,6,39.06,9.4,off
2017-04-15,7,67.32,0.0,standard
2017-04-15,8,67.32,0.0,standard
2017-04-15,9,67.32,0.0,standard
2017-04-15,10,67.32,0.0,standard
2017-04-15,11,67.32,0.0,standard
2017-04-15,12,39.06,9.4,off
2017-04-15,13,39.06,9.4,off
2017-04-15,14,39.06,9.4,off
2017-04-15,15,39.06,9.4,off
2017-04-15,16,39.06,9.4,off
2017-04-15,17,39.06,9.4,off
2017-04-15,18,67.32,0.0,standard
2017-04-15,19,67.32,0.0,standard
2017-04-15,20,39.06,9.4,off
2017-04-15,21,39.06,9.4,off
2017-04-15,22,39.06,9.4,off
2017-04-15,23,39.06,9.4,off
2017-04-16,0,39.06,9.4,off
2017-04-16,1,39.06,9.4,off
2017-04-16,2,39.06,9.4,off
2017-04-16,3,39.06,9.4,off
2017-04-16,4,39.06,9.4,off
2017-04-16,5,39.06,9.4,off
2017-04-16,6,39.06,9.4,off
2017-04-16,7,39.06,9.4,off
2017-04-16,8,39.06,9.4,off
2017-04-16,9,39.06,9.4,off
2017-04-16,10,39.06,9.4,off
2017-04-16,11,39.06,9.4,off
2017-04-16,12,39.06,9.4,off
2017-04-16,13,39.06,9.4,off
2017-04-16,14,39.06,9.4,off
2017-04-16,15,39.06,9.4,off
2017-04-16,16,39.06,9.4,off
2017-04-16,17,39.06,9.4,off
2017-04-16,18,39.06,9.4,off
2017-04-16,19,39.06,9.4,off
2017-04-16,20,39.06,9.4,off
2017-04-16,21,39.06,9.4,off
2017-04-16,22,39.06,9.4,off
2017-04-16,23,39.06,9.4,off
2017-04-17,0,39.06,9.4,off
2017-04-17,1,39.06,9.4,off
2017-04-17,2,39.06,9.4,off
2017-04-17,3,39.06,9.4,off
2017-04-17,4,39.06,9.4,off
2017-04-17,5,39.06,9.4,off
2017-04-17,6,67.32,0.0,standard
2017-04-17,7,67.32,0.0,standard
2017-04-17,8,67.32,0.0,standard
2017-04-17,9,67.32,0.0,standard
2017-04-17,10,67.32,0.0,standard
2017-04-17,11,67.32,0.0,standard
2017-04-17,12,67.32,0.0,standard
2017-04-17,13,67.32,0.0,standard
2017-04-17,14,67.32,0.0,standard
2017-04-17,15,67.32,0.0,standard
2017-04-17,16,67.32,0.0,standard
2017-04-17,17,67.32,0.0,standard
2017-04-17,18,67.32,0.0,standard
2017-04-17,19,67.32,0.0,standard
2017-04-17,20,67.32,0.0,standard
2017-04-17,21,67.32,0.0,standard
2017-04-17,22,39.06,9.4,off
2017-04-17,23,39.06,9.4,off
2017-04-18,0,39.06,9.4,off
2017-04-18,1,39.06,9.4,off
2017-04-18,2,39.06,9.4,off
2017-04-18,3,39.06,9.4,off
2017-04-18,4,39.06,9.4,off
2017-04-18,5,39.06,9.4,off
2017-04-18,6,67.32,0.0,standard
2017-04-18,7,67.32,0.0,standard
2017-04-18,8,67.32,0.0,standard
2017-04-18,9,67.32,0.0,standard
2017-04-18,10,67.32,0.0,standard
2017-04-18,11,67.32,0.0,standard
2017-04-18,12,67.32,0.0,standard
2017-04-18,13,67.32,0.0,standard
2017-04-18,14,67.32,0.0,standard
2017-04-18,15,67.32,0.0,standard
2017-04-18,16,67.32,0.0,standard
2017-04-18,17,67.32,0.0,standard
2017-04-18,18,67.32,0.0,standard
2017-04-18,19,67.32,0.0,standard
2017-04-18,20,67.32,0.0,standard
2017-04-18,21,67.32,0.0,standard
2017-04-18,22,39.06,9.4,off
2017-04-18,23,39.06,9.4,off
2017-04-19,0,39.06,9.4,off
2017-04-19,1,39.06,9.4,off
2017-04-19,2,39.06,9.4,off
2017-04-19,3,39.06,9.4,off
2017-04-19,4,39.06,9.4,off
2017-04-19,5,39.06,9.4,off
2017-04-19,6,67.32,0.0,standard
2017-04-19,7,67.32,0.0,standard
2017-04-19,8,67.32,0.0,standard
2017-04-19,9,67.32,0.0,standard
2017-04-19,10,67.32,0.0,standard
2017-04-19,11,67.32,0.0,standard
2017-04-19,12,67.32,0.0,standard
2017-04-19,13,67.32,0.0,standard
2017-04-19,14,67.32,0.0,standard
2017-04-19,15,67.32,0.0,standard
2017-04-19,16,67.32,0.0,standard
2017-04-19,17,67.32,0.0,standard
2017-04-19,18,67.32,0.0,standard
2017-04-19,19,67.32,0.0,standard
2017-04-19,20,67.32,0.0,standard
2017-04-19,21,67.32,0.0,standard
2017-04-19,22,39.06,9.4,off
2017-04-19,23,39.06,9.4,off
2017-04-20,0,39.06,9.4,off
2017-04-20,1,39.06,9.4,off
2017-04-20,2,39.06,9.4,off
2017-04-20,3,39.06,9.4,off
2017-04-20,4,39.06,9.4,off
2017-04-20,5,39.06,9.4,off
2017-04-20,6,67.32,0.0,standard
2017-04-20,7,67.32,0.0,standard
2017-04-20,8,67.32,0.0,standard
2017-04-20,9,67.32,0.0,standard
2017-04-20,10,67.32,0.0,standard
2017-04-20,11,67.32,0.0,standard
2017-04-20,12,67.32,0.0,standard
2017-04-20,13,67.32,0.0,standard
2017-04-20,14,67.32,0.0,standard
2017-04-20,15,67.32,0.0,standard
2017-04-20,16,67.32,0.0,standard
2017-04-20,17,67.32,0.0,standard
2017-04-20,18,67.32,0.0,standard
2017-04-20,19,67.32,0.0,standard
2017-04-20,20,67.32,0.0,standard
2017-04-20,21,67.32,0.0,standard
2017-04-20,22,39.06,9.4,off
2017-04-20,23,39.06,9.4,off
2017-04-21,0,39.06,9.4,off
2017-04-21,1,39.06,9.4,off
2017-04-21,2,39.06,9.4,off
2017-04-21,3,39.06,9.4,off
2017-04-21,4,39.06,9.4,off
2017-04-21,5,39.06,9.4,off
2017-04-21,6,67.32,0.0,standard
2017-04-21,7,67.32,0.0,standard
2017-04-21,8,67.32,0.0,standard
2017-04-21,9,67.32,0.0,standard
2017-04-21,10,67.32,0.0,standard
2017-04-21,11,67.32,0.0,standard
2017-04-21,12,67.32,0.0,standard
2017-04-21,13,67.32,0.0,standard
2017-04-21,14,67.32,0.0,standard
2017-04-21,15,67.32,0.0,standard
2017-04-21,16,67.32,0.0,standard
2017-04-21,17,67.32,0.0,standard
2017-04-21,18,67.32,0.0,standard
2017-04-21,19,67.32,0.0,standard
2017-04-21,20,67.32,0.0,standard
2017-04-21,21,67.32,0.0,standard
2017-04-21,22,39.06,9.4,off
2017-04-21,23,39.06,9.4,off
2017-04-22,0,39.06,9.4,off
2017-04-22,1,39.06,9.4,off
2017-04-22,2,39.06,9.4,off
2017-04-22,3,39.06,9.4,off
2017-04-22,4,39.06,9.4,off
2017-04-22,5,39.06,9.4,off
2017-04-22,6,39.06,9.4,off
2017-04-22,7,67.32,0.0,standard
2017-04-22,8,67.32,0.0,standard
2017-04-22,9,67.32,0.0,standard
2017-04-22,10,67.32,0.0,standard
2017-04-22,11,67.32,0.0,standard
2017-04-22,12,39.06,9.4,off
2017-04-22,13,39.06,9.4,off
2017-04-22,14,39.06,9.4,off
2017-04-22,15,39.06,9.4,off
2017-04-22,16,39.06,9.4,off
2017-04-22,17,39.06,9.4,off
2017-04-22,18,67.32,0.0,standard
2017-04-22,19,67.32,0.0,standard
2017-04-22,20,39.06,9.4,off
2017-04-22,21,39.06,9.4,off
2017-04-22,22,39.06,9.4,off
2017-04-22,23,39.06,9.4,off
2017-04-23,0,39.06,9.4,off
2017-04-23,1,39.06,9.4,off
2017-04-23,2,39.06,9.4,off
2017-04-23,3,39.06,9.4,off
2017-04-23,4,39.06,9.4,off
2017-04-23,5,39.06,9.4,off
2017-04-23,6,39.06,9.4,off
2017-04-23,7,39.06,9.4,off
2017-04-23,8,39.06,9.4,off
2017-04-23,9,39.06,9.4,off
2017-04-23,10,39.06,9.4,off
2017-04-23,11,39.06,9.4,off
2017-04-23,12,39.06,9.4,off
2017-04-23,13,39.06,9.4,off
2017-04-23,14,39.06,9.4,off
2017-04-23,15,39.06,9.4,off
2017-04-23,16,39.06,9.4,off
2017-04-23,17,39.06,9.4,off
2017-04-23,18,39.06,9.4,off
2017-04-23,19,39.06,9.4,off
2017-04-23,20,39.06,9.4,off
2017-04-23,21,39.06,9.4,off
2017-04-23,22,39.06,9.4,off
2017-04-23,23,39.06,9.4,off
2017-04-24,0,39.06,9.4,off
2017-04-24,1,39.06,9.4,off
2017-04-24,2,39.06,9.4,off
2017-04-24,3,39.06,9.4,off
2017-04-24,4,39.06,9.4,off
2017-04-24,5,39.06,9.4,off
2017-04-24,6,67.32,0.0,standard
2017-04-24,7,67.32,0.0,standard
2017-04-24,8,67.32,0.0,standard
2017-04-24,9,67.32,0.0,standard
2017-04-24,10,67.32,0.0,standard
2017-04-24,11,67.32,0.0,standard
2017-04-24,12,67.32,0.0,standard
2017-04-24,13,67.32,0.0,standard
2017-04-24,14,67.32,0.0,standard
2017-04-24,15,67.32,0.0,standard
2017-04-24,16,67.32,0.0,standard
2017-04-24,17,67.32,0.0,standard
2017-04-24,18,67.32,0.0,standard
2017-04-24,19,67.32,0.0,standard
2017-04-24,20,67.32,0.0,standard
2017-04-24,21,67.32,0.0,standard
2017-04-24,22,39.06,9.4,off
2017-04-24,23,39.06,9.4,off
2017-04-25,0,39.06,9.4,off
2017-04-25,1,39.06,9.4,off
2017-04-25,2,39.06,9.4,off
2017-04-25,3,39.06,9.4,off
2017-04-25,4,39.06,9.4,off
2017-04-25,5,39.06,9.4,off
2017-04-25,6,67.32,0.0,standard
2017-04-25,7,67.32,0.0,standard
2017-04-25,8,67.32,0.0,standard
2017-04-25,9,67.32,0.0,standard
2017-04-25,10,67.32,0.0,standard
2017-04-25,11,67.32,0.0,standard
2017-04-25,12,67.32,0.0,standard
2017-04-25,13,67.32,0.0,standard
2017-04-25,14,67.32,0.0,standard
2017-04-25,15,67.32,0.0,standard
2017-04-25,16,67.32,0.0,standard
2017-04-25,17,67.32,0.0,standard
2017-04-25,18,67.32,0.0,standard
2017-04-25,19,67.32,0.0,standard
2017-04-25,20,67.32,0.0,standard
2017-04-25,21,67.32,0.0,standard
2017-04-25,22,39.06,9.4,off
2017-04-25,23,39.06,9.4,off
2017-04-26,0,39.06,9.4,off
2017-04-26,1,39.06,9.4,off
2017-04-26,2,39.06,9.4,off
2017-04-26,3,39.06,9.4,off
2017-04-26,4,39.06,9.4,off
2017-04-26,5,39.06,9.4,off
2017-04-26,6,67.32,0.0,standard
2017-04-26,7,67.32,0.0,standard
2017-04-26,8,67.32,0.0,standard
2017-04-26,9,67.32,0.0,standard
2017-04-26,10,67.32,0.0,standard
2017-04-26,11,67.32,0.0,standard
2017-04-26,12,67.32,0.0,standard
2017-04-26,13,67.32,0.0,standard
2017-04-26,14,67.32,0.0,standard
2017-04-26,15,67.32,0.0,standard
2017-04-26,16,67.32,0.0,standard
2017-04-26,17,67.32,0.0,standard
2017-04-26,18,67.32,0.0,standard
2017-04-26,19,67.32,0.0,standard
2017-04-26,20,67.32,0.0,standard
2017-04-26,21,67.32,0.0,standard
2017-04-26,22,39.06,9.4,off
2017-04-26,23,39.06,9.4,off
2017-04-27,0,39.06,9.4,off
2017-04-27,1,39.06,9.4,off
2017-04-27,2,39.06,9.4,off
2017-04-27,3,39.06,9.4,off
2017-04-27,4,39.06,9.4,off
2017-04-27,5,39.06,9.4,off
2017-04-27,6,67.32,0.0,standard
2017-04-27,7,67.32,0.0,standard
2017-04-27,8,67.32,0.0,standard
2017-04-27,9,67.32,0.0,standard
2017-04-27,10,67.32,0.0,standard
2017-04-27,11,67.32,0.0,standard
2017-04-27,12,67.32,0.0,standard
2017-04-27,13,67.32,0.0,standard
2017-04-27,14,67.32,0.0,standard
2017-04-27,15,67.32,0.0,standard
2017-04-27,16,67.32,0.0,standard
2017-04-27,17,67.32,0.0,standard
2017-04-27,18,67.32,0.0,standard
2017-04-27,19,67.32,0.0,standard
2017-04-27,20,67.32,0.0,standard
2017-04-27,21,67.32,0.0,standard
2017-04-27,22,39.06,9.4,off
2017-04-27,23,39.06,9.4,off
2017-04-28,0,39.06,9.4,off
2017-04-28,1,39.06,9.4,off
2017-04-28,2,39.06,9.4,off
2017-04-28,3,39.06,9.4,off
2017-04-28,4,39.06,9.4,off
2017-04-28,5,39.06,9.4,off
2017-04-28,6,67.32,0.0,standard
2017-04-28,7,67.32,0.0,standard
2017-04-28,8,67.32,0.0,standard
2017-04-28,9,67.32,0.0,standard
2017-04-28,10,67.32,0.0,standard
2017-04-28,11,67.32,0.0,standard
2017-04-28,12,67.32,0.0,standard
2017-04-28,13,67.32,0.0,standard
2017-04-28,14,67.32,0.0,standard
2017-04-28,15,67.32,0.0,standard
2017-04-28,16,67.32,0.0,standard
2017-04-28,17,67.32,0.0,standard
2017-04-28,18,67.32,0.0,standard
2017-04-28,19,67.32,0.0,standard
2017-04-28,20,67.32,0.0,standard
2017-04-28,21,67.32,0.0,standard
2017-04-28,22,39.06,9.4,off
2017-04-28,23,39.06,9.4,off
2017-04-29,4,39.06,9.4,off
2017-04-29,5,39.06,9.4,off
2017-04-29,6,39.06,9.4,off
2017-04-29,7,67.32,0.0,standard
2017-04-29,8,67.32,0.0,standard
2017-04-29,9,67.32,0.0,standard
2017-04-29,10,67.32,0.0,standard
2017-04-29,11,67.32,0.0,standard
2017-04-29,12,39.06,9.4,off
2017-04-29,13,39.06,9.4,off
2017-04-29,14,39.06,9.4,off
2017-04-29,15,39.06,9.4,off
2017-04-29,16,39.06,9.4,off
2017-04-29,17,39.06,9.4,off
2017-04-29,18,67.32,0.0,standard
2017-04-29,19,67.32,0.0,standard
2017-04-29,20,39.06,9.4,off
2017-04-29,21,39.06,9.4,off
2017-04-29,22,39.06,9.4,off
2017-04-29,23,39.06,9.4,off
2017-04-30,4,39.06,9.4,off
2017-04-30,5,39.06,9.4,off
2017-04-30,6,39.06,9.4,off
2017-04-30,7,39.06,9.4,off
2017-04-30,8,39.06,9.4,off
2017-04-30,9,39.06,9.4,off
2017-04-30,10,39.06,9.4,off
2017-04-30,11,39.06,9.4,off
2017-04-30,12,39.06,9.4,off
2017-04-30,13,39.06,9.4,off
2017-04-30,14,39.06,9.4,off
2017-04-30,15,39.06,9.4,off
2017-04-30,16,39.06,9.4,off
2017-04-30,17,39.06,9.4,off
2017-04-30,18,39.06,9.4,off
2017-04-30,19,39.06,9.4,off
2017-04-30,20,39.06,9.4,off
2017-04-30,21,39.06,9.4,off
2017-04-30,22,39.06,9.4,off
2017-04-30,23,39.06,9.4,off
2017-05-01,4,37.07,10.0,off
2017-05-01,5,37.07,10.0,off
2017-05-01,6,37.07,10.0,standard
2017-05-01,7,37.07,10.0,standard
2017-05-01,8,37.07,10.0,standard
2017-05-01,9,37.07,10.0,standard
2017-05-01,10,37.07,10.0,standard
2017-05-01,11,37.07,10.0,standard
2017-05-01,12,37.07,10.0,standard
2017-05-01,13,37.07,10.0,standard
2017-05-01,14,37.07,10.0,standard
2017-05-01,15,37.07,10.0,standard
2017-05-01,16,37.07,10.0,standard
2017-05-01,17,37.07,10.0,standard
2017-05-01,18,37.07,10.0,standard
2017-05-01,19,37.07,10.0,standard
2017-05-01,20,37.07,10.0,standard
2017-05-01,21,37.07,10.0,standard
2017-05-01,22,37.07,10.0,off
2017-05-01,23,37.07,10.0,off
2017-05-02,0,37.07,10.0,off
2017-05-02,1,37.07,10.0,off
2017-05-02,2,37.07,10.0,off
