year,month,hour,price,volume,value
2020,1,0,17.304347826086957,25.0,794.9130434782609
2020,1,1,19.26086956521739,24.0,809.8260869565217
2020,1,2,20.347826086956523,31.26086956521739,1032.7391304347825
2020,1,3,23.17391304347826,36.391304347826086,1210.5652173913043
2020,1,4,22.838709677419356,45.45161290322581,1441.516129032258
2020,1,5,26.59741935483871,74.7741935483871,2442.945806451613
2020,1,6,22.387096774193548,35.32258064516129,1514.0
2020,1,7,22.419354838709676,25.419354838709676,1658.8709677419354
2020,1,8,28.387096774193548,31.161290322580644,2200.6451612903224
2020,1,9,39.50064516129032,45.354838709677416,3059.6932258064517
2020,1,10,39.53677419354839,59.41935483870968,3530.6303225806455
2020,1,11,41.31225806451613,66.6774193548387,3885.56
2020,1,12,46.13322580645162,73.12903225806451,4362.306129032258
2020,1,13,44.8058064516129,68.96774193548387,4126.516451612903
2020,1,14,44.42903225806452,73.90322580645162,4202.931935483871
2020,1,15,45.50387096774193,74.51612903225806,4267.513548387097
2020,1,16,42.77290322580645,69.0,3844.7164516129033
2020,1,17,37.236774193548385,56.064516129032256,3100.2787096774196
2020,1,18,44.4158064516129,33.064516129032256,2946.6367741935483
2020,1,19,27.903225806451612,13.225806451612904,1303.7096774193549
2020,1,20,16.774193548387096,10.903225806451612,708.7096774193549
2020,1,21,25.483870967741936,18.451612903225808,1250.967741935484
2020,1,22,8.32258064516129,8.064516129032258,258.7096774193548
2020,1,23,7.354838709677419,9.290322580645162,302.96774193548384
2020,2,0,11.478260869565217,9.565217391304348,276.5217391304348
2020,2,1,7.565217391304348,8.304347826086957,238.69565217391303
2020,2,2,8.869565217391305,9.91304347826087,284.3478260869565
2020,2,3,10.173913043478262,12.91304347826087,366.5217391304348
2020,2,4,12.206896551724139,16.517241379310345,478.9655172413793
2020,2,5,12.551724137931034,17.586206896551722,523.7931034482758
2020,2,6,1.8620689655172413,3.793103448275862,105.51724137931035
2020,2,7,2.2758620689655173,2.7586206896551726,91.03448275862068
2020,2,8,1.2413793103448276,1.3793103448275863,49.6551724137931
2020,2,9,7.103448275862069,3.9655172413793105,218.79310344827587
2020,2,10,9.206896551724139,6.379310344827586,314.6551724137931
2020,2,11,13.501724137931035,10.344827586206897,561.7413793103449
2020,2,12,15.379310344827585,12.413793103448276,690.5172413793103
2020,2,13,15.379310344827585,11.724137931034482,657.7586206896551
2020,2,14,14.019655172413794,12.517241379310345,665.0093103448276
2020,2,15,14.070344827586206,13.172413793103448,728.448275862069
2020,2,16,16.42,13.827586206896552,780.5103448275862
2020,2,17,16.551724137931036,15.482758620689655,850.6896551724138
2020,2,18,41.275862068965516,32.58620689655172,3124.8275862068967
2020,2,19,36.51724137931034,14.655172413793103,1407.0689655172414
2020,2,20,16.724137931034484,12.586206896551724,793.9655172413793
2020,2,21,25.517241379310345,26.93103448275862,1641.896551724138
2020,2,22,14.482758620689655,13.551724137931034,406.55172413793105
2020,2,23,17.75862068965517,18.517241379310345,591.7241379310345
2020,3,0,11.73913043478261,10.217391304347826,306.5217391304348
2020,3,1,7.826086956521739,8.478260869565217,254.34782608695653
2020,3,2,7.826086956521739,7.826086956521739,234.7826086956522
2020,3,3,9.130434782608695,9.478260869565217,284.3478260869565
2020,3,4,6.483870967741935,7.129032258064516,195.0
2020,3,5,10.35483870967742,9.870967741935484,281.9032258064516
2020,3,6,17.963225806451614,16.64516129032258,915.1290322580645
2020,3,7,36.513548387096776,27.806451612903224,2157.0587096774198
2020,3,8,35.83,24.096774193548388,1913.2819354838712
2020,3,9,40.417419354838714,28.451612903225808,2358.6677419354837
2020,3,10,26.393870967741936,26.548387096774192,1489.4709677419355
2020,3,11,31.10677419354839,30.161290322580644,1612.4612903225807
2020,3,12,27.209032258064518,31.35483870967742,1632.8406451612902
2020,3,13,24.155161290322578,27.612903225806452,1457.7058064516127
2020,3,14,23.23967741935484,27.35483870967742,1485.7435483870968
2020,3,15,24.096774193548388,29.0,1518.8387096774193
2020,3,16,25.16322580645161,30.129032258064516,1605.407741935484
2020,3,17,31.51290322580645,32.354838709677416,1925.4258064516127
2020,3,18,41.600645161290316,26.161290322580644,2511.9548387096775
2020,3,19,27.469354838709677,14.161290322580646,1482.891935483871
2020,3,20,25.136451612903226,19.677419354838708,1389.3516129032257
2020,3,21,21.276451612903223,22.419354838709676,1402.0903225806453
2020,3,22,13.781290322580647,21.451612903225808,662.9000000000001
2020,3,23,14.736129032258065,25.64516129032258,788.7129032258064
2020,4,0,10.826086956521738,21.695652173913043,502.2608695652174
2020,4,1,9.91304347826087,20.304347826086957,470.69565217391306
2020,4,2,9.91304347826087,19.47826086956522,450.82608695652175
2020,4,3,9.91304347826087,20.391304347826086,471.82608695652175
2020,4,4,9.8,20.033333333333335,459.8333333333333
2020,4,5,8.3,20.166666666666668,462.3333333333333
2020,4,6,9.166666666666666,13.4,395.46666666666664
2020,4,7,18.476666666666667,26.7,1271.0166666666667
2020,4,8,19.195333333333334,25.933333333333334,1222.5240000000001
2020,4,9,19.432000000000002,27.8,1353.6860000000001
2020,4,10,20.205333333333332,33.166666666666664,1128.9336666666668
2020,4,11,19.984666666666666,34.266666666666666,1149.1466666666668
2020,4,12,18.858999999999998,37.13333333333333,1219.873
2020,4,13,18.807333333333336,38.56666666666667,1272.8256666666666
2020,4,14,20.136000000000003,42.6,1417.0896666666667
2020,4,15,18.000666666666667,39.7,1318.1293333333335
2020,4,16,21.67866666666667,42.6,1485.9896666666668
2020,4,17,21.925666666666665,44.56666666666667,1481.5686666666666
2020,4,18,36.446333333333335,31.333333333333332,2163.9383333333335
2020,4,19,35.31433333333334,27.833333333333332,1946.0216666666668
2020,4,20,23.866666666666667,20.766666666666666,901.9666666666667
2020,4,21,17.512999999999998,23.833333333333332,806.6056666666666
2020,4,22,10.405333333333333,19.3,441.32466666666664
2020,4,23,10.433333333333334,21.033333333333335,479.26666666666665
2020,5,0,5.043478260869565,12.434782608695652,292.69565217391306
2020,5,1,4.242608695652174,13.043478260869565,321.7434782608696
2020,5,2,5.231739130434782,13.652173913043478,334.07260869565215
2020,5,3,5.243913043478261,13.043478260869565,320.21304347826083
2020,5,4,5.953548387096775,12.064516129032258,288.14193548387095
2020,5,5,4.550322580645162,12.419354838709678,296.2935483870968
2020,5,6,5.981612903225806,12.096774193548388,285.3258064516129
2020,5,7,9.821935483870968,13.935483870967742,551.6190322580645
2020,5,8,9.831290322580644,12.870967741935484,516.925806451613
2020,5,9,12.149677419354838,13.096774193548388,552.941935483871
2020,5,10,14.94483870967742,23.483870967741936,846.7516129032258
2020,5,11,16.786774193548386,27.193548387096776,1012.5838709677419
2020,5,12,20.227096774193548,32.83870967741935,1165.04
2020,5,13,20.460645161290323,35.354838709677416,1225.9483870967742
2020,5,14,21.286451612903225,33.54838709677419,1171.9596774193549
2020,5,15,19.555806451612902,34.16129032258065,1224.256129032258
2020,5,16,20.671290322580642,35.38709677419355,1225.5596774193548
2020,5,17,14.710645161290321,24.258064516129032,891.0248387096774
2020,5,18,12.11225806451613,11.64516129032258,494.7832258064516
2020,5,19,18.0,13.548387096774194,685.3548387096774
2020,5,20,12.161290322580646,20.322580645161292,691.2258064516129
2020,5,21,13.35483870967742,24.06451612903226,847.6129032258065
2020,5,22,7.096774193548387,16.677419354838708,413.06451612903226
2020,5,23,8.373225806451613,18.64516129032258,459.28548387096777
2020,6,0,3.5217391304347827,3.782608695652174,76.08695652173913
2020,6,1,3.5217391304347827,4.043478260869565,81.30434782608695
2020,6,2,2.652173913043478,1.3043478260869565,26.52173913043478
2020,6,3,2.652173913043478,1.3043478260869565,26.52173913043478
2020,6,4,1.3333333333333333,0.6666666666666666,13.333333333333334
2020,6,5,2.0,1.6666666666666667,33.333333333333336
2020,6,6,3.6333333333333333,2.0,47.13333333333333
2020,6,7,12.833333333333334,5.433333333333334,348.0
2020,6,8,8.5,1.6333333333333333,103.96666666666667
2020,6,9,15.595333333333334,16.166666666666668,940.904
2020,6,10,12.014666666666667,11.766666666666667,582.9066666666666
2020,6,11,19.334999999999997,14.733333333333333,749.806
2020,6,12,20.589,22.666666666666668,1152.003
2020,6,13,21.750666666666667,27.6,1414.155
2020,6,14,21.751666666666665,26.466666666666665,1355.8916666666667
2020,6,15,21.683666666666667,27.966666666666665,1426.794
2020,6,16,25.000333333333334,17.066666666666666,865.568
2020,6,17,30.1,4.466666666666667,614.8333333333334
2020,6,18,23.903333333333332,3.0,524.1833333333333
2020,6,19,19.933333333333334,12.9,1127.8333333333333
2020,6,20,13.966666666666667,5.666666666666667,294.3333333333333
2020,6,21,14.233333333333333,16.533333333333335,871.4333333333333
2020,6,22,8.433333333333334,9.9,201.66666666666666
2020,6,23,7.0,5.733333333333333,118.16666666666667
2020,7,0,3.282608695652174,16.043478260869566,307.95652173913044
2020,7,1,3.282608695652174,15.91304347826087,305.2608695652174
2020,7,2,3.282608695652174,16.217391304347824,310.9347826086956
2020,7,3,4.239130434782608,16.91304347826087,324.6304347826087
2020,7,4,5.82258064516129,17.483870967741936,340.6290322580645
2020,7,5,3.870967741935484,4.32258064516129,86.04838709677419
2020,7,6,22.425806451612903,46.32258064516129,1591.0
2020,7,7,45.55,63.806451612903224,4147.774193548387
2020,7,8,46.90516129032258,41.516129032258064,2691.4245161290323
2020,7,9,46.539032258064516,39.354838709677416,2542.2587096774196
2020,7,10,34.46709677419355,25.70967741935484,1430.4390322580646
2020,7,11,31.16,26.870967741935484,1377.3454838709677
2020,7,12,35.95322580645161,30.967741935483872,1514.7474193548387
2020,7,13,32.83806451612903,29.322580645161292,1360.227741935484
2020,7,14,34.29354838709677,30.516129032258064,1408.2483870967742
2020,7,15,33.648387096774194,32.806451612903224,1529.4516129032259
2020,7,16,32.40451612903226,29.677419354838708,1450.7725806451613
2020,7,17,57.604838709677416,9.838709677419354,1375.5754838709677
2020,7,18,10.48709677419355,1.5483870967741935,99.8483870967742
2020,7,19,50.61290322580645,10.129032258064516,969.8387096774194
2020,7,20,42.43709677419355,26.483870967741936,1583.967741935484
2020,7,21,39.791612903225804,45.96774193548387,2610.19
2020,7,22,6.543548387096774,17.322580645161292,341.51129032258063
2020,7,23,8.488709677419354,20.096774193548388,393.26290322580644
2020,8,0,3.9130434782608696,5.478260869565218,113.47826086956522
2020,8,1,4.782608695652174,7.043478260869565,144.7826086956522
2020,8,2,3.9130434782608696,4.608695652173913,96.08695652173913
2020,8,3,4.782608695652174,7.478260869565218,153.47826086956522
2020,8,4,6.129032258064516,10.903225806451612,220.96774193548387
2020,8,5,8.950967741935484,24.70967741935484,514.6516129032258
2020,8,6,22.969354838709677,53.61290322580645,1828.1887096774194
2020,8,7,36.48193548387097,45.83870967741935,2657.5235483870965
2020,8,8,38.12645161290323,38.354838709677416,2238.6338709677416
2020,8,9,33.76548387096774,51.32258064516129,2754.77935483871
2020,8,10,32.589999999999996,41.935483870967744,1982.331935483871
2020,8,11,25.596451612903227,38.67741935483871,1763.8687096774195
2020,8,12,24.826129032258066,41.806451612903224,1888.0809677419356
2020,8,13,26.832903225806454,48.193548387096776,2149.530967741936
2020,8,14,28.31677419354839,49.516129032258064,2230.853548387097
2020,8,15,29.123225806451615,52.67741935483871,2388.950322580645
2020,8,16,29.269032258064517,53.87096774193548,2437.625161290323
2020,8,17,52.84516129032258,19.032258064516128,2301.6322580645165
2020,8,18,44.29354838709677,12.096774193548388,1669.3129032258064
2020,8,19,33.61290322580645,19.419354838709676,1632.0645161290322
2020,8,20,32.278064516129035,33.25806451612903,1957.9829032258065
2020,8,21,26.365483870967743,54.483870967741936,2495.3661290322584
2020,8,22,9.702903225806452,20.387096774193548,424.63774193548386
2020,8,23,4.903225806451613,8.451612903225806,171.09677419354838
2020,9,0,11.85695652173913,20.52173913043478,467.57217391304346
2020,9,1,7.695652173913044,17.0,383.8695652173913
2020,9,2,6.826086956521739,15.956521739130435,362.0869565217391
2020,9,3,9.692608695652174,20.217391304347824,455.61260869565217
2020,9,4,15.004999999999999,45.53333333333333,1030.876
2020,9,5,16.142666666666667,58.3,1361.467
2020,9,6,27.213666666666665,68.16666666666667,2551.279666666667
2020,9,7,41.38866666666667,67.93333333333334,4021.9556666666667
2020,9,8,38.157000000000004,59.2,3386.3183333333336
2020,9,9,42.303,58.733333333333334,3311.1113333333333
2020,9,10,31.697333333333333,49.666666666666664,2341.322333333333
2020,9,11,34.019333333333336,54.0,2433.3046666666664
2020,9,12,30.775666666666666,55.96666666666667,2493.5710000000004
2020,9,13,30.695666666666668,60.36666666666667,2594.9696666666664
2020,9,14,29.074333333333335,67.8,2851.300333333333
2020,9,15,28.430999999999997,55.5,2448.0913333333333
2020,9,16,31.639666666666667,49.43333333333333,2286.838333333333
2020,9,17,28.267,38.53333333333333,1796.681
2020,9,18,33.0,8.533333333333333,768.0
2020,9,19,39.0,10.833333333333334,975.0
2020,9,20,46.075,72.03333333333333,4358.883333333333
2020,9,21,37.283,72.93333333333334,3606.379
2020,9,22,14.449000000000002,44.93333333333333,1036.9853333333333
2020,9,23,15.783999999999999,35.1,800.524
2020,10,0,19.57521739130435,46.95652173913044,1172.0621739130436
2020,10,1,19.574782608695653,44.391304347826086,1106.4217391304348
2020,10,2,18.112608695652174,42.69565217391305,1064.0934782608697
2020,10,3,19.063478260869566,48.43478260869565,1198.0634782608695
2020,10,4,15.787096774193548,45.70967741935484,1135.9661290322579
2020,10,5,19.11741935483871,78.0,2004.9770967741936
2020,10,6,32.329032258064515,101.58064516129032,3849.034193548387
2020,10,7,46.78,78.87096774193549,4789.337419354839
2020,10,8,43.498709677419356,66.19354838709677,3888.6645161290326
2020,10,9,41.24935483870968,59.935483870967744,3463.358709677419
2020,10,10,36.10612903225806,55.096774193548384,3032.746451612903
2020,10,11,27.201290322580647,41.16129032258065,2102.6829032258065
2020,10,12,34.43193548387097,56.74193548387097,2876.267741935484
2020,10,13,34.707741935483874,62.54838709677419,3060.7251612903224
2020,10,14,31.254193548387097,53.12903225806452,2324.389677419355
2020,10,15,32.84290322580645,60.354838709677416,2990.966129032258
2020,10,16,32.97322580645161,56.45161290322581,2991.746451612903
2020,10,17,40.678387096774195,54.67741935483871,3515.146129032258
2020,10,18,54.16129032258065,31.64516129032258,2964.8387096774195
2020,10,19,56.61290322580645,37.354838709677416,3029.5806451612902
2020,10,20,38.67741935483871,55.12903225806452,3153.2258064516127
2020,10,21,41.082580645161286,62.83870967741935,3367.358709677419
2020,10,22,12.204516129032259,31.06451612903226,799.0022580645161
2020,10,23,12.978709677419355,39.54838709677419,1008.8641935483871
2020,11,0,7.810869565217391,8.73913043478261,360.6152173913043
2020,11,1,4.313478260869566,7.0,194.03782608695653
2020,11,2,7.747826086956521,7.739130434782608,257.0
2020,11,3,7.7073913043478255,7.6521739130434785,237.8630434782609
2020,11,4,10.437666666666667,9.733333333333333,321.702
2020,11,5,6.466666666666667,5.166666666666667,140.7
2020,11,6,14.4,9.733333333333333,410.93333333333334
2020,11,7,26.166666666666668,22.266666666666666,1338.6666666666667
2020,11,8,29.797666666666668,20.3,1193.8346666666666
2020,11,9,28.1,14.233333333333333,914.5
2020,11,10,44.84666666666667,20.966666666666665,1764.6266666666668
2020,11,11,48.314,21.366666666666667,1934.172
2020,11,12,45.69166666666667,15.3,1166.9
2020,11,13,38.013333333333335,17.466666666666665,1157.9656666666667
2020,11,14,41.47633333333333,16.666666666666668,1130.2346666666667
2020,11,15,37.580333333333336,15.0,1065.2063333333333
2020,11,16,46.90866666666667,13.066666666666666,1082.0096666666666
2020,11,17,16.716,12.233333333333333,753.332
2020,11,18,61.666666666666664,10.4,2119.0
2020,11,19,23.4,4.166666666666667,396.0
2020,11,20,9.066666666666666,6.2,348.6666666666667
2020,11,21,19.633333333333333,13.8,851.5
2020,11,22,7.3,5.366666666666666,161.53333333333333
2020,11,23,5.833333333333333,8.533333333333333,234.16666666666666
2020,12,0,11.883478260869564,16.782608695652176,603.5321739130435
2020,12,1,15.681304347826087,26.782608695652176,932.8208695652174
2020,12,2,14.304347826086957,20.652173913043477,715.5217391304348
2020,12,3,10.826086956521738,21.217391304347824,699.0
2020,12,4,14.483870967741936,25.0,898.516129032258
2020,12,5,15.451612903225806,28.741935483870968,1061.774193548387
2020,12,6,20.0,34.096774193548384,1424.032258064516
2020,12,7,38.346774193548384,47.935483870967744,3337.0806451612902
2020,12,8,36.182580645161295,51.41935483870968,3301.9425806451613
2020,12,9,43.167741935483875,45.54838709677419,3143.8516129032255
2020,12,10,41.02451612903226,46.74193548387097,2801.5587096774198
2020,12,11,45.16129032258065,45.806451612903224,2795.3225806451615
2020,12,12,40.483870967741936,41.83870967741935,2603.2258064516127
2020,12,13,36.74193548387097,41.935483870967744,2535.8064516129034
2020,12,14,34.62903225806452,37.74193548387097,2260.1612903225805
2020,12,15,35.28354838709677,41.61290322580645,2435.387741935484
2020,12,16,39.29032258064516,44.225806451612904,2821.6774193548385
2020,12,17,29.19483870967742,33.03225806451613,2003.552258064516
2020,12,18,45.29032258064516,25.774193548387096,2369.8387096774195
2020,12,19,32.903225806451616,10.870967741935484,955.483870967742
2020,12,20,31.612903225806452,16.419354838709676,1137.741935483871
2020,12,21,32.41935483870968,27.387096774193548,1739.6774193548388
2020,12,22,10.32258064516129,7.419354838709677,321.61290322580646
2020,12,23,13.551612903225807,20.70967741935484,804.0258064516129
2021,1,0,7.980869565217391,9.217391304347826,342.2678260869565
2021,1,1,14.188695652173914,14.08695652173913,504.835652173913
2021,1,2,15.878260869565217,19.91304347826087,713.4782608695652
2021,1,3,14.352608695652174,21.0,754.8404347826088
2021,1,4,15.350645161290323,22.29032258064516,810.738064516129
2021,1,5,28.40225806451613,70.64516129032258,2869.2687096774193
2021,1,6,37.3041935483871,99.87096774193549,4662.958387096774
2021,1,7,64.11354838709677,90.41935483870968,7936.765161290323
2021,1,8,67.60967741935484,75.19354838709677,5954.547741935484
2021,1,9,68.7683870967742,68.70967741935483,5138.913548387097
2021,1,10,32.74193548387097,35.12903225806452,1725.7096774193549
2021,1,11,35.806451612903224,38.903225806451616,1879.5806451612902
2021,1,12,39.25806451612903,46.83870967741935,2161.6451612903224
2021,1,13,38.16129032258065,50.67741935483871,2396.064516129032
2021,1,14,38.16129032258065,50.58064516129032,2386.2580645161293
2021,1,15,36.87096774193548,51.41935483870968,2460.2580645161293
2021,1,16,35.516129032258064,52.16129032258065,2535.935483870968
2021,1,17,35.516129032258064,57.0,2824.7419354838707
2021,1,18,63.29032258064516,71.54838709677419,5364.258064516129
2021,1,19,35.806451612903224,13.0,956.4516129032259
2021,1,20,15.870322580645162,4.645161290322581,311.61483870967743
2021,1,21,14.32258064516129,4.612903225806452,333.3225806451613
2021,1,22,7.741935483870968,5.709677419354839,214.83870967741936
2021,1,23,9.935483870967742,11.838709677419354,442.5806451612903
2021,2,0,7.608695652173913,3.9565217391304346,138.47826086956522
2021,2,1,10.652173913043478,4.478260869565218,156.7391304347826
2021,2,2,7.608695652173913,2.608695652173913,91.30434782608695
2021,2,3,7.608695652173913,3.6956521739130435,129.34782608695653
2021,2,4,13.75,12.142857142857142,425.0
2021,2,5,20.857142857142858,39.32142857142857,1410.857142857143
2021,2,6,24.966785714285717,26.357142857142858,1140.7510714285713
2021,2,7,48.57142857142857,44.464285714285715,3374.8214285714284
2021,2,8,43.035714285714285,25.428571428571427,1698.0357142857142
2021,2,9,42.785714285714285,24.0,1388.1785714285713
2021,2,10,24.464285714285715,17.214285714285715,810.3571428571429
2021,2,11,22.527142857142856,16.892857142857142,1124.8042857142857
2021,2,12,23.990000000000002,18.285714285714285,1047.5114285714285
2021,2,13,27.495,20.964285714285715,1297.6664285714287
2021,2,14,27.661785714285713,21.035714285714285,1295.297857142857
2021,2,15,36.45928571428571,28.285714285714285,1927.2735714285716
2021,2,16,37.78928571428571,30.035714285714285,2062.25
2021,2,17,42.146428571428565,43.25,2962.25
2021,2,18,45.0,37.392857142857146,2585.0
2021,2,19,9.107142857142858,4.0,223.92857142857142
2021,2,20,2.5,2.107142857142857,73.75
2021,2,21,5.0,4.071428571428571,155.0
2021,2,22,5.857142857142857,4.357142857142857,160.21428571428572
2021,2,23,7.214285714285714,4.607142857142857,169.92857142857142
2021,3,0,15.826086956521738,8.695652173913043,361.04347826086956
2021,3,1,14.304347826086957,8.782608695652174,377.30434782608694
2021,3,2,13.217391304347826,8.73913043478261,396.1304347826087
2021,3,3,13.217391304347826,9.043478260869565,408.8695652173913
2021,3,4,16.086451612903225,27.129032258064516,935.7612903225806
2021,3,5,16.817741935483873,36.645161290322584,1270.513870967742
2021,3,6,10.5,13.225806451612904,521.1935483870968
2021,3,7,39.094193548387096,50.935483870967744,3948.4645161290323
2021,3,8,46.92161290322581,39.516129032258064,2932.495161290323
2021,3,9,39.79322580645161,30.612903225806452,2340.2606451612905
2021,3,10,18.741935483870968,12.225806451612904,633.6129032258065
2021,3,11,19.580645161290324,11.290322580645162,593.5806451612904
2021,3,12,21.35483870967742,14.483870967741936,728.4193548387096
2021,3,13,17.806451612903224,13.35483870967742,672.7741935483871
2021,3,14,17.806451612903224,12.387096774193548,626.5483870967741
2021,3,15,19.419354838709676,13.193548387096774,666.8709677419355
2021,3,16,18.451612903225808,9.870967741935484,559.9354838709677
2021,3,17,22.411290322580644,20.870967741935484,1052.6774193548388
2021,3,18,41.225806451612904,29.64516129032258,2453.7419354838707
2021,3,19,15.64516129032258,4.645161290322581,375.48387096774195
2021,3,20,15.520967741935483,10.548387096774194,554.3580645161289
2021,3,21,12.629354838709677,10.580645161290322,503.56354838709683
2021,3,22,12.584516129032258,14.451612903225806,491.19870967741934
2021,3,23,17.677419354838708,15.290322580645162,607.1290322580645
2021,4,0,18.773478260869567,17.304347826086957,623.9726086956522
2021,4,1,16.02130434782609,7.869565217391305,302.65173913043475
2021,4,2,14.51782608695652,6.434782608695652,254.60304347826087
2021,4,3,14.525652173913045,6.6521739130434785,262.1282608695652
2021,4,4,21.078666666666667,14.4,510.36133333333333
2021,4,5,18.425333333333334,10.433333333333334,389.7033333333333
2021,4,6,19.872,10.8,550.0893333333333
2021,4,7,36.17733333333333,19.266666666666666,1722.0293333333332
2021,4,8,51.76433333333333,16.866666666666667,1800.5043333333333
2021,4,9,56.925666666666665,15.9,1988.15
2021,4,10,27.825333333333333,15.766666666666667,960.0686666666667
2021,4,11,27.154,12.933333333333334,893.8626666666667
2021,4,12,28.685333333333332,13.666666666666666,938.472
2021,4,13,28.786333333333335,19.333333333333332,1312.4413333333332
2021,4,14,28.776333333333334,20.0,1359.2643333333333
2021,4,15,29.183666666666667,19.233333333333334,1325.6246666666666
2021,4,16,28.965333333333334,21.866666666666667,1497.986
2021,4,17,33.082,20.633333333333333,1388.8586666666667
2021,4,18,35.724000000000004,7.766666666666667,1254.4893333333334
2021,4,19,37.5,7.6,1376.6666666666667
2021,4,20,27.666666666666668,5.533333333333333,957.1666666666666
2021,4,21,26.150666666666666,21.066666666666666,1382.7523333333334
2021,4,22,15.149000000000001,10.1,388.10833333333335
2021,4,23,18.90666666666667,18.2,666.8466666666667
2021,5,0,18.043478260869566,24.043478260869566,825.6521739130435
2021,5,1,1.3043478260869565,1.391304347826087,41.73913043478261
2021,5,2,1.3043478260869565,1.7391304347826086,52.17391304347826
2021,5,3,1.3043478260869565,1.391304347826087,41.73913043478261
2021,5,4,1.3548387096774193,1.4516129032258065,60.96774193548387
2021,5,5,13.64516129032258,17.677419354838708,640.0
2021,5,6,3.5806451612903225,3.0,113.96774193548387
2021,5,7,34.83870967741935,30.838709677419356,2680.6451612903224
2021,5,8,35.064516129032256,21.967741935483872,1805.258064516129
2021,5,9,31.193548387096776,15.903225806451612,1206.967741935484
2021,5,10,6.290322580645161,4.419354838709677,223.5483870967742
2021,5,11,11.67741935483871,5.387096774193548,299.35483870967744
