date,price,volume,hour,year,month,day,day_of_week,value,cat
2017-04-01,39.06,9.4,4,2017,4,1,5,367.16400000000004,off
2017-04-01,39.06,9.4,5,2017,4,1,5,367.16400000000004,off
2017-04-01,39.06,9.4,6,2017,4,1,5,367.16400000000004,off
2017-04-01,67.32,0.0,7,2017,4,1,5,0.0,standard
2017-04-01,67.32,0.0,8,2017,4,1,5,0.0,standard
2017-04-01,67.32,0.0,9,2017,4,1,5,0.0,standard
2017-04-01,67.32,0.0,10,2017,4,1,5,0.0,standard
2017-04-01,67.32,0.0,11,2017,4,1,5,0.0,standard
2017-04-01,39.06,9.4,12,2017,4,1,5,367.16400000000004,off
2017-04-01,39.06,9.4,13,2017,4,1,5,367.16400000000004,off
2017-04-01,39.06,9.4,14,2017,4,1,5,367.16400000000004,off
2017-04-01,39.06,9.4,15,2017,4,1,5,367.16400000000004,off
2017-04-01,39.06,9.4,16,2017,4,1,5,367.16400000000004,off
2017-04-01,39.06,9.4,17,2017,4,1,5,367.16400000000004,off
2017-04-01,67.32,0.0,18,2017,4,1,5,0.0,standard
2017-04-01,67.32,0.0,19,2017,4,1,5,0.0,standard
2017-04-01,39.06,9.4,20,2017,4,1,5,367.16400000000004,off
2017-04-01,39.06,9.4,21,2017,4,1,5,367.16400000000004,off
2017-04-01,39.06,9.4,22,2017,4,1,5,367.16400000000004,off
2017-04-01,39.06,9.4,23,2017,4,1,5,367.16400000000004,off
2017-04-02,39.06,9.4,0,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,1,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,2,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,3,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,4,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,5,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,6,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,7,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,8,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,9,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,10,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,11,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,12,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,13,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,14,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,15,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,16,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,17,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,18,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,19,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,20,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,21,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,22,2017,4,2,6,367.16400000000004,off
2017-04-02,39.06,9.4,23,2017,4,2,6,367.16400000000004,off
2017-04-03,39.06,9.4,4,2017,4,3,0,367.16400000000004,off
2017-04-03,39.06,9.4,5,2017,4,3,0,367.16400000000004,off
2017-04-03,67.32,0.0,6,2017,4,3,0,0.0,standard
2017-04-03,67.32,0.0,7,2017,4,3,0,0.0,standard
2017-04-03,67.32,0.0,8,2017,4,3,0,0.0,standard
2017-04-03,67.32,0.0,9,2017,4,3,0,0.0,standard
2017-04-03,67.32,0.0,10,2017,4,3,0,0.0,standard
2017-04-03,67.32,0.0,11,2017,4,3,0,0.0,standard
2017-04-03,67.32,0.0,12,2017,4,3,0,0.0,standard
2017-04-03,67.32,0.0,13,2017,4,3,0,0.0,standard
2017-04-03,67.32,0.0,14,2017,4,3,0,0.0,standard
2017-04-03,67.32,0.0,15,2017,4,3,0,0.0,standard
2017-04-03,67.32,0.0,16,2017,4,3,0,0.0,standard
2017-04-03,67.32,0.0,17,2017,4,3,0,0.0,standard
2017-04-03,67.32,0.0,18,2017,4,3,0,0.0,standard
2017-04-03,67.32,0.0,19,2017,4,3,0,0.0,standard
2017-04-03,67.32,0.0,20,2017,4,3,0,0.0,standard
2017-04-03,67.32,0.0,21,2017,4,3,0,0.0,standard
2017-04-03,39.06,9.4,22,2017,4,3,0,367.16400000000004,off
2017-04-03,39.06,9.4,23,2017,4,3,0,367.16400000000004,off
2017-04-04,39.06,9.4,4,2017,4,4,1,367.16400000000004,off
2017-04-04,39.06,9.4,5,2017,4,4,1,367.16400000000004,off
2017-04-04,67.32,0.0,6,2017,4,4,1,0.0,standard
2017-04-04,67.32,0.0,7,2017,4,4,1,0.0,standard
2017-04-04,67.32,0.0,8,2017,4,4,1,0.0,standard
2017-04-04,67.32,0.0,9,2017,4,4,1,0.0,standard
2017-04-04,67.32,0.0,10,2017,4,4,1,0.0,standard
2017-04-04,67.32,0.0,11,2017,4,4,1,0.0,standard
2017-04-04,67.32,0.0,12,2017,4,4,1,0.0,standard
2017-04-04,67.32,0.0,13,2017,4,4,1,0.0,standard
2017-04-04,67.32,0.0,14,2017,4,4,1,0.0,standard
2017-04-04,67.32,0.0,15,2017,4,4,1,0.0,standard
2017-04-04,67.32,0.0,16,2017,4,4,1,0.0,standard
2017-04-04,67.32,0.0,17,2017,4,4,1,0.0,standard
2017-04-04,67.32,0.0,18,2017,4,4,1,0.0,standard
2017-04-04,67.32,0.0,19,2017,4,4,1,0.0,standard
2017-04-04,67.32,0.0,20,2017,4,4,1,0.0,standard
2017-04-04,67.32,0.0,21,2017,4,4,1,0.0,standard
2017-04-04,39.06,9.4,22,2017,4,4,1,367.16400000000004,off
2017-04-04,39.06,9.4,23,2017,4,4,1,367.16400000000004,off
2017-04-05,39.06,9.4,0,2017,4,5,2,367.16400000000004,off
2017-04-05,39.06,9.4,1,2017,4,5,2,367.16400000000004,off
2017-04-05,39.06,9.4,2,2017,4,5,2,367.16400000000004,off
2017-04-05,39.06,9.4,3,2017,4,5,2,367.16400000000004,off
2017-04-05,39.06,9.4,4,2017,4,5,2,367.16400000000004,off
2017-04-05,39.06,9.4,5,2017,4,5,2,367.16400000000004,off
2017-04-05,67.32,0.0,6,2017,4,5,2,0.0,standard
2017-04-05,67.32,0.0,7,2017,4,5,2,0.0,standard
2017-04-05,67.32,0.0,8,2017,4,5,2,0.0,standard
2017-04-05,67.32,0.0,9,2017,4,5,2,0.0,standard
2017-04-05,67.32,0.0,10,2017,4,5,2,0.0,standard
2017-04-05,67.32,0.0,11,2017,4,5,2,0.0,standard
2017-04-05,67.32,0.0,12,2017,4,5,2,0.0,standard
2017-04-05,67.32,0.0,13,2017,4,5,2,0.0,standard
2017-04-05,67.32,0.0,14,2017,4,5,2,0.0,standard
2017-04-05,67.32,0.0,15,2017,4,5,2,0.0,standard
2017-04-05,67.32,0.0,16,2017,4,5,2,0.0,standard
