year,month,node,cat,side,flow_sum,value,hour_count,price_weight_mean,price_mean,power
2016,1,BOT,evening,supply,-25,-1501.4,2,60.056000000000004,60.05,-12.5
2016,1,BOT,morning,supply,-285,-14572.400000000001,4,51.131228070175446,55.28999999999999,-71.25
2016,1,BOT,off,supply,-1270,-59474.14000000001,45,46.830031496063,48.46355555555555,-28.22222222222222
2016,1,BOT,standard,supply,-1165,-57809.39999999999,18,49.62180257510728,56.76833333333333,-64.72222222222223
2016,1,HCB,evening,supply,-57,-6204.59,2,108.85245614035088,99.14,-28.5
2016,1,HCB,off,supply,-22334,-1259544.5799999996,262,56.39583504969999,58.48416030534343,-85.2442748091603
2016,1,HCB,standard,supply,-3116,-246176.73000000004,54,79.00408536585367,86.30074074074075,-57.7037037037037
2016,1,MOZ,off,supply,-1278,-63892.369999999995,35,49.99402973395931,149.86028571428568,-36.51428571428571
2016,1,NAM,off,consume,349,16795.37,10,48.12426934097421,48.128,34.9
2016,1,RSA,evening,supply,-1193,-182970.10999999996,33,153.36974853310977,154.7448484848485,-36.15151515151515
2016,1,RSA,morning,supply,-355,-50509.79999999999,31,142.28112676056335,125.78387096774199,-11.451612903225806
2016,1,RSA,off,supply,-3473,-207255.99999999994,90,59.67636049524905,78.31277777777774,-38.58888888888889
2016,1,RSA,standard,supply,-4764,-550242.1199999996,147,115.50002518891681,113.10836734693875,-32.40816326530612
2016,1,ZAMC,evening,consume,1429,199183.59,40,139.38669699090272,143.148,35.725
2016,1,ZAMC,morning,consume,1160,114289.34999999999,49,98.52530172413792,105.56673469387754,23.6734693877551
2016,1,ZAMC,off,consume,21013,1098486.4299999992,322,52.27651596630653,56.1821118012422,65.25776397515529
2016,1,ZAMC,standard,consume,7312,667100.0199999998,237,91.23359135667393,97.18379746835446,30.852320675105485
2016,1,ZAMZ,morning,consume,918,45516.64,9,49.58239651416122,106.98000000000002,102.0
2016,1,ZAMZ,off,consume,19529,1054278.9299999995,239,53.98530032259713,104.55167364016731,81.7112970711297
2016,1,ZAMZ,standard,consume,6035,391236.0200000001,52,64.82784092792048,138.54038461538468,116.0576923076923
2016,1,ZIM,evening,consume,77,11420.36,5,148.31636363636363,587.544,15.4
2016,1,ZIM,evening,supply,-231,-19927.85,6,86.26774891774892,183.59333333333333,-38.5
2016,1,ZIM,morning,consume,28,4202.240000000001,1,150.08,600.32,28.0
2016,1,ZIM,morning,supply,-1466,-98926.03,27,67.48023874488403,154.7425925925926,-54.2962962962963
2016,1,ZIM,off,consume,100,5282.0,1,52.82,264.1,100.0
2016,1,ZIM,off,supply,-12636,-584675.64,83,46.270626780626785,112.81662650602412,-152.24096385542168
2016,1,ZIM,standard,consume,846,103039.65000000002,19,121.79627659574471,496.2136842105263,44.526315789473685
2016,1,ZIM,standard,supply,-5148,-307147.44,71,59.663449883449886,165.3084507042254,-72.50704225352112
2016,2,BOT,evening,consume,1089,183818.47,15,168.79565656565657,288.174,72.6
2016,2,BOT,morning,consume,170,20301.4,8,119.42,210.80874999999997,21.25
2016,2,BOT,off,consume,1849,95994.21999999999,40,51.916830719307725,63.717000000000006,46.225
2016,2,BOT,standard,consume,2489,293854.73000000004,39,118.0613619927682,181.10076923076923,63.82051282051282
2016,2,HCB,off,supply,-22465,-1427011.7000000004,269,63.52155352770979,63.71115241635683,-83.51301115241635
2016,2,HCB,standard,supply,-5187,-497956.64999999997,54,96.00089647194909,101.67314814814819,-96.05555555555556
2016,2,MOZ,evening,supply,-600,-95560.5,8,159.2675,159.29375,-75.0
2016,2,MOZ,morning,supply,-270,-32463.100000000002,11,120.23370370370371,130.67454545454544,-24.545454545454547
2016,2,MOZ,off,supply,-3833,-198881.99,76,51.88677015392643,103.37723684210526,-50.43421052631579
2016,2,MOZ,standard,supply,-1204,-138675.58999999997,42,115.17906146179399,122.34523809523812,-28.666666666666668
2016,2,NAM,morning,consume,25,2751.25,1,110.05,110.05,25.0
2016,2,NAM,off,consume,1410,73447.15999999999,34,52.090184397163114,52.06441176470589,41.470588235294116
2016,2,NAM,standard,consume,50,5330.299999999999,5,106.60599999999998,106.606,10.0
2016,2,RSA,evening,supply,-1148,-177966.53999999998,38,155.02311846689895,140.0107894736842,-30.210526315789473
2016,2,RSA,morning,supply,-448,-60051.50999999999,39,134.04354910714284,130.24333333333337,-11.487179487179487
2016,2,RSA,off,supply,-2374,-179484.9,80,75.60442291491154,76.75675000000004,-29.675
2016,2,RSA,standard,supply,-10525,-1166945.1399999992,193,110.87364750593817,113.70616580310889,-54.53367875647668
2016,2,ZAMC,evening,consume,322,45305.52000000001,20,140.7003726708075,139.01299999999998,16.1
2016,2,ZAMC,morning,consume,476,64168.719999999994,28,134.80823529411762,132.03107142857144,17.0
2016,2,ZAMC,off,consume,15921,907272.9100000001,260,56.98592487909052,61.24711538461534,61.23461538461538
2016,2,ZAMC,standard,consume,4667,485195.8400000003,170,103.96311120634248,107.7794117647059,27.45294117647059
2016,2,ZAMZ,evening,consume,135,16211.89,14,120.08807407407407,154.4028571428571,9.642857142857142
2016,2,ZAMZ,morning,consume,47,5293.24,8,112.62212765957446,142.6075,5.875
2016,2,ZAMZ,off,consume,9468,731125.5799999997,145,77.22069919729613,131.9139310344828,65.29655172413793
2016,2,ZAMZ,standard,consume,8520,883755.84,185,103.72721126760563,182.29529729729725,46.054054054054056
2016,2,ZIM,evening,consume,202,28191.160000000003,9,139.560198019802,507.40111111111105,22.444444444444443
2016,2,ZIM,off,consume,125,6689.989999999997,10,53.51991999999998,278.80799999999994,12.5
2016,2,ZIM,off,supply,-101,-9151.269999999999,6,90.60663366336632,427.6133333333334,-16.833333333333332
2016,2,ZIM,standard,consume,1191,135560.67999999996,36,113.82089000839628,467.5386111111113,33.083333333333336
2016,2,ZIM,standard,supply,-1,-120.0099999999984,1,120.0099999999984,600.0500000000001,-1.0
2016,3,BOT,evening,consume,5,350.20000000000005,1,70.04,70.04,5.0
2016,3,HCB,evening,supply,-312,-30005.379999999997,4,96.17108974358973,101.2275,-78.0
2016,3,HCB,morning,supply,-230,-23228.81,4,100.99482608695652,103.5725,-57.5
2016,3,HCB,off,supply,-13523,-819606.1999999997,200,60.60831176514085,59.93839999999998,-67.615
2016,3,HCB,standard,supply,-3969,-341114.7300000001,68,85.94475434618295,93.48632352941178,-58.36764705882353
2016,3,MOZ,evening,supply,-207,-24681.299999999996,6,119.2333333333333,153.43,-34.5
2016,3,MOZ,morning,supply,-221,-24405.98,8,110.43429864253393,159.98624999999998,-27.625
2016,3,MOZ,off,supply,-4163,-233529.00999999998,179,56.09632716790775,133.91653631284913,-23.256983240223462
2016,3,MOZ,standard,supply,-697,-75906.5,36,108.90459110473458,141.53138888888884,-19.36111111111111
2016,3,RSA,evening,supply,-828,-96856.54000000002,39,116.9764975845411,138.29051282051282,-21.23076923076923
2016,3,RSA,morning,supply,-579,-72241.30000000002,29,124.76908462867016,128.52310344827586,-19.96551724137931
2016,3,RSA,off,supply,-18656,-990451.4300000004,257,53.09023531303604,92.63533073929963,-72.59143968871595
2016,3,RSA,standard,supply,-9070,-971139.9499999997,202,107.07165931642776,120.67935643564361,-44.9009900990099
2016,3,ZAMC,evening,consume,581,80467.15999999999,31,138.4976936316695,133.77806451612904,18.741935483870968
2016,3,ZAMC,morning,consume,557,70888.13,34,127.26773788150808,122.49499999999998,16.38235294117647
2016,3,ZAMC,off,consume,15066,797986.5500000004,268,52.96605270144699,57.49835820895518,56.21641791044776
2016,3,ZAMC,standard,consume,3491,353852.3900000005,183,101.36132626754525,106.37366120218582,19.07650273224044
2016,3,ZAMZ,evening,consume,552,54929.98,14,99.51083333333334,135.59785714285712,39.42857142857143
2016,3,ZAMZ,morning,consume,473,48987.96,10,103.56862579281184,199.432,47.3
2016,3,ZAMZ,off,consume,21210,1240203.5000000012,228,58.472583686940176,113.81280701754385,93.02631578947368
2016,3,ZAMZ,standard,consume,9970,1013429.1499999996,210,101.64785857572714,178.06309523809531,47.476190476190474
2016,3,ZIM,evening,consume,209,15795.880000000001,6,75.57837320574163,457.7016666666666,34.833333333333336
2016,3,ZIM,off,consume,70,5602.1399999999985,4,80.0305714285714,420.15999999999997,17.5
2016,3,ZIM,off,supply,-4,-205.5500000000029,4,51.38750000000073,256.9375,-1.0
2016,3,ZIM,standard,consume,277,21105.829999999994,12,76.19433212996388,375.78416666666664,23.083333333333332
2016,3,ZIM,standard,supply,-2,-226.1900000000005,2,113.09500000000025,565.4749999999999,-1.0
2016,4,HCB,off,supply,-8547,-524795.64,198,61.401151281151286,58.75601010101015,-43.166666666666664
2016,4,HCB,standard,supply,-1971,-185675.98999999996,31,94.20395230847284,94.6967741935484,-63.58064516129032
2016,4,MOZ,off,supply,-3911,-217331.68,242,55.56933776527742,129.08578512396713,-16.16115702479339
2016,4,MOZ,standard,supply,-179,-19998.390000000003,14,111.72284916201119,152.7878571428571,-12.785714285714286
2016,4,NAM,morning,supply,-213,-20433.699999999997,10,95.93286384976524,72.441,-21.3
2016,4,NAM,off,supply,-2024,-96470.29999999999,73,47.66319169960474,42.40671232876712,-27.726027397260275
2016,4,NAM,standard,supply,-288,-20192.510000000002,27,70.11288194444445,65.99666666666666,-10.666666666666666
2016,4,RSA,evening,supply,-166,-22982.51,22,138.44885542168674,136.38136363636363,-7.545454545454546
2016,4,RSA,morning,supply,-168,-21512.03,9,128.0477976190476,128.14444444444447,-18.666666666666668
2016,4,RSA,off,consume,1,32.79000000000019,1,32.79000000000019,163.95,1.0
2016,4,RSA,off,supply,-9111,-502244.31,174,55.12504774448469,111.33810344827589,-52.36206896551724
2016,4,RSA,standard,supply,-2284,-261483.02000000014,95,114.48468476357274,129.23431578947373,-24.042105263157893
2016,4,ZAMC,evening,consume,166,22982.51,22,138.44885542168674,136.38136363636363,7.545454545454546
2016,4,ZAMC,morning,consume,266,28692.339999999997,19,107.86593984962404,98.82684210526315,14.0
2016,4,ZAMC,off,consume,12970,670972.4800000004,249,51.732650732459554,49.937871485943795,52.088353413654616
2016,4,ZAMC,standard,consume,1485,147896.49000000005,85,99.59359595959599,97.65482352941176,17.470588235294116
2016,4,ZAMZ,off,consume,9222,579018.54,159,62.786655823031886,101.44660377358498,58.0
2016,4,ZAMZ,standard,consume,3077,328570.8800000002,91,106.78286642833935,145.4942857142857,33.81318681318681
2016,4,ZIM,morning,consume,115,13253.39,4,115.24686956521738,434.26,28.75
2016,4,ZIM,off,consume,1408,91203.68000000002,29,64.77534090909093,219.87068965517238,48.55172413793103
2016,4,ZIM,off,supply,-8,-385.55999999999835,8,48.194999999999794,225.09625000000003,-1.0
2016,4,ZIM,standard,consume,160,10882.539999999997,12,68.01587499999998,374.36499999999995,13.333333333333334
2016,5,HCB,evening,supply,-43,-6812.339999999999,3,158.42651162790696,143.66666666666666,-14.333333333333334
2016,5,HCB,morning,supply,-1,-132.15,1,132.15,132.15,-1.0
2016,5,HCB,off,supply,-6614,-380729.5799999999,146,57.56419413365587,55.17500000000003,-45.3013698630137
2016,5,HCB,standard,supply,-1557,-165570.90999999995,51,106.33969813744376,98.14980392156862,-30.529411764705884
2016,5,MOZ,morning,supply,-2,-226.08,2,113.04,113.04,-1.0
2016,5,MOZ,off,supply,-2061,-89380.57999999989,145,43.36757884522071,106.9898620689655,-14.213793103448277
2016,5,MOZ,standard,supply,-198,-18627.82,8,94.079898989899,166.21624999999997,-24.75
2016,5,NAM,evening,supply,-7,-527.94,1,75.42,75.42,-7.0
2016,5,NAM,morning,supply,-357,-24111.71,16,67.53980392156862,74.52437499999999,-22.3125
2016,5,NAM,off,consume,279,14735.139999999998,8,52.81412186379927,52.87625,34.875
2016,5,NAM,off,supply,-2349,-65142.89000000001,71,27.732179650915285,29.190140845070427,-33.08450704225352
2016,5,NAM,standard,supply,-404,-26349.96,32,65.22267326732673,47.648125,-12.625
