date,hour,price,zamg,volume
2024-11-01,23,147.26,160.1,166.9
2024-11-01,1,112.99,113,265
2024-11-01,2,113,113,271
2024-11-01,3,113,113,272.9
2024-11-01,4,113,113,270.9
2024-11-01,5,122.21,122.21,116
2024-11-01,6,200.05,200.05,93
2024-11-01,7,169.96,169.96,78
2024-11-01,8,169.97,169.97,80
2024-11-01,9,150.99,367.38,55
2024-11-01,10,128,128,66
2024-11-01,11,131,131,66
2024-11-01,12,131,131,71
2024-11-01,13,131,131,71
2024-11-01,14,139.91,139.91,74
2024-11-01,15,194.93,194.93,77
2024-11-01,16,222.26,222.26,117
2024-11-01,17,362.04,362.04,71.8
2024-11-01,18,367.38,367.38,31
2024-11-01,19,367.38,367.38,31
2024-11-01,20,365.62,365.62,173.7
2024-11-01,21,240.9,240.9,142.9
2024-11-01,22,144.62,161.09,260
2024-11-01,23,119.27,162,239.1
2024-11-02,0,111.13,160.04,233.6
2024-11-02,1,110.23,160.04,250.5
2024-11-02,2,109.78,160.04,259.2
2024-11-02,3,109.53,160.04,263.3
2024-11-02,4,110.9,160.04,231.8
2024-11-02,5,200.03,353.89,72.2
2024-11-02,6,200,200.05,176.1
2024-11-02,7,191.89,367.38,0
2024-11-02,8,195.21,367.38,0
2024-11-02,9,166.48,164.65,40
2024-11-02,10,179.04,179.04,102
2024-11-02,11,181.79,188.97,111
2024-11-02,12,177.81,177.81,113
2024-11-02,13,180.26,180.26,121
2024-11-02,14,179.65,179.65,129
2024-11-02,15,160.07,160.07,75
2024-11-02,16,173.52,173.52,104
2024-11-02,17,200.08,200.07,180.7
2024-11-02,18,361.09,356.19,121.3
2024-11-02,19,367.33,367.06,127.2
2024-11-02,20,353.08,351.64,227.2
2024-11-02,21,200.05,200.05,271.9
2024-11-02,22,121.92,200.02,162.5
2024-11-02,23,113.06,200.02,209
2024-11-03,0,115.34,160.04,236.9
2024-11-03,1,114.92,160.04,260.7
2024-11-03,2,114.94,160.04,255.6
2024-11-03,3,115.15,160.04,241.1
2024-11-03,4,115.26,160.04,236.4
2024-11-03,5,200.03,355.93,71.2
2024-11-03,6,153,200.05,181
2024-11-03,7,117.81,121,174
2024-11-03,8,121,121,167.7
2024-11-03,9,118.17,118.17,140
2024-11-03,10,113,113,125.9
2024-11-03,11,116.7,116.7,136
2024-11-03,12,118.54,118.54,141
2024-11-03,13,121,121,147.7
2024-11-03,14,121,121,147.7
2024-11-03,15,121,121,147.7
2024-11-03,16,131,131,177.1
2024-11-03,17,200.07,200.06,202.2
2024-11-03,18,359.86,351.6,100.9
2024-11-03,19,367.35,367.32,112.2
2024-11-03,20,361.77,355.86,212.2
2024-11-03,21,200.1,200.08,210.5
2024-11-03,22,142.76,200.02,149.6
2024-11-03,23,131,200.03,162.3
2024-11-04,0,115.42,160.07,219.8
2024-11-04,1,115.26,160.07,229.3
2024-11-04,2,115.16,160.07,234
2024-11-04,3,115.14,160.07,233.8
2024-11-04,4,115.83,160.05,236.6
2024-11-04,5,200.06,200.06,210.7
2024-11-04,6,299.11,299.11,69
2024-11-04,7,200.1,200.1,41
2024-11-04,8,200.1,200.1,41
2024-11-04,9,292.25,367.38,5
2024-11-04,10,187.21,187.21,113
2024-11-04,11,188.43,188.43,117
2024-11-04,12,188.9,188.9,119
2024-11-04,13,188.96,188.96,125
2024-11-04,14,190.57,190.57,134
2024-11-04,15,221.36,221.36,44.6
2024-11-04,16,279.39,279.39,26
2024-11-04,17,354.18,354.18,103.2
2024-11-04,18,367.38,367.38,11.5
2024-11-04,19,367.38,367.38,11.5
2024-11-04,20,367.35,367.35,111
2024-11-04,21,244.17,244.17,118.1
2024-11-04,22,138.58,162.94,161.5
2024-11-04,23,116.2,164.62,217.1
2024-11-05,0,115.57,115.57,146.8
2024-11-05,1,115.33,115.33,156
2024-11-05,2,115.2,115.2,160.6
2024-11-05,3,115.29,115.29,155.9
2024-11-05,4,115.89,115.89,162.8
2024-11-05,5,129,129,122.4
2024-11-05,6,285.55,285.55,74
2024-11-05,7,250.08,250.08,51.9
2024-11-05,8,250.09,250.09,51.9
2024-11-05,9,284.26,368.08,5
2024-11-05,10,130,130,31
2024-11-05,11,141,141,31.9
2024-11-05,12,141,141,31.9
2024-11-05,13,150.99,150.99,31.9
2024-11-05,14,153.7,153.7,33
2024-11-05,15,160.15,160.15,54
2024-11-05,16,229.16,229.16,89
2024-11-05,17,317.14,317.14,127.6
2024-11-05,18,368.03,367.72,106
2024-11-05,19,368.05,368.04,111.3
2024-11-05,20,368.04,368.04,111.4
2024-11-05,21,239.07,239.07,110.3
2024-11-05,22,153.97,153.97,221.9
2024-11-05,23,121.81,149.1,204.1
2024-11-06,0,116.14,166,167
2024-11-06,1,116.05,166,166.5
2024-11-06,2,115.94,166,171
2024-11-06,3,115.96,166,171
2024-11-06,4,116.2,200.79,168.8
2024-11-06,5,245.27,245.27,89
2024-11-06,6,266.31,266.31,133.1
2024-11-06,7,249.93,249.93,106.5
2024-11-06,8,230.45,230.45,75
2024-11-06,9,227.98,370.49,5
2024-11-06,10,156.84,156.84,39.8
2024-11-06,11,156.49,156.49,38.6
2024-11-06,12,157.12,157.12,40.7
2024-11-06,13,156.23,156.23,37.8
2024-11-06,14,159.39,159.39,48
2024-11-06,15,215.5,215.5,51.8
2024-11-06,16,179.93,183.33,12.8
2024-11-06,17,366.44,366.44,66.2
2024-11-06,18,370.49,370.49,11.8
2024-11-06,19,370.49,370.49,11.8
