date,hour,price,volume
2023-10-01,0,25.72,230.0
2023-10-01,1,17.99,231
2023-10-01,2,17.98,220
2023-10-01,3,17.98,212
2023-10-01,4,17.98,218
2023-10-01,5,17.97,188
2023-10-01,6,17.98,262
2023-10-01,7,18,280
2023-10-01,8,25.73,266
2023-10-01,9,25.73,262
2023-10-01,10,25.72,272
2023-10-01,11,25.72,260
2023-10-01,12,25.71,267
2023-10-01,13,25.71,278
2023-10-01,14,18,278
2023-10-01,15,17.98,232
2023-10-01,16,17.99,238
2023-10-01,17,25.72,224
2023-10-01,18,179.96,82
2023-10-01,19,292.23,154.6
2023-10-01,20,250.07,166
2023-10-01,21,25.75,190
2023-10-01,22,42.05,231
2023-10-01,23,25.73,224
2023-10-02,0,40.07,185
2023-10-02,1,39.99,177
2023-10-02,2,39.98,174
2023-10-02,3,39.97,177
2023-10-02,4,42.02,178
2023-10-02,5,39.99,169
2023-10-02,6,59.92,208
2023-10-02,7,59.95,177
2023-10-02,8,59.98,137
2023-10-02,9,59.97,140
2023-10-02,10,59.91,154
2023-10-02,11,59.9,155
2023-10-02,12,59.94,170
2023-10-02,13,59.94,180
2023-10-02,14,59.93,189
2023-10-02,15,59.91,169
2023-10-02,16,59.94,146
2023-10-02,17,77.97,87
2023-10-02,18,294.34,26.6
2023-10-02,19,294.34,26.6
2023-10-02,20,293.53,60.6
2023-10-02,21,138.45,120.6
2023-10-02,22,135.22,75.6
2023-10-02,23,130.38,132.6
2023-10-03,0,42.08,303
2023-10-03,1,42.02,333
2023-10-03,2,35.09,342
2023-10-03,3,35.08,332
2023-10-03,4,95.84,223
2023-10-03,5,95.04,159
2023-10-03,6,40.09,198
2023-10-03,7,64.61,178
2023-10-03,8,64.57,142
2023-10-03,9,40.04,109
2023-10-03,10,39.76,98
2023-10-03,11,39.77,92
2023-10-03,12,39.77,97
2023-10-03,13,39.76,104
2023-10-03,14,39.77,103
2023-10-03,15,39.77,95
2023-10-03,16,39.77,101
2023-10-03,17,78,111
2023-10-03,18,298.01,30
2023-10-03,19,298.01,30
2023-10-03,20,297.53,39
2023-10-03,21,144,67
2023-10-03,22,137.14,66
2023-10-03,23,110.06,174
2023-10-04,0,35.01,149
2023-10-04,1,30.02,126
2023-10-04,2,30.01,116
2023-10-04,3,30,111
2023-10-04,4,30.06,126
2023-10-04,5,26.07,121
2023-10-04,6,38.99,199
2023-10-04,7,38.98,144
2023-10-04,8,38.98,129
2023-10-04,9,38.96,121
2023-10-04,10,34.97,127
2023-10-04,11,34.98,151
2023-10-04,12,34.98,149
2023-10-04,13,34.97,148
2023-10-04,14,34.97,151
2023-10-04,15,34.98,156
2023-10-04,16,39.2,163
2023-10-04,17,85.3,117
2023-10-04,18,298.01,35.7
2023-10-04,19,298.01,22.7
2023-10-04,20,266.73,55.7
2023-10-04,21,77.99,78
2023-10-04,22,113.8,62
2023-10-04,23,30.08,118
2023-10-05,0,35.07,202
2023-10-05,1,35.02,202
2023-10-05,2,26.04,197
2023-10-05,3,26.05,188
2023-10-05,4,42.01,125
2023-10-05,5,85.3,75
2023-10-05,6,75.03,122
2023-10-05,7,64.61,118
