date,hour,price,zamg,volume
2025-06-01,0,55.1,148.9,185
2025-06-01,1,55.1,148.9,185
2025-06-01,2,55.1,148.9,185
2025-06-01,3,55.1,148.9,185
2025-06-01,4,55.1,148.9,185
2025-06-01,5,98,153,205
2025-06-01,6,98,130,201
2025-06-01,7,98.1,110,80
2025-06-01,8,99.9,103,51
2025-06-01,9,98,98,235
2025-06-01,10,75,98,195
2025-06-01,11,59.2,98,215
2025-06-01,12,65,98,220
2025-06-01,13,75,98,220
2025-06-01,14,60,98,205
2025-06-01,15,65,98,205
2025-06-01,16,98.1,125,85
2025-06-01,17,100,102.8,46
2025-06-01,18,125,125,43
2025-06-01,19,155.1,155.1,43
2025-06-01,20,103.2,103.7,50
2025-06-01,21,75.1,92,195
2025-06-01,22,58.1,75,311
2025-06-01,23,57.3,125,211
2025-06-02,0,55.1,148.9,185
2025-06-02,1,55.1,148.9,185
2025-06-02,2,55.1,148.9,185
2025-06-02,3,55.1,148.9,185
2025-06-02,4,55.4,148.9,144.5
2025-06-02,5,98.1,120,70
2025-06-02,6,200.1,200.1,62
2025-06-02,7,99,99,140
2025-06-02,8,98.1,98.1,135
2025-06-02,9,99.9,99.9,44
2025-06-02,10,98.1,98.1,80.3
2025-06-02,11,98.1,98.1,106.3
2025-06-02,12,98.1,98.1,91.9
2025-06-02,13,98.1,98.1,91.9
2025-06-02,14,98.1,98.1,81.3
2025-06-02,15,99,99,65
2025-06-02,16,115,115,0
2025-06-02,17,165,165,80
2025-06-02,18,332.4,332.4,89.6
2025-06-02,19,231.7,231.7,94.6
2025-06-02,20,149.3,149.3,46
2025-06-02,21,130,130,11
2025-06-02,22,57.9,75,311
2025-06-02,23,57.7,75,311
2025-06-03,0,54.3,130,101
2025-06-03,1,53.6,130,101
2025-06-03,2,53.6,130,101
2025-06-03,3,53.7,130,101
2025-06-03,4,56,130,55
2025-06-03,5,99.1,102.4,40
2025-06-03,6,109.8,109.8,27
2025-06-03,7,99,99,140
2025-06-03,8,99,99,135
2025-06-03,9,100,100,129.8
2025-06-03,10,99.1,99.1,175
2025-06-03,11,99.1,99.1,180
2025-06-03,12,99.1,99.1,170
2025-06-03,13,99.1,100,165
2025-06-03,14,100,100,120
2025-06-03,15,100,100,105
2025-06-03,16,112.5,112.5,0
2025-06-03,17,130,130,9
2025-06-03,18,165,165,61
2025-06-03,19,150,150,43
2025-06-03,20,100,100,59
2025-06-03,21,99.9,99.9,24
2025-06-03,22,62,100,211
2025-06-03,23,59.4,100,211
2025-06-04,0,53.2,130,124.2
2025-06-04,1,53.7,130,116.1
2025-06-04,2,54.6,130,108
2025-06-04,3,54.9,130,98.1
2025-06-04,4,76,130,21.8
2025-06-04,5,99.1,102.4,70
2025-06-04,6,101,101,85
2025-06-04,7,99,99,140
2025-06-04,8,99,99,135
2025-06-04,9,100,100,157.9
2025-06-04,10,100.1,100.1,68
2025-06-04,11,100.1,100.1,102.9
2025-06-04,12,100,100,158.5
2025-06-04,13,100,100,153.6
2025-06-04,14,100.1,100.1,70
2025-06-04,15,102.4,102.4,40
2025-06-04,16,107,107,0
2025-06-04,17,100,100,76.1
2025-06-04,18,200,200,74.4
2025-06-04,19,149.5,149.5,55
2025-06-04,20,101,101,70
2025-06-04,21,85,85,75
2025-06-04,22,81,100,111
2025-06-04,23,55.9,100,247.9
2025-06-05,0,53,129.9,87.4
2025-06-05,1,52.8,129.9,97.1
2025-06-05,2,52.7,129.9,102
2025-06-05,3,53,129.9,87.4
2025-06-05,4,54.8,129.9,31.9
2025-06-05,5,109,109,14
2025-06-05,6,110,110,35
2025-06-05,7,110,110,35
2025-06-05,8,110,110,35
2025-06-05,9,100.1,100.1,110.3
2025-06-05,10,100.1,100.1,110.2
2025-06-05,11,100,100,130.1
2025-06-05,12,100,100,144.7
2025-06-05,13,99.5,100,164.5
2025-06-05,14,101,101,50
2025-06-05,15,101,101,40
2025-06-05,16,109.1,110.1,11
2025-06-05,17,110,110,35
2025-06-05,18,200.1,200.1,64
2025-06-05,19,165,165,57
2025-06-05,20,109.1,109.1,19
2025-06-05,21,109,109,4
2025-06-05,22,76,100,111
2025-06-05,23,55.9,100,240.4
2025-06-06,0,53.7,119.9,14.8
2025-06-06,1,53.5,119.9,15.1
2025-06-06,2,53.3,119.9,25.1
2025-06-06,3,53.4,119.9,24.9
2025-06-06,4,55.4,119.9,4
2025-06-06,5,99.1,102.5,90
2025-06-06,6,101.6,101.6,100
2025-06-06,7,99.1,99.1,140
2025-06-06,8,99,99,135
2025-06-06,9,99,100,215
2025-06-06,10,99.9,100,131
2025-06-06,11,99.1,99.1,157
2025-06-06,12,99.1,100,159.2
2025-06-06,13,99.1,100,163.1
2025-06-06,14,100.1,100.1,65
2025-06-06,15,100.1,100.1,60
2025-06-06,16,109,110.1,15
2025-06-06,17,101.6,101.6,120
2025-06-06,18,200,200,109
2025-06-06,19,164.6,164.6,89
2025-06-06,20,109.1,109.1,58
2025-06-06,21,99.9,99.9,30
2025-06-06,22,57.5,100.1,168.1
2025-06-06,23,55.1,100.1,280.6
2025-06-07,0,54.1,129,178
2025-06-07,1,54.1,129,178
2025-06-07,2,54,129,178
2025-06-07,3,54.1,129,178
2025-06-07,4,54.1,129,178
2025-06-07,5,93.1,153,4
2025-06-07,6,103.7,115.1,0
2025-06-07,7,115.1,115.1,0
2025-06-07,8,115.1,115.1,0
2025-06-07,9,115.1,115.1,0
2025-06-07,10,98.1,100.4,56
2025-06-07,11,97,100.4,71
2025-06-07,12,66,102.1,37
2025-06-07,13,58.9,102.1,112
2025-06-07,14,58.4,102.1,126
2025-06-07,15,58.7,115.1,85
2025-06-07,16,100.1,111.1,5
2025-06-07,17,98.3,120,19
2025-06-07,18,100,100,56
2025-06-07,19,100,100,69.1
2025-06-07,20,91,91,85
2025-06-07,21,76,76,95
2025-06-07,22,57,100.1,260
2025-06-07,23,57,102.5,205
2025-06-08,0,54.1,129,178
2025-06-08,1,54,129,178
2025-06-08,2,54,129,178
2025-06-08,3,54,129,178
2025-06-08,4,54.1,129,178
2025-06-08,5,93.1,153,4
2025-06-08,6,110.1,115.1,0.6
2025-06-08,7,86,115.1,0
2025-06-08,8,87.6,115.1,0
2025-06-08,9,100.1,115.1,0
2025-06-08,10,59.6,115.1,3
2025-06-08,11,59.1,115.1,3.7
2025-06-08,12,59,115.1,4
2025-06-08,13,58.6,115.1,4.6
2025-06-08,14,58.4,115.1,4.9
2025-06-08,15,100.1,115.1,4.6
2025-06-08,16,100.1,115.6,0
2025-06-08,17,103.7,120,19
2025-06-08,18,165,165,44
2025-06-08,19,164.6,164.6,64
2025-06-08,20,103.5,103.5,55
2025-06-08,21,57.1,86,220.2
2025-06-08,22,58,100,221
2025-06-08,23,57.1,102.5,205
2025-06-09,0,54,129,178
2025-06-09,1,54,129,178
2025-06-09,2,54,129,178
2025-06-09,3,54,129,178
2025-06-09,4,101,129,23.8
2025-06-09,5,84.6,102.5,77.7
2025-06-09,6,100.9,100.9,108
2025-06-09,7,99,99,145
2025-06-09,8,82.8,82.8,135
2025-06-09,9,99,99,152.9
2025-06-09,10,100.1,100.1,78.4
2025-06-09,11,100,100,98.3
2025-06-09,12,100.1,100.1,73.5
2025-06-09,13,100,100,83.4
2025-06-09,14,100.1,100.1,68.5
2025-06-09,15,110,110,25
2025-06-09,16,111,111.1,15
2025-06-09,17,100.9,100.9,120
2025-06-09,18,200.1,200.1,109
2025-06-09,19,165.1,165.1,125
2025-06-09,20,124.9,124.9,76
2025-06-09,21,81,81,40
2025-06-09,22,57.1,100.1,285
2025-06-09,23,57,100.1,285
2025-06-10,0,53.1,139,193
2025-06-10,1,53.1,139,193
2025-06-10,2,53.1,139,193
2025-06-10,3,53.1,139,193
2025-06-10,4,53.1,139,193
2025-06-10,5,99,103.8,131
2025-06-10,6,101.1,101.1,110
2025-06-10,7,99.1,99.1,145
2025-06-10,8,99,99,135
2025-06-10,9,100,100,132.6
2025-06-10,10,104,104,26
2025-06-10,11,100,100,82.7
2025-06-10,12,100,100,92.6
2025-06-10,13,100,100,112.5
2025-06-10,14,100,100,115
2025-06-10,15,100.1,100.1,85
2025-06-10,16,101.1,111,30
2025-06-10,17,109,165,48
2025-06-10,18,220.6,220.6,109
2025-06-10,19,165.1,165.1,127
2025-06-10,20,117,117,65
2025-06-10,21,109.1,109.1,19
2025-06-10,22,57,100.1,285
2025-06-10,23,57,100.1,285
2025-06-11,0,52.8,163.9,166.2
2025-06-11,1,52.6,163.9,176
2025-06-11,2,52.6,163.9,176
2025-06-11,3,52.6,163.9,176
2025-06-11,4,53.8,163.9,142.3
2025-06-11,5,102,105,81
2025-06-11,6,101.4,101.4,110
2025-06-11,7,90.1,90.1,145
2025-06-11,8,90.1,90.1,135
2025-06-11,9,100,100,130.8
2025-06-11,10,102,102,26
2025-06-11,11,100,100,95.7
2025-06-11,12,100.1,100.1,78.9
2025-06-11,13,100,100,93.8
2025-06-11,14,100,100,93
2025-06-11,15,100.1,100.1,62
2025-06-11,16,101.1,111,30
2025-06-11,17,102,160,49
2025-06-11,18,222.7,222.7,105
2025-06-11,19,219,219,125
2025-06-11,20,125,125,72
2025-06-11,21,102.1,102.1,23.9
2025-06-11,22,100,100.1,111
2025-06-11,23,56,100.1,217.9
2025-06-12,0,52.2,163.9,100.1
2025-06-12,1,52,163.9,109.9
2025-06-12,2,52,163.9,109.9
2025-06-12,3,51.9,163.9,119.5
2025-06-12,4,52.2,163.9,109.6
2025-06-12,5,85,105,105
2025-06-12,6,101.1,101.1,110
2025-06-12,7,92,92,155
2025-06-12,8,81,81,135
2025-06-12,9,100,100,141
2025-06-12,10,100.3,100.3,26
2025-06-12,11,100.1,100.1,74.4
2025-06-12,12,100.1,100.1,71.4
2025-06-12,13,100,100,96.3
2025-06-12,14,100,100,92
2025-06-12,15,100.1,100.1,77
2025-06-12,16,100.1,111,47
2025-06-12,17,102,165,52
2025-06-12,18,219.1,219.1,108.4
2025-06-12,19,217.3,217.3,129
2025-06-12,20,124.9,124.9,67
2025-06-12,21,102,102,24
2025-06-12,22,60.1,100.1,183.7
2025-06-12,23,55.4,100.1,267.2
2025-06-13,0,50.7,163.9,151.7
2025-06-13,1,50.5,163.9,161.3
2025-06-13,2,50.5,163.9,161.3
2025-06-13,3,51.1,163.9,141.2
2025-06-13,4,105,163.9,59
2025-06-13,5,105,105,86
2025-06-13,6,120,120,155
2025-06-13,7,102.1,102.1,190
2025-06-13,8,100.1,100.1,135
2025-06-13,9,100.1,100.1,140.4
2025-06-13,10,101,101,26
2025-06-13,11,100.1,100.1,60.5
2025-06-13,12,100.1,100.1,37.7
2025-06-13,13,100.1,100.1,37.7
2025-06-13,14,100.1,100.1,37
2025-06-13,15,100.1,100.1,37
2025-06-13,16,100.1,111,47
2025-06-13,17,120.1,165,99
2025-06-13,18,220.1,220.1,108.8
2025-06-13,19,220.1,220.1,128.8
2025-06-13,20,130.1,130.1,78.8
2025-06-13,21,101,101,24
2025-06-13,22,85,100.1,210
2025-06-13,23,54.7,100.1,285
2025-06-14,0,52.8,129.9,71
2025-06-14,1,52.8,129.9,71
2025-06-14,2,52.8,129.9,71
2025-06-14,3,52.8,129.9,71
2025-06-14,4,52.8,129.9,71
2025-06-14,5,61,86,119.3
2025-06-14,6,71,102.3,119.3
2025-06-14,7,71,81,100
2025-06-14,8,71,71,100
2025-06-14,9,101.1,101.1,26
2025-06-14,10,100,100,100
2025-06-14,11,100,100,96
2025-06-14,12,60.1,100,196
2025-06-14,13,60.1,100,196
2025-06-14,14,60.1,100,196
2025-06-14,15,109.9,109.9,35
2025-06-14,16,100.1,100.1,85
2025-06-14,17,86,102.4,80
2025-06-14,18,149.6,149.6,58
2025-06-14,19,149.8,149.8,68
2025-06-14,20,100,100,79
2025-06-14,21,71,71,95
2025-06-14,22,86,100.1,86
2025-06-14,23,86,102.4,83.1
2025-06-15,0,52.8,129.9,74
2025-06-15,1,52.8,129.9,74
2025-06-15,2,52.8,129.9,74
2025-06-15,3,52.8,129.9,74
2025-06-15,4,52.8,129.9,74
2025-06-15,5,60.1,86,148.1
2025-06-15,6,71,102.2,100
2025-06-15,7,71,86,100
2025-06-15,8,71,71,100
2025-06-15,9,109.9,109.9,35
2025-06-15,10,60.1,100,196
2025-06-15,11,60.1,100,196
2025-06-15,12,60.1,100,196
2025-06-15,13,60.1,100,196
2025-06-15,14,60.1,100,196
2025-06-15,15,109.9,109.9,35
2025-06-15,16,100.1,100.1,41
2025-06-15,17,101.1,102.3,65
2025-06-15,18,219.1,219.1,68.4
2025-06-15,19,213.5,213.5,88.8
2025-06-15,20,105.1,105.1,55
2025-06-15,21,101.1,101.1,34
2025-06-15,22,55.1,100,274.8
2025-06-15,23,55.1,102.5,205
2025-06-16,0,52.8,123.9,71
2025-06-16,1,52.8,123.9,71
2025-06-16,2,52.8,123.9,71
2025-06-16,3,52.6,123.9,80.8
2025-06-16,4,52.8,123.9,71
2025-06-16,5,70,102.8,83
2025-06-16,6,110,110,155
2025-06-16,7,92,102,121
2025-06-16,8,81,92,76
2025-06-16,9,95.9,100.1,76
2025-06-16,10,100.1,100.1,56.5
2025-06-16,11,100,100,96
2025-06-16,12,100,100,83.4
2025-06-16,13,100,100,83.4
2025-06-16,14,100,100,83.4
2025-06-16,15,100.1,100.1,37
2025-06-16,16,100.1,100.1,41
2025-06-16,17,101.1,101.1,162
2025-06-16,18,220.1,220.1,108.8
2025-06-16,19,220.1,220.1,128.8
2025-06-16,20,130,130,148.8
2025-06-16,21,101,101,24
2025-06-16,22,59.5,100.1,170.6
2025-06-16,23,71,110,110.4
2025-06-17,0,50.3,124,153
2025-06-17,1,50.3,124,153
2025-06-17,2,50.3,124,153
2025-06-17,3,50.2,124,153
2025-06-17,4,50.3,124,153
2025-06-17,5,86,109.9,48
2025-06-17,6,110,110,155
2025-06-17,7,101,101,174.6
2025-06-17,8,81,93,85
2025-06-17,9,100,101,61
2025-06-17,10,101,101.1,26
2025-06-17,11,100.1,101,26
2025-06-17,12,100.1,101.1,27
2025-06-17,13,100.1,101.1,27
2025-06-17,14,100.1,101.1,27
2025-06-17,15,100.1,101.1,33
2025-06-17,16,100.1,101.1,31
2025-06-17,17,101.1,101.1,167.3
2025-06-17,18,220.1,220.1,108.8
2025-06-17,19,220.1,220.1,128.8
2025-06-17,20,130,130,138.8
2025-06-17,21,101,101,24
2025-06-17,22,61,124,7
2025-06-17,23,71,124,7
2025-06-18,0,50.6,71,132
2025-06-18,1,50.6,71,132
2025-06-18,2,50.6,71,132
2025-06-18,3,50.5,71,132
2025-06-18,4,50.6,71,132
2025-06-18,5,79.9,90,177
2025-06-18,6,110.1,110.1,130
2025-06-18,7,101.5,101.5,160
2025-06-18,8,90.1,90.1,150
2025-06-18,9,95.5,100.1,130
2025-06-18,10,100.1,100.1,76.1
2025-06-18,11,100,100,125.9
2025-06-18,12,100,100,103
2025-06-18,13,100.1,100.1,103
2025-06-18,14,110,110,35
2025-06-18,15,110,110,32
2025-06-18,16,104.3,104.3,35
2025-06-18,17,103.9,103.9,140
2025-06-18,18,221.7,221.7,93.8
2025-06-18,19,225.8,225.8,93.8
2025-06-18,20,130.1,130.1,103.8
2025-06-18,21,103,103,28.9
2025-06-18,22,53.5,97.6,140
2025-06-18,23,54.3,97.6,140
2025-06-19,0,50.9,87,62
2025-06-19,1,50.9,87,62
2025-06-19,2,50.9,87,62
2025-06-19,3,50.9,87,62
2025-06-19,4,53.3,87,62
2025-06-19,5,153,153,27
2025-06-19,6,190,190,23
2025-06-19,7,120.1,120.1,10
2025-06-19,8,120,120,10
2025-06-19,9,102.2,103,30
