date,hour,price,zamg,volume
2025-01-01,0,95.99,188.98,42
2025-01-01,1,95.08,189.06,38
2025-01-01,2,95.25,189.15,35
2025-01-01,3,94.73,189.18,34
2025-01-01,4,92.84,204,34
2025-01-01,5,95.99,344.91,26
2025-01-01,6,92.32,344.91,50
2025-01-01,7,81.28,344.91,45
2025-01-01,8,76.28,344.91,50
2025-01-01,9,44.97,202.37,60
2025-01-01,10,34.49,203.21,60
2025-01-01,11,34.48,202.83,63
2025-01-01,12,34.48,202.22,69
2025-01-01,13,34.48,202.37,66
2025-01-01,14,34.48,202.92,59
2025-01-01,15,75.07,230.31,55
2025-01-01,16,76.28,253.72,56
2025-01-01,17,287.45,344.91,50
2025-01-01,18,291.35,344.91,51
2025-01-01,19,292.16,344.91,51
2025-01-01,20,101.32,344.91,0
2025-01-01,21,98.74,250,0
2025-01-01,22,96.98,198.92,20.8
2025-01-01,23,96,198.81,25
2025-01-02,0,96,188.96,21.5
2025-01-02,1,96,189.07,21.5
2025-01-02,2,96,189.14,25.6
2025-01-02,3,96,189.19,25.6
2025-01-02,4,91.75,203.98,38.7
2025-01-02,5,288.85,344.91,13.2
2025-01-02,6,121,344.91,42
2025-01-02,7,68.98,344.91,76
2025-01-02,8,68.95,344.91,85
2025-01-02,9,49.64,344.91,77
2025-01-02,10,49.44,203.75,89
2025-01-02,11,49.33,203.61,99
2025-01-02,12,49.11,203.21,103
2025-01-02,13,49.22,203.44,100
2025-01-02,14,49.56,203.86,99
2025-01-02,15,86,232.86,100
2025-01-02,16,86,253.65,104
2025-01-02,17,121,344.91,50
2025-01-02,18,344.91,344.91,23.6
2025-01-02,19,344.91,344.91,3.6
2025-01-02,20,295.86,344.91,0
2025-01-02,21,249.13,250,0
2025-01-02,22,99.89,198.93,12.9
2025-01-02,23,95.99,198.78,19.4
2025-01-03,0,115.37,162.4,33.1
2025-01-03,1,115.99,162.4,32.9
2025-01-03,2,115.66,162.4,36.9
2025-01-03,3,106,162.4,36.9
2025-01-03,4,106,194.45,41.9
2025-01-03,5,116,344.91,65
2025-01-03,6,115.99,344.91,100
2025-01-03,7,106,344.91,130
2025-01-03,8,68.95,126,160
2025-01-03,9,68.94,171,165
2025-01-03,10,55.08,131,159.8
2025-01-03,11,55.07,121,159.9
2025-01-03,12,55.07,131,159.8
2025-01-03,13,55.08,131,159.8
2025-01-03,14,55.08,131,159.7
2025-01-03,15,55.1,139,159.7
2025-01-03,16,86,131,170
2025-01-03,17,120.99,131,85
2025-01-03,18,344.91,344.91,38.6
2025-01-03,19,344.91,344.91,23.6
2025-01-03,20,344.91,344.91,3.6
2025-01-03,21,244.42,244.42,18.6
2025-01-03,22,131,183.33,25
2025-01-03,23,119.97,185,25.6
2025-01-04,0,97.94,166,75
2025-01-04,1,99.4,166,55
2025-01-04,2,95.11,166,57
2025-01-04,3,97.72,197.45,58
2025-01-04,4,101,216.95,65
2025-01-04,5,101,344.91,43.1
2025-01-04,6,97.2,344.91,73.1
2025-01-04,7,90.99,344.91,103.1
2025-01-04,8,86,121,128.1
2025-01-04,9,86,149.95,123.1
2025-01-04,10,48.9,149.95,173
2025-01-04,11,48.9,149.95,172
2025-01-04,12,45.05,121,170
2025-01-04,13,45.05,121,164
2025-01-04,14,45.04,121,154
2025-01-04,15,45.06,235,153
2025-01-04,16,45.1,255,170
2025-01-04,17,111,344.91,50
2025-01-04,18,344.91,344.91,13.8
2025-01-04,19,344.91,344.91,13.8
2025-01-04,20,344.91,344.91,0
2025-01-04,21,248.58,250,0
2025-01-04,22,111,209.45,15
2025-01-04,23,101,209.45,45
2025-01-05,0,100.99,166,65
2025-01-05,1,101,166,63
2025-01-05,2,100.99,166,41
2025-01-05,3,97.72,197.45,55
2025-01-05,4,95.63,216.95,62
2025-01-05,5,101,344.91,53.1
2025-01-05,6,101,344.91,33.1
2025-01-05,7,91,344.91,83.1
2025-01-05,8,86,121,123.1
2025-01-05,9,86,121,128.1
2025-01-05,10,45.07,121,160
2025-01-05,11,45.06,121,142
2025-01-05,12,45.06,121,137
2025-01-05,13,45.06,121,123
2025-01-05,14,45.06,205,117
2025-01-05,15,45.08,235,116
2025-01-05,16,86,255,160
2025-01-05,17,111,344.91,60
2025-01-05,18,344.91,344.91,3.8
2025-01-05,19,344.91,344.91,3.8
2025-01-05,20,344.91,344.91,0
2025-01-05,21,248.37,250,0
2025-01-05,22,120.99,209.45,5
2025-01-05,23,103.12,209.45,39
2025-01-06,0,100.99,166,45
2025-01-06,1,97.94,166,35
2025-01-06,2,100.02,166,25
2025-01-06,3,98.46,197.45,25
2025-01-06,4,97.92,216.95,35
