date,hour,price,zamg,volume
2025-05-01,0,93.6,93.6,238
2025-05-01,1,93.2,93.2,238
2025-05-01,2,93.6,94,231
2025-05-01,3,94,94,204.8
2025-05-01,4,94,94,199.8
2025-05-01,5,181.3,181.3,59
2025-05-01,6,181.7,181.7,51
2025-05-01,7,97,97,165
2025-05-01,8,94,94,165
2025-05-01,9,103,103,147
2025-05-01,10,109,109,82
2025-05-01,11,109.1,109.1,40
2025-05-01,12,109.1,109.1,70
2025-05-01,13,109,109,93
2025-05-01,14,109,109,100
2025-05-01,15,109,109,90
2025-05-01,16,103,103,50
2025-05-01,17,181,181,46
2025-05-01,18,187.3,187.3,94
2025-05-01,19,283,283,115
2025-05-01,20,289,289,85
2025-05-01,21,170.1,170.1,39
2025-05-01,22,97,97,166
2025-05-01,23,94.3,94.3,199
2025-05-02,0,96.6,96.6,198
2025-05-02,1,96,96,198
2025-05-02,2,97.1,97.1,110.6
2025-05-02,3,95.7,95.7,198
2025-05-02,4,97.1,97.1,143.2
2025-05-02,5,170,170,84
2025-05-02,6,170.1,170.1,88
2025-05-02,7,97.1,97.1,110
2025-05-02,8,107,107,100
2025-05-02,9,109,109,90
2025-05-02,10,109.1,109.1,32
2025-05-02,11,109.1,109.1,32
2025-05-02,12,109.1,109.1,32
2025-05-02,13,109.1,109.1,32
2025-05-02,14,109.1,109.1,32
2025-05-02,15,109.1,109.1,32
2025-05-02,16,118.1,118.1,12
2025-05-02,17,170.1,170.1,71
2025-05-02,18,312.8,312.8,110
2025-05-02,19,321.7,321.7,110
2025-05-02,20,317.9,317.9,80
2025-05-02,21,170,170,39
2025-05-02,22,145,145,39
2025-05-02,23,97.1,97.1,111.3
2025-05-03,0,97.2,97.2,143
2025-05-03,1,97.2,100.1,139.8
2025-05-03,2,97.2,103,139.5
2025-05-03,3,97.2,103,139.5
2025-05-03,4,97.2,103,129.8
2025-05-03,5,102.6,103,46
2025-05-03,6,105,105,4
2025-05-03,7,110,110,5
2025-05-03,8,109.9,109.9,15
2025-05-03,9,109.9,109.9,15
2025-05-03,10,120.1,120.1,15
2025-05-03,11,120.1,120.1,15
2025-05-03,12,120.1,120.1,15
2025-05-03,13,120.1,120.1,15
2025-05-03,14,120.1,120.1,15
2025-05-03,15,120.1,120.1,15
2025-05-03,16,105,105,5
2025-05-03,17,181.1,181.1,55
2025-05-03,18,346,346,96
2025-05-03,19,346.1,346.1,116
2025-05-03,20,346,346,76
2025-05-03,21,170,170,15.9
2025-05-03,22,97,97,128
2025-05-03,23,97.2,97.2,134
2025-05-04,0,97.1,103,181.5
2025-05-04,1,97.1,103,181.2
2025-05-04,2,97.1,103,181.2
2025-05-04,3,97.1,103,180.8
2025-05-04,4,97.1,103,180.8
2025-05-04,5,99.1,103,36
2025-05-04,6,98.4,103.2,6
2025-05-04,7,104.9,104.9,1
2025-05-04,8,109.1,109.1,5
2025-05-04,9,109.1,109.1,5
2025-05-04,10,109.1,109.1,105
2025-05-04,11,109.1,109.1,105
2025-05-04,12,109.1,109.1,105
2025-05-04,13,109.1,109.1,105
2025-05-04,14,109.1,109.1,105
2025-05-04,15,120.1,120.1,5
2025-05-04,16,105,105,5
2025-05-04,17,170.1,170.1,52
2025-05-04,18,346,346,97
2025-05-04,19,346.1,346.1,116
2025-05-04,20,346,346,81
2025-05-04,21,170,170,15.9
2025-05-04,22,96.9,96.9,174
2025-05-04,23,97.1,97.1,146.5
2025-05-05,0,97.3,97.3,143
2025-05-05,1,97.3,100.1,138.4
2025-05-05,2,97.3,103,138.2
2025-05-05,3,97.3,103,138.2
2025-05-05,4,97.1,103,138.2
