date,hourlyid,market,tradedate,hour,price,volume,date,year,month,day,day_of_week,month_no,hour_ref
2018-08-01,48980,1,2018-08-01,3,27.27,219.0,2018-08-01,2018,8,1,2,2018.08,weekday_3
2018-08-01,48990,1,2018-08-01,13,73.98,236.1,2018-08-01,2018,8,1,2,2018.08,weekday_13
2018-08-01,49000,1,2018-08-01,23,27.45,182.0,2018-08-01,2018,8,1,2,2018.08,weekday_23
2018-08-02,49012,1,2018-08-02,11,74.34,235.5,2018-08-02,2018,8,2,3,2018.08,weekday_11
2018-08-02,49023,1,2018-08-02,22,27.67,124.0,2018-08-02,2018,8,2,3,2018.08,weekday_22
2018-08-03,49030,1,2018-08-03,5,34.06,149.0,2018-08-03,2018,8,3,4,2018.08,weekday_5
2018-08-03,49039,1,2018-08-03,14,55.62,60.0,2018-08-03,2018,8,3,4,2018.08,weekday_14
2018-08-04,49051,1,2018-08-04,2,26.83,199.0,2018-08-04,2018,8,4,5,2018.08,weekend_2
2018-08-04,49062,1,2018-08-04,13,24.98,141.0,2018-08-04,2018,8,4,5,2018.08,weekend_13
2018-08-05,49073,1,2018-08-05,0,26.85,205.0,2018-08-05,2018,8,5,6,2018.08,weekend_0
2018-08-05,49083,1,2018-08-05,10,24.99,161.0,2018-08-05,2018,8,5,6,2018.08,weekend_10
2018-08-05,49090,1,2018-08-05,17,28.36,152.0,2018-08-05,2018,8,5,6,2018.08,weekend_17
2018-08-06,49102,1,2018-08-06,5,33.18,140.0,2018-08-06,2018,8,6,0,2018.08,weekday_5
2018-08-06,49113,1,2018-08-06,16,59.91,75.0,2018-08-06,2018,8,6,0,2018.08,weekday_16
2018-08-07,49121,1,2018-08-07,0,24.98,165.0,2018-08-07,2018,8,7,1,2018.08,weekday_0
2018-08-07,49132,1,2018-08-07,11,57.92,91.0,2018-08-07,2018,8,7,1,2018.08,weekday_11
2018-08-07,49143,1,2018-08-07,22,26.84,178.1,2018-08-07,2018,8,7,1,2018.08,weekday_22
2018-08-08,49150,1,2018-08-08,5,35.11,289.0,2018-08-08,2018,8,8,2,2018.08,weekday_5
2018-08-08,49160,1,2018-08-08,15,54.96,167.9,2018-08-08,2018,8,8,2,2018.08,weekday_15
2018-08-09,49169,1,2018-08-09,0,25.04,209.0,2018-08-09,2018,8,9,3,2018.08,weekday_0
2018-08-09,49179,1,2018-08-09,10,53.97,172.0,2018-08-09,2018,8,9,3,2018.08,weekday_10
2018-08-09,49189,1,2018-08-09,20,87.48,235.0,2018-08-09,2018,8,9,3,2018.08,weekday_20
2018-08-10,49199,1,2018-08-10,6,149.46,283.4,2018-08-10,2018,8,10,4,2018.08,weekday_6
2018-08-10,49209,1,2018-08-10,16,52.99,216.0,2018-08-10,2018,8,10,4,2018.08,weekday_16
2018-08-11,49219,1,2018-08-11,2,23.99,220.0,2018-08-11,2018,8,11,5,2018.08,weekend_2
2018-08-01,48984,1,2018-08-01,7,158.51,233.6,2018-08-01,2018,8,1,2,2018.08,weekday_7
2018-08-01,48994,1,2018-08-01,17,152.07,149.0,2018-08-01,2018,8,1,2,2018.08,weekday_17
2018-08-02,49004,1,2018-08-02,3,27.35,214.0,2018-08-02,2018,8,2,3,2018.08,weekday_3
2018-08-02,49014,1,2018-08-02,13,73.99,243.0,2018-08-02,2018,8,2,3,2018.08,weekday_13
2018-08-02,49024,1,2018-08-02,23,27.47,179.0,2018-08-02,2018,8,2,3,2018.08,weekday_23
2018-08-03,49034,1,2018-08-03,9,93.9,121.0,2018-08-03,2018,8,3,4,2018.08,weekday_9
2018-08-03,49046,1,2018-08-03,21,60.05,110.0,2018-08-03,2018,8,3,4,2018.08,weekday_21
2018-08-04,49056,1,2018-08-04,7,55.23,141.0,2018-08-04,2018,8,4,5,2018.08,weekend_7
2018-08-04,49067,1,2018-08-04,18,90.44,209.0,2018-08-04,2018,8,4,5,2018.08,weekend_18
2018-08-05,49078,1,2018-08-05,5,27.45,254.0,2018-08-05,2018,8,5,6,2018.08,weekend_5
2018-08-05,49086,1,2018-08-05,13,24.96,124.0,2018-08-05,2018,8,5,6,2018.08,weekend_13
2018-08-05,49095,1,2018-08-05,22,26.86,249.0,2018-08-05,2018,8,5,6,2018.08,weekend_22
2018-08-06,49106,1,2018-08-06,9,89.91,131.0,2018-08-06,2018,8,6,0,2018.08,weekday_9
2018-08-06,49115,1,2018-08-06,18,149.14,253.0,2018-08-06,2018,8,6,0,2018.08,weekday_18
2018-08-07,49125,1,2018-08-07,4,24.99,170.0,2018-08-07,2018,8,7,1,2018.08,weekday_4
2018-08-07,49135,1,2018-08-07,14,57.91,81.0,2018-08-07,2018,8,7,1,2018.08,weekday_14
2018-08-07,49144,1,2018-08-07,23,25.06,200.0,2018-08-07,2018,8,7,1,2018.08,weekday_23
2018-08-08,49154,1,2018-08-08,9,79.96,156.0,2018-08-08,2018,8,8,2,2018.08,weekday_9
2018-08-08,49164,1,2018-08-08,19,94.91,251.4,2018-08-08,2018,8,8,2,2018.08,weekday_19
2018-08-09,49176,1,2018-08-09,7,145.7,100.0,2018-08-09,2018,8,9,3,2018.08,weekday_7
2018-08-09,49187,1,2018-08-09,18,148.88,189.0,2018-08-09,2018,8,9,3,2018.08,weekday_18
2018-08-10,49198,1,2018-08-10,5,35.01,342.7,2018-08-10,2018,8,10,4,2018.08,weekday_5
2018-08-10,49207,1,2018-08-10,14,53.0,231.0,2018-08-10,2018,8,10,4,2018.08,weekday_14
2018-08-11,49218,1,2018-08-11,1,24.0,222.0,2018-08-11,2018,8,11,5,2018.08,weekend_1
2018-08-11,49226,1,2018-08-11,9,61.73,206.0,2018-08-11,2018,8,11,5,2018.08,weekend_9
2018-08-11,49236,1,2018-08-11,19,90.68,310.8,2018-08-11,2018,8,11,5,2018.08,weekend_19
