date,hourlyid,market,tradedate,hour,price,volume,date,year,month,day,day_of_week,month_no,hour_ref
2016-05-01,29251,1,2016-05-01,2,29.99,50.0,2016-05-01,2016,5,1,6,2016.05,weekend_2
2016-05-01,29264,1,2016-05-01,15,35.07,69.0,2016-05-01,2016,5,1,6,2016.05,weekend_15
2016-05-01,29271,1,2016-05-01,22,47.89,80.0,2016-05-01,2016,5,1,6,2016.05,weekend_22
2016-05-02,29280,1,2016-05-02,7,45.89,37.2,2016-05-02,2016,5,2,0,2016.05,weekday_7
2016-05-02,29289,1,2016-05-02,16,35.21,3.0,2016-05-02,2016,5,2,0,2016.05,weekday_16
2016-05-03,29300,1,2016-05-03,3,30.45,50.0,2016-05-03,2016,5,3,1,2016.05,weekday_3
2016-05-03,29311,1,2016-05-03,14,35.04,3.0,2016-05-03,2016,5,3,1,2016.05,weekday_14
2016-05-04,29321,1,2016-05-04,0,30.03,50.0,2016-05-04,2016,5,4,2,2016.05,weekday_0
2016-05-04,29328,1,2016-05-04,7,130.2,5.0,2016-05-04,2016,5,4,2,2016.05,weekday_7
2016-05-04,29337,1,2016-05-04,16,144.34,26.0,2016-05-04,2016,5,4,2,2016.05,weekday_16
2016-05-05,29350,1,2016-05-05,5,30.64,50.0,2016-05-05,2016,5,5,3,2016.05,weekday_5
2016-05-05,29361,1,2016-05-05,16,143.7,26.0,2016-05-05,2016,5,5,3,2016.05,weekday_16
2016-05-06,29369,1,2016-05-06,0,26.8,50.0,2016-05-06,2016,5,6,4,2016.05,weekday_0
2016-05-06,29379,1,2016-05-06,10,108.26,0.0,2016-05-06,2016,5,6,4,2016.05,weekday_10
2016-05-06,29390,1,2016-05-06,21,67.12,40.0,2016-05-06,2016,5,6,4,2016.05,weekday_21
2016-05-07,29400,1,2016-05-07,7,24.95,13.0,2016-05-07,2016,5,7,5,2016.05,weekend_7
2016-05-07,29409,1,2016-05-07,16,59.59,4.0,2016-05-07,2016,5,7,5,2016.05,weekend_16
2016-05-08,29424,1,2016-05-08,7,23.09,8.0,2016-05-08,2016,5,8,6,2016.05,weekend_7
2016-05-08,29433,1,2016-05-08,16,23.13,8.0,2016-05-08,2016,5,8,6,2016.05,weekend_16
2016-05-09,29444,1,2016-05-09,3,24.73,80.0,2016-05-09,2016,5,9,0,2016.05,weekday_3
2016-05-09,29454,1,2016-05-09,13,108.05,0.0,2016-05-09,2016,5,9,0,2016.05,weekday_13
2016-05-09,29464,1,2016-05-09,23,25.05,80.0,2016-05-09,2016,5,9,0,2016.05,weekday_23
2016-05-10,29472,1,2016-05-10,7,29.8,36.0,2016-05-10,2016,5,10,1,2016.05,weekday_7
2016-05-10,29478,1,2016-05-10,13,99.38,0.0,2016-05-10,2016,5,10,1,2016.05,weekday_13
