date,hourlyid,market,tradedate,hour,price,volume,date,year,month,day,day_of_week,month_no,hour_ref
2018-05-01,46776,1,2018-05-01,7,14.92,25.0,2018-05-01,2018,5,1,1,2018.05,weekday_7
2018-05-01,46786,1,2018-05-01,17,14.98,79.0,2018-05-01,2018,5,1,1,2018.05,weekday_17
2018-05-02,46798,1,2018-05-02,5,14.98,90.0,2018-05-02,2018,5,2,2,2018.05,weekday_5
2018-05-02,46808,1,2018-05-02,15,34.55,107.0,2018-05-02,2018,5,2,2,2018.05,weekday_15
2018-05-03,46818,1,2018-05-03,1,14.94,47.0,2018-05-03,2018,5,3,3,2018.05,weekday_1
2018-05-03,46828,1,2018-05-03,11,33.28,52.0,2018-05-03,2018,5,3,3,2018.05,weekday_11
2018-05-01,46775,1,2018-05-01,6,14.93,47.0,2018-05-01,2018,5,1,1,2018.05,weekday_6
2018-05-01,46785,1,2018-05-01,16,14.95,69.0,2018-05-01,2018,5,1,1,2018.05,weekday_16
2018-05-02,46795,1,2018-05-02,2,14.97,50.0,2018-05-02,2018,5,2,2,2018.05,weekday_2
2018-05-02,46803,1,2018-05-02,10,34.53,91.0,2018-05-02,2018,5,2,2,2018.05,weekday_10
2018-05-02,46813,1,2018-05-02,20,37.26,94.0,2018-05-02,2018,5,2,2,2018.05,weekday_20
2018-05-03,46825,1,2018-05-03,8,33.55,61.0,2018-05-03,2018,5,3,3,2018.05,weekday_8
2018-05-03,46835,1,2018-05-03,18,54.96,93.0,2018-05-03,2018,5,3,3,2018.05,weekday_18
2018-05-01,46773,1,2018-05-01,4,14.96,47.0,2018-05-01,2018,5,1,1,2018.05,weekday_4
2018-05-01,46783,1,2018-05-01,14,14.95,60.0,2018-05-01,2018,5,1,1,2018.05,weekday_14
2018-05-02,46793,1,2018-05-02,0,15.0,52.0,2018-05-02,2018,5,2,2,2018.05,weekday_0
2018-05-02,46802,1,2018-05-02,9,34.57,71.0,2018-05-02,2018,5,2,2,2018.05,weekday_9
2018-05-02,46811,1,2018-05-02,18,59.82,86.0,2018-05-02,2018,5,2,2,2018.05,weekday_18
2018-05-03,46821,1,2018-05-03,4,14.94,49.0,2018-05-03,2018,5,3,3,2018.05,weekday_4
2018-05-03,46832,1,2018-05-03,15,33.31,58.0,2018-05-03,2018,5,3,3,2018.05,weekday_15
2018-05-04,46841,1,2018-05-04,0,13.99,46.0,2018-05-04,2018,5,4,4,2018.05,weekday_0
2018-05-01,46777,1,2018-05-01,8,14.92,31.0,2018-05-01,2018,5,1,1,2018.05,weekday_8
2018-05-01,46788,1,2018-05-01,19,37.28,32.0,2018-05-01,2018,5,1,1,2018.05,weekday_19
2018-05-02,46796,1,2018-05-02,3,14.97,56.0,2018-05-02,2018,5,2,2,2018.05,weekday_3
2018-05-02,46807,1,2018-05-02,14,34.54,101.0,2018-05-02,2018,5,2,2,2018.05,weekday_14
2018-05-03,46817,1,2018-05-03,0,14.94,48.0,2018-05-03,2018,5,3,3,2018.05,weekday_0
2018-05-03,46827,1,2018-05-03,10,33.5,57.0,2018-05-03,2018,5,3,3,2018.05,weekday_10
2018-05-03,46837,1,2018-05-03,20,33.55,67.0,2018-05-03,2018,5,3,3,2018.05,weekday_20
2018-05-04,46848,1,2018-05-04,7,31.94,56.0,2018-05-04,2018,5,4,4,2018.05,weekday_7
2018-05-01,46770,1,2018-05-01,1,14.97,43.0,2018-05-01,2018,5,1,1,2018.05,weekday_1
2018-05-01,46778,1,2018-05-01,9,14.93,34.0,2018-05-01,2018,5,1,1,2018.05,weekday_9
2018-05-01,46787,1,2018-05-01,18,37.28,41.0,2018-05-01,2018,5,1,1,2018.05,weekday_18
2018-05-02,46797,1,2018-05-02,4,16.0,70.0,2018-05-02,2018,5,2,2,2018.05,weekday_4
2018-05-02,46806,1,2018-05-02,13,34.54,106.0,2018-05-02,2018,5,2,2,2018.05,weekday_13
2018-05-02,46816,1,2018-05-02,23,17.0,62.0,2018-05-02,2018,5,2,2,2018.05,weekday_23
2018-05-03,46826,1,2018-05-03,9,33.55,58.0,2018-05-03,2018,5,3,3,2018.05,weekday_9
2018-05-03,46836,1,2018-05-03,19,60.15,70.0,2018-05-03,2018,5,3,3,2018.05,weekday_19
2018-05-04,46846,1,2018-05-04,5,13.97,84.0,2018-05-04,2018,5,4,4,2018.05,weekday_5
2018-05-04,46856,1,2018-05-04,15,31.95,83.0,2018-05-04,2018,5,4,4,2018.05,weekday_15
2018-05-01,46779,1,2018-05-01,10,14.95,55.0,2018-05-01,2018,5,1,1,2018.05,weekday_10
