date,hourlyid,market,tradedate,hour,price,volume,date,year,month,day,day_of_week,month_no,hour_ref
2017-09-01,40967,1,2017-09-01,6,75.0,0.0,2017-09-01,2017,9,1,4,2017.09,weekday_6
2017-09-01,40977,1,2017-09-01,16,65.56,160.0,2017-09-01,2017,9,1,4,2017.09,weekday_16
2017-09-02,40987,1,2017-09-02,2,29.26,180.0,2017-09-02,2017,9,2,5,2017.09,weekend_2
2017-09-02,40999,1,2017-09-02,14,29.87,164.0,2017-09-02,2017,9,2,5,2017.09,weekend_14
2017-09-03,41009,1,2017-09-03,0,29.61,180.1,2017-09-03,2017,9,3,6,2017.09,weekend_0
2017-09-03,41020,1,2017-09-03,11,30.43,220.7,2017-09-03,2017,9,3,6,2017.09,weekend_11
2017-09-03,41028,1,2017-09-03,19,37.58,167.4,2017-09-03,2017,9,3,6,2017.09,weekend_19
2017-09-04,41037,1,2017-09-04,4,30.54,195.6,2017-09-04,2017,9,4,0,2017.09,weekday_4
2017-09-04,41047,1,2017-09-04,14,60.06,60.0,2017-09-04,2017,9,4,0,2017.09,weekday_14
2017-09-05,41058,1,2017-09-05,1,28.72,233.0,2017-09-05,2017,9,5,1,2017.09,weekday_1
2017-09-05,41068,1,2017-09-05,11,62.85,125.7,2017-09-05,2017,9,5,1,2017.09,weekday_11
2017-09-05,41078,1,2017-09-05,21,61.36,161.0,2017-09-05,2017,9,5,1,2017.09,weekday_21
2017-09-06,41088,1,2017-09-06,7,65.05,157.0,2017-09-06,2017,9,6,2,2017.09,weekday_7
2017-09-06,41097,1,2017-09-06,16,62.67,155.4,2017-09-06,2017,9,6,2,2017.09,weekday_16
2017-09-07,41110,1,2017-09-07,5,31.3,319.2,2017-09-07,2017,9,7,3,2017.09,weekday_5
2017-09-07,41119,1,2017-09-07,14,60.09,201.0,2017-09-07,2017,9,7,3,2017.09,weekday_14
2017-09-07,41127,1,2017-09-07,22,31.27,328.7,2017-09-07,2017,9,7,3,2017.09,weekday_22
2017-09-08,41137,1,2017-09-08,8,75.08,134.0,2017-09-08,2017,9,8,4,2017.09,weekday_8
2017-09-08,41147,1,2017-09-08,18,87.95,105.9,2017-09-08,2017,9,8,4,2017.09,weekday_18
2017-09-09,41158,1,2017-09-09,5,32.08,229.0,2017-09-09,2017,9,9,5,2017.09,weekend_5
2017-09-09,41167,1,2017-09-09,14,31.65,268.6,2017-09-09,2017,9,9,5,2017.09,weekend_14
2017-09-10,41177,1,2017-09-10,0,31.85,257.7,2017-09-10,2017,9,10,6,2017.09,weekend_0
2017-09-10,41187,1,2017-09-10,10,32.84,316.0,2017-09-10,2017,9,10,6,2017.09,weekend_10
2017-09-10,41197,1,2017-09-10,20,33.07,276.9,2017-09-10,2017,9,10,6,2017.09,weekend_20
2017-09-11,41207,1,2017-09-11,6,64.93,150.0,2017-09-11,2017,9,11,0,2017.09,weekday_6
2017-09-11,41218,1,2017-09-11,17,64.96,103.0,2017-09-11,2017,9,11,0,2017.09,weekday_17
2017-09-12,41232,1,2017-09-12,7,71.25,214.0,2017-09-12,2017,9,12,1,2017.09,weekday_7
2017-09-12,41241,1,2017-09-12,16,64.99,256.7,2017-09-12,2017,9,12,1,2017.09,weekday_16
2017-09-13,41250,1,2017-09-13,1,28.91,248.0,2017-09-13,2017,9,13,2,2017.09,weekday_1
2017-09-13,41259,1,2017-09-13,10,64.78,256.0,2017-09-13,2017,9,13,2,2017.09,weekday_10
