,0,1,2
0,Date:Time,Price(USD/MWh),Turnover(MWh)
1,(2019/04/01) 00-01,28.13,97
2,(2019/04/01) 01-02,24.98,87
3,(2019/04/01) 02-03,24.97,82
4,(2019/04/01) 03-04,24.98,87
5,(2019/04/01) 04-05,24.98,122
6,(2019/04/01) 05-06,33.32,182
7,(2019/04/01) 06-07,63.28,195
8,(2019/04/01) 07-08,84.99,166
9,(2019/04/01) 08-09,90.91,177.1
10,(2019/04/01) 09-10,90.93,153.2
11,(2019/04/01) 10-11,68.79,218
12,(2019/04/01) 11-12,69.61,223
13,(2019/04/01) 12-13,69.97,228
14,(2019/04/01) 13-14,69.55,228
15,(2019/04/01) 14-15,70.31,233
16,(2019/04/01) 15-16,70.62,233
17,(2019/04/01) 16-17,70.27,223
18,(2019/04/01) 17-18,68.08,211
19,(2019/04/01) 18-19,97.95,120.8
20,(2019/04/01) 19-20,97.97,84.8
21,(2019/04/01) 20-21,70.92,197.4
22,(2019/04/01) 21-22,66.8,203
23,(2019/04/01) 22-23,30.1,163
24,(2019/04/01) 23-24,28.57,128
25,(2019/04/02) 00-01,28.42,106
26,(2019/04/02) 01-02,27.9,96
27,(2019/04/02) 02-03,24.95,91
28,(2019/04/02) 03-04,27.81,96
29,(2019/04/02) 04-05,27.81,126
30,(2019/04/02) 05-06,29.57,196
31,(2019/04/02) 06-07,70.94,140
32,(2019/04/02) 07-08,92.91,158.3
33,(2019/04/02) 08-09,92.94,128.4
34,(2019/04/02) 09-10,92.94,121.4
35,(2019/04/02) 10-11,70.96,93.1
36,(2019/04/02) 11-12,70.95,127.1
37,(2019/04/02) 12-13,70.95,135.1
38,(2019/04/02) 13-14,70.94,142
39,(2019/04/02) 14-15,70.94,137.1
40,(2019/04/02) 15-16,70.95,137.1
41,(2019/04/02) 16-17,70.95,119.1
42,(2019/04/02) 17-18,70.94,129
43,(2019/04/02) 18-19,97.96,93.6
44,(2019/04/02) 19-20,97.98,57.7
45,(2019/04/02) 20-21,70.96,107.1
46,(2019/04/02) 21-22,70.95,116.1
47,(2019/04/02) 22-23,29.52,156
48,(2019/04/02) 23-24,28.14,131
49,(2019/04/03) 00-01,29.6,117
50,(2019/04/03) 01-02,29,107
51,(2019/04/03) 02-03,28.91,107
52,(2019/04/03) 03-04,28.84,112
53,(2019/04/03) 04-05,28.89,142
54,(2019/04/03) 05-06,30.83,222
55,(2019/04/03) 06-07,70.94,142.9
56,(2019/04/03) 07-08,89.99,135
57,(2019/04/03) 08-09,92.92,131.8
58,(2019/04/03) 09-10,92.93,117.9
59,(2019/04/03) 10-11,70.97,91.1
60,(2019/04/03) 11-12,70.95,130.9
61,(2019/04/03) 12-13,70.95,132.9
62,(2019/04/03) 13-14,70.95,141.8
63,(2019/04/03) 14-15,70.95,136.9
64,(2019/04/03) 15-16,70.95,139.9
65,(2019/04/03) 16-17,70.96,104
66,(2019/04/03) 17-18,70.95,121.9
67,(2019/04/03) 18-19,97.95,128.1
68,(2019/04/03) 19-20,97.97,101.2
69,(2019/04/03) 20-21,70.97,101.1
70,(2019/04/03) 21-22,70.95,114.9
71,(2019/04/03) 22-23,30.21,152
72,(2019/04/03) 23-24,29.31,137
73,(2019/04/04) 00-01,29.92,124
74,(2019/04/04) 01-02,29.4,114
75,(2019/04/04) 02-03,29.09,109
76,(2019/04/04) 03-04,29.06,114
77,(2019/04/04) 04-05,29.35,154
78,(2019/04/04) 05-06,32.8,224
79,(2019/04/04) 06-07,70.95,134.2
80,(2019/04/04) 07-08,92,197
81,(2019/04/04) 08-09,92.92,174.2
82,(2019/04/04) 09-10,91.91,125
83,(2019/04/04) 10-11,70.96,105.1
84,(2019/04/04) 11-12,70.94,137.2
85,(2019/04/04) 12-13,70.94,142.5
86,(2019/04/04) 13-14,70.94,150.3
87,(2019/04/04) 14-15,70.94,146.7
88,(2019/04/04) 15-16,70.95,134.1
89,(2019/04/04) 16-17,70.96,106.3
90,(2019/04/04) 17-18,70.95,118.2
91,(2019/04/04) 18-19,97.95,143.3
92,(2019/04/04) 19-20,97.96,118.3
93,(2019/04/04) 20-21,70.96,112.6
94,(2019/04/04) 21-22,70.94,141.8
95,(2019/04/04) 22-23,30.47,165
96,(2019/04/04) 23-24,29.18,135
97,(2019/04/05) 00-01,29.46,100
98,(2019/04/05) 01-02,29.07,95
99,(2019/04/05) 02-03,28.72,85
100,(2019/04/05) 03-04,28.74,90
101,(2019/04/05) 04-05,28.67,125
102,(2019/04/05) 05-06,30,190
103,(2019/04/05) 06-07,70.94,138.1
104,(2019/04/05) 07-08,91.96,195
105,(2019/04/05) 08-09,92,205
106,(2019/04/05) 09-10,92.91,200.1
107,(2019/04/05) 10-11,70.97,95.2
108,(2019/04/05) 11-12,70.95,130.2
109,(2019/04/05) 12-13,70.95,136.2
110,(2019/04/05) 13-14,70.95,142.2
111,(2019/04/05) 14-15,70.95,138.2
112,(2019/04/05) 15-16,70.95,143.2
113,(2019/04/05) 16-17,70.95,118.1
114,(2019/04/05) 17-18,70.95,117.1
115,(2019/04/05) 18-19,97.92,179
116,(2019/04/05) 19-20,97.95,140
117,(2019/04/05) 20-21,70.95,123.2
118,(2019/04/05) 21-22,70.93,145.8
119,(2019/04/05) 22-23,30.03,145
120,(2019/04/05) 23-24,28.8,110
121,(2019/04/06) 00-01,21.99,77.3
122,(2019/04/06) 01-02,21.97,73.7
123,(2019/04/06) 02-03,21.96,71.8
124,(2019/04/06) 03-04,21.96,71.8
125,(2019/04/06) 04-05,21.95,78.6
126,(2019/04/06) 05-06,21.95,79
127,(2019/04/06) 06-07,21.96,102.1
128,(2019/04/06) 07-08,65.93,163
129,(2019/04/06) 08-09,67.91,164.9
130,(2019/04/06) 09-10,67.93,149.1
131,(2019/04/06) 10-11,67.93,146.1
132,(2019/04/06) 11-12,67.93,150.1
133,(2019/04/06) 12-13,30.76,195
134,(2019/04/06) 13-14,30.7,195
135,(2019/04/06) 14-15,30.41,190
136,(2019/04/06) 15-16,30.17,180
137,(2019/04/06) 16-17,29.71,165
138,(2019/04/06) 17-18,29.63,163
139,(2019/04/06) 18-19,67.96,90.7
140,(2019/04/06) 19-20,67.99,53.1
141,(2019/04/06) 20-21,33.52,204
142,(2019/04/06) 21-22,31.8,170
143,(2019/04/06) 22-23,30.4,140
144,(2019/04/06) 23-24,28.82,115
145,(2019/04/07) 00-01,30,110
146,(2019/04/07) 01-02,28.86,100
147,(2019/04/07) 02-03,24.17,101
148,(2019/04/07) 03-04,21.99,98
149,(2019/04/07) 04-05,21.97,103
150,(2019/04/07) 05-06,21.96,103
151,(2019/04/07) 06-07,21.97,134
152,(2019/04/07) 07-08,24.17,179
153,(2019/04/07) 08-09,24.23,172
154,(2019/04/07) 09-10,24.23,170
155,(2019/04/07) 10-11,24.22,174
156,(2019/04/07) 11-12,24.22,176
157,(2019/04/07) 12-13,24.23,172
158,(2019/04/07) 13-14,28.7,175
159,(2019/04/07) 14-15,24.22,175
160,(2019/04/07) 15-16,28.78,170
161,(2019/04/07) 16-17,29.32,165
162,(2019/04/07) 17-18,29.79,168
163,(2019/04/07) 18-19,40.89,209
164,(2019/04/07) 19-20,42.69,229
165,(2019/04/07) 20-21,36.5,209
166,(2019/04/07) 21-22,34.48,190
167,(2019/04/07) 22-23,30.53,145
