,0,1,2
0,Date:Time,Price(USD/MWh),Turnover(MWh)
1,(2021/01/01) 00-01,50.18,165
2,(2021/01/01) 01-02,50.16,154
3,(2021/01/01) 02-03,50.14,147
4,(2021/01/01) 03-04,50.13,145
5,(2021/01/01) 04-05,50.12,135
6,(2021/01/01) 05-06,50.05,61
7,(2021/01/01) 06-07,50.03,61
8,(2021/01/01) 07-08,50.04,61
9,(2021/01/01) 08-09,50.05,61
10,(2021/01/01) 09-10,50.05,63
11,(2021/01/01) 10-11,50.06,76
12,(2021/01/01) 11-12,50.07,76
13,(2021/01/01) 12-13,50.06,76
14,(2021/01/01) 13-14,50.06,76
15,(2021/01/01) 14-15,50.06,76
16,(2021/01/01) 15-16,50.06,76
17,(2021/01/01) 16-17,50.05,76
18,(2021/01/01) 17-18,50.05,76
19,(2021/01/01) 18-19,50.03,29
20,(2021/01/01) 19-20,50.11,56
21,(2021/01/01) 20-21,60.29,74
22,(2021/01/01) 21-22,50.19,120
23,(2021/01/01) 22-23,51.86,150.4
24,(2021/01/01) 23-24,50.31,163
25,(2021/01/02) 00-01,50.1,153
26,(2021/01/02) 01-02,50.07,148
27,(2021/01/02) 02-03,50.06,140
28,(2021/01/02) 03-04,50.06,138
29,(2021/01/02) 04-05,50.06,137
30,(2021/01/02) 05-06,50.04,114
31,(2021/01/02) 06-07,50.01,61
32,(2021/01/02) 07-08,60.02,71
33,(2021/01/02) 08-09,60.03,71
34,(2021/01/02) 09-10,60.03,73
35,(2021/01/02) 10-11,60.04,86
36,(2021/01/02) 11-12,60.04,86
37,(2021/01/02) 12-13,50.04,76
38,(2021/01/02) 13-14,50.03,76
39,(2021/01/02) 14-15,50.03,76
40,(2021/01/02) 15-16,50.03,76
41,(2021/01/02) 16-17,50.03,76
42,(2021/01/02) 17-18,50.03,76
43,(2021/01/02) 18-19,60.02,40
44,(2021/01/02) 19-20,60.03,40
45,(2021/01/02) 20-21,50.03,29
46,(2021/01/02) 21-22,50.05,64
47,(2021/01/02) 22-23,52,121
48,(2021/01/02) 23-24,50.1,162
49,(2021/01/03) 00-01,51.73,140.7
50,(2021/01/03) 01-02,50.08,138
51,(2021/01/03) 02-03,50.06,135
52,(2021/01/03) 03-04,50.05,131
53,(2021/01/03) 04-05,50.06,132
54,(2021/01/03) 05-06,50.02,60
55,(2021/01/03) 06-07,50.01,57
56,(2021/01/03) 07-08,50.02,57
57,(2021/01/03) 08-09,50.02,57
58,(2021/01/03) 09-10,50.02,59
59,(2021/01/03) 10-11,50.02,71
60,(2021/01/03) 11-12,50.02,71
61,(2021/01/03) 12-13,50.02,71
62,(2021/01/03) 13-14,50.02,71
63,(2021/01/03) 14-15,50.02,71
64,(2021/01/03) 15-16,50.02,71
65,(2021/01/03) 16-17,50.02,71
66,(2021/01/03) 17-18,50.02,71
67,(2021/01/03) 18-19,50.03,69
68,(2021/01/03) 19-20,50.08,99
69,(2021/01/03) 20-21,54.49,114
70,(2021/01/03) 21-22,52.63,140
71,(2021/01/03) 22-23,52.03,136
72,(2021/01/03) 23-24,51.72,190.4
73,(2021/01/04) 00-01,50.09,152
74,(2021/01/04) 01-02,50.07,148
75,(2021/01/04) 02-03,50.06,141
76,(2021/01/04) 03-04,50.06,137
77,(2021/01/04) 04-05,50.06,135
78,(2021/01/04) 05-06,50.05,139
79,(2021/01/04) 06-07,50.02,71
80,(2021/01/04) 07-08,102.33,91
81,(2021/01/04) 08-09,102.35,91
82,(2021/01/04) 09-10,102.35,93
83,(2021/01/04) 10-11,60.05,85
84,(2021/01/04) 11-12,60.05,85
85,(2021/01/04) 12-13,60.05,85
86,(2021/01/04) 13-14,60.05,86
87,(2021/01/04) 14-15,60.05,86
88,(2021/01/04) 15-16,60.04,86
89,(2021/01/04) 16-17,60.03,86
90,(2021/01/04) 17-18,60.03,86
91,(2021/01/04) 18-19,90.05,85.5
92,(2021/01/04) 19-20,177.94,60
93,(2021/01/04) 20-21,60.05,50
94,(2021/01/04) 21-22,60.05,73
95,(2021/01/04) 22-23,52.17,110
96,(2021/01/04) 23-24,51.81,159
97,(2021/01/05) 00-01,51.04,126
98,(2021/01/05) 01-02,50.16,124
99,(2021/01/05) 02-03,50.15,121
100,(2021/01/05) 03-04,50.13,117
101,(2021/01/05) 04-05,50.15,139
102,(2021/01/05) 05-06,50.09,114
103,(2021/01/05) 06-07,50.04,61
104,(2021/01/05) 07-08,102.38,81
105,(2021/01/05) 08-09,102.39,81
106,(2021/01/05) 09-10,102.39,83
107,(2021/01/05) 10-11,60.09,72
108,(2021/01/05) 11-12,60.09,72
109,(2021/01/05) 12-13,60.09,72
110,(2021/01/05) 13-14,60.11,72
111,(2021/01/05) 14-15,60.08,72
112,(2021/01/05) 15-16,60.07,72
113,(2021/01/05) 16-17,60.06,72
114,(2021/01/05) 17-18,60.06,72
115,(2021/01/05) 18-19,90.1,74.8
116,(2021/01/05) 19-20,299.2,48
117,(2021/01/05) 20-21,279.5,11
118,(2021/01/05) 21-22,204.55,29
119,(2021/01/05) 22-23,52.19,87.7
120,(2021/01/05) 23-24,51.82,130.7
121,(2021/01/06) 00-01,50.11,52
122,(2021/01/06) 01-02,50.01,52
123,(2021/01/06) 02-03,48.92,59.7
124,(2021/01/06) 03-04,48.78,83.8
125,(2021/01/06) 04-05,48.71,95.5
126,(2021/01/06) 05-06,49.56,52
127,(2021/01/06) 06-07,50.04,62
128,(2021/01/06) 07-08,102.39,82
129,(2021/01/06) 08-09,102.4,82
130,(2021/01/06) 09-10,102.41,84
131,(2021/01/06) 10-11,60.09,75
132,(2021/01/06) 11-12,60.1,75
133,(2021/01/06) 12-13,60.1,76
134,(2021/01/06) 13-14,60.09,75
135,(2021/01/06) 14-15,60.12,74
136,(2021/01/06) 15-16,60.11,74
137,(2021/01/06) 16-17,60.08,74
138,(2021/01/06) 17-18,60.07,74
139,(2021/01/06) 18-19,90.07,60
140,(2021/01/06) 19-20,189.39,60
141,(2021/01/06) 20-21,95.1,40
142,(2021/01/06) 21-22,198.04,74
143,(2021/01/06) 22-23,49.24,105
144,(2021/01/06) 23-24,48.69,125.1
145,(2021/01/07) 00-01,50.13,63
146,(2021/01/07) 01-02,50.12,63
147,(2021/01/07) 02-03,50.11,63
148,(2021/01/07) 03-04,50.09,63
149,(2021/01/07) 04-05,50.08,63
150,(2021/01/07) 05-06,50.06,63
151,(2021/01/07) 06-07,50.06,73
152,(2021/01/07) 07-08,101.03,93
153,(2021/01/07) 08-09,101.02,88
154,(2021/01/07) 09-10,101.03,90
155,(2021/01/07) 10-11,60.05,85
156,(2021/01/07) 11-12,60.05,85
157,(2021/01/07) 12-13,60.05,85
158,(2021/01/07) 13-14,60.06,85
159,(2021/01/07) 14-15,60.04,85
160,(2021/01/07) 15-16,60.04,85
161,(2021/01/07) 16-17,60.04,86
162,(2021/01/07) 17-18,60.07,86
163,(2021/01/07) 18-19,90.13,60
164,(2021/01/07) 19-20,190.02,60
165,(2021/01/07) 20-21,187.09,83
166,(2021/01/07) 21-22,187.95,93
167,(2021/01/07) 22-23,50.17,66
168,(2021/01/07) 23-24,50.02,64
169,(2021/01/08) 00-01,57.31,96
170,(2021/01/08) 01-02,55.76,129
171,(2021/01/08) 02-03,54.48,154
172,(2021/01/08) 03-04,50.2,170
173,(2021/01/08) 04-05,50.2,178
