,0,1,2
0,Date:Time,Price(USD/MWh),Turnover(MWh)
1,(2016/01/01) 00-01,40.1,477.5
2,(2016/01/01) 01-02,40.08,486.6
3,(2016/01/01) 02-03,40.06,495.6
4,(2016/01/01) 03-04,40.08,496.6
5,(2016/01/01) 04-05,40.07,502.9
6,(2016/01/01) 05-06,35.09,410.1
7,(2016/01/01) 06-07,35.1,413.3
8,(2016/01/01) 07-08,48.03,350
9,(2016/01/01) 08-09,45.1,323
10,(2016/01/01) 09-10,48.01,320
11,(2016/01/01) 10-11,48.01,320
12,(2016/01/01) 11-12,48.02,315
13,(2016/01/01) 12-13,48.03,310
14,(2016/01/01) 13-14,45.1,323
15,(2016/01/01) 14-15,45.09,323
16,(2016/01/01) 15-16,45.09,323
17,(2016/01/01) 16-17,56.08,100
18,(2016/01/01) 17-18,56.09,80
19,(2016/01/01) 18-19,60.02,53
20,(2016/01/01) 19-20,60.08,53
21,(2016/01/01) 20-21,60.02,56
22,(2016/01/01) 21-22,40.09,360
23,(2016/01/01) 22-23,40.08,486.6
24,(2016/01/01) 23-24,40.06,495.6
25,(2016/01/02) 00-01,43.95,479
26,(2016/01/02) 01-02,43.8,479
27,(2016/01/02) 02-03,43.8,479
28,(2016/01/02) 03-04,43.86,486
29,(2016/01/02) 04-05,43.56,486
30,(2016/01/02) 05-06,42.23,482
31,(2016/01/02) 06-07,40.03,403.1
32,(2016/01/02) 07-08,52,265
33,(2016/01/02) 08-09,52.1,215
34,(2016/01/02) 09-10,56.01,195
35,(2016/01/02) 10-11,56.05,140
36,(2016/01/02) 11-12,56.01,195
37,(2016/01/02) 12-13,50.06,280.8
38,(2016/01/02) 13-14,50.05,285.6
39,(2016/01/02) 14-15,50.31,263
40,(2016/01/02) 15-16,50.49,263
41,(2016/01/02) 16-17,56.07,115
42,(2016/01/02) 17-18,56.06,120
43,(2016/01/02) 18-19,113.28,40
44,(2016/01/02) 19-20,118.49,40
45,(2016/01/02) 20-21,50.01,300
46,(2016/01/02) 21-22,42.65,356
47,(2016/01/02) 22-23,44.16,476
48,(2016/01/02) 23-24,43.71,476
49,(2016/01/03) 00-01,44.81,476
50,(2016/01/03) 01-02,44.44,476
