,0,1,2
0,Date:Time,Price(USD/MWh),Turnover(MWh)
1,(2022/07/01) 00-01,35.85,107
2,(2022/07/01) 01-02,35.09,125.6
3,(2022/07/01) 02-03,35.09,125.7
4,(2022/07/01) 03-04,35.09,124.8
5,(2022/07/01) 04-05,40.12,103
6,(2022/07/01) 05-06,89.77,114
7,(2022/07/01) 06-07,150.42,126.4
8,(2022/07/01) 07-08,239.65,143.5
9,(2022/07/01) 08-09,238.15,126.1
10,(2022/07/01) 09-10,233.71,109
11,(2022/07/01) 10-11,110.87,98
12,(2022/07/01) 11-12,85.64,152.2
13,(2022/07/01) 12-13,82.68,156.5
14,(2022/07/01) 13-14,80.1,160.4
15,(2022/07/01) 14-15,80.09,153.5
16,(2022/07/01) 15-16,80.09,158.5
17,(2022/07/01) 16-17,80.77,160.4
18,(2022/07/01) 17-18,254.94,90
19,(2022/07/01) 18-19,281.02,56.2
20,(2022/07/01) 19-20,282.06,136
21,(2022/07/01) 20-21,121.61,194
22,(2022/07/01) 21-22,82.72,198.7
23,(2022/07/01) 22-23,63.37,140.6
24,(2022/07/01) 23-24,36.42,89
25,(2022/07/02) 00-01,32.78,186
26,(2022/07/02) 01-02,30.09,202
27,(2022/07/02) 02-03,30.08,198
28,(2022/07/02) 03-04,30.07,192
29,(2022/07/02) 04-05,30.09,188
30,(2022/07/02) 05-06,27.38,67
31,(2022/07/02) 06-07,30.01,78
32,(2022/07/02) 07-08,40.09,209
33,(2022/07/02) 08-09,58.15,191
34,(2022/07/02) 09-10,65.02,179.4
35,(2022/07/02) 10-11,65.03,167.4
36,(2022/07/02) 11-12,65.01,169.3
37,(2022/07/02) 12-13,44.91,110
38,(2022/07/02) 13-14,30.05,98
39,(2022/07/02) 14-15,30.03,88
40,(2022/07/02) 15-16,30.02,88
41,(2022/07/02) 16-17,30.03,93
42,(2022/07/02) 17-18,40.05,119
43,(2022/07/02) 18-19,65.05,130.6
44,(2022/07/02) 19-20,65.03,150.4
45,(2022/07/02) 20-21,30.09,134
46,(2022/07/02) 21-22,30.02,86
47,(2022/07/02) 22-23,34.29,123
48,(2022/07/02) 23-24,32.4,168
49,(2022/07/03) 00-01,29.67,92
50,(2022/07/03) 01-02,28.43,107
51,(2022/07/03) 02-03,27.9,112
52,(2022/07/03) 03-04,27.83,112
53,(2022/07/03) 04-05,28.37,107
54,(2022/07/03) 05-06,27.38,92
55,(2022/07/03) 06-07,30,74.6
56,(2022/07/03) 07-08,30.02,99.7
57,(2022/07/03) 08-09,30.07,158.3
58,(2022/07/03) 09-10,30.07,154
59,(2022/07/03) 10-11,30.07,138
60,(2022/07/03) 11-12,30.04,113
61,(2022/07/03) 12-13,30.03,93
62,(2022/07/03) 13-14,30.02,88
63,(2022/07/03) 14-15,30.02,88
64,(2022/07/03) 15-16,30.02,93
65,(2022/07/03) 16-17,30.05,116.6
66,(2022/07/03) 17-18,44.91,140
67,(2022/07/03) 18-19,44.95,94
68,(2022/07/03) 19-20,44.94,109
69,(2022/07/03) 20-21,44.91,141
70,(2022/07/03) 21-22,30.04,113
71,(2022/07/03) 22-23,30.03,94.1
72,(2022/07/03) 23-24,30.01,87.7
73,(2022/07/04) 00-01,38.65,146
74,(2022/07/04) 01-02,37.93,167
75,(2022/07/04) 02-03,37.86,168
76,(2022/07/04) 03-04,38.41,146
77,(2022/07/04) 04-05,44.53,109
78,(2022/07/04) 05-06,93.31,116
79,(2022/07/04) 06-07,171.24,200
80,(2022/07/04) 07-08,232.61,186
81,(2022/07/04) 08-09,232.61,164
82,(2022/07/04) 09-10,220.1,70
83,(2022/07/04) 10-11,109,80
84,(2022/07/04) 11-12,90.05,149
85,(2022/07/04) 12-13,90.05,134
86,(2022/07/04) 13-14,90.01,150
87,(2022/07/04) 14-15,88.32,153
88,(2022/07/04) 15-16,88.04,157
89,(2022/07/04) 16-17,90.01,143
90,(2022/07/04) 17-18,254.94,132
91,(2022/07/04) 18-19,280.01,73
92,(2022/07/04) 19-20,280.06,103
93,(2022/07/04) 20-21,129.48,133
94,(2022/07/04) 21-22,82.17,170
95,(2022/07/04) 22-23,74.42,127
96,(2022/07/04) 23-24,44.95,98
97,(2022/07/05) 00-01,39.01,132
98,(2022/07/05) 01-02,38.28,161
99,(2022/07/05) 02-03,38.17,164
100,(2022/07/05) 03-04,38.58,147
101,(2022/07/05) 04-05,45.52,91
102,(2022/07/05) 05-06,89.85,174
103,(2022/07/05) 06-07,200,263.9
104,(2022/07/05) 07-08,232.6,207.3
105,(2022/07/05) 08-09,232.58,183.2
106,(2022/07/05) 09-10,220.07,50
107,(2022/07/05) 10-11,102.06,45
108,(2022/07/05) 11-12,79.56,134
109,(2022/07/05) 12-13,79.08,119
110,(2022/07/05) 13-14,79.06,106
111,(2022/07/05) 14-15,79.06,105
112,(2022/07/05) 15-16,79.06,103
113,(2022/07/05) 16-17,79.05,100
114,(2022/07/05) 17-18,260.82,127
115,(2022/07/05) 18-19,280.05,121
116,(2022/07/05) 19-20,280.06,127.7
117,(2022/07/05) 20-21,112.88,188
118,(2022/07/05) 21-22,80,137
119,(2022/07/05) 22-23,63.2,203
120,(2022/07/05) 23-24,43.73,105
121,(2022/07/06) 00-01,38.39,134
122,(2022/07/06) 01-02,37.99,159
123,(2022/07/06) 02-03,37.79,164
124,(2022/07/06) 03-04,38.19,146
125,(2022/07/06) 04-05,44.45,88
126,(2022/07/06) 05-06,90.41,201
127,(2022/07/06) 06-07,200.09,251.5
128,(2022/07/06) 07-08,237.04,210.3
129,(2022/07/06) 08-09,233.96,188.1
130,(2022/07/06) 09-10,220.13,98
131,(2022/07/06) 10-11,105.72,87
132,(2022/07/06) 11-12,80.08,192.5
133,(2022/07/06) 12-13,80.06,165.6
134,(2022/07/06) 13-14,80.05,168.7
135,(2022/07/06) 14-15,80.07,183.6
136,(2022/07/06) 15-16,80.08,198.5
137,(2022/07/06) 16-17,80.09,186.4
138,(2022/07/06) 17-18,260.78,115
139,(2022/07/06) 18-19,282.05,163.7
140,(2022/07/06) 19-20,282.06,176.3
141,(2022/07/06) 20-21,113.46,202
142,(2022/07/06) 21-22,80.03,166.8
143,(2022/07/06) 22-23,64.64,235.2
144,(2022/07/06) 23-24,43.25,113
145,(2022/07/07) 00-01,39.15,110
146,(2022/07/07) 01-02,38.59,131
147,(2022/07/07) 02-03,38.53,134
148,(2022/07/07) 03-04,39.16,111
149,(2022/07/07) 04-05,46.15,90
150,(2022/07/07) 05-06,150.03,99
151,(2022/07/07) 06-07,254.96,187
152,(2022/07/07) 07-08,254.92,172
153,(2022/07/07) 08-09,254.9,159
154,(2022/07/07) 09-10,220.19,147
155,(2022/07/07) 10-11,150.02,157
156,(2022/07/07) 11-12,95.02,155
157,(2022/07/07) 12-13,95.02,133
158,(2022/07/07) 13-14,91.79,143
159,(2022/07/07) 14-15,90.31,149
160,(2022/07/07) 15-16,90.76,154
161,(2022/07/07) 16-17,95.03,133
162,(2022/07/07) 17-18,300.03,125
163,(2022/07/07) 18-19,300.05,139
164,(2022/07/07) 19-20,300.04,153
165,(2022/07/07) 20-21,150.04,126
166,(2022/07/07) 21-22,90.28,171
167,(2022/07/07) 22-23,75.96,113
168,(2022/07/07) 23-24,44.45,92
169,(2022/07/08) 00-01,37.5,137
170,(2022/07/08) 01-02,36.91,157
171,(2022/07/08) 02-03,35.1,155
172,(2022/07/08) 03-04,37.28,141
173,(2022/07/08) 04-05,44.11,90
174,(2022/07/08) 05-06,150.1,97
175,(2022/07/08) 06-07,232.32,203
176,(2022/07/08) 07-08,230.1,185.5
177,(2022/07/08) 08-09,233.11,177
178,(2022/07/08) 09-10,220.16,134
179,(2022/07/08) 10-11,110.05,133
180,(2022/07/08) 11-12,80.08,142.5
181,(2022/07/08) 12-13,80.1,152.4
182,(2022/07/08) 13-14,80.08,137.5
183,(2022/07/08) 14-15,80.08,137.5
184,(2022/07/08) 15-16,80.08,147.5
185,(2022/07/08) 16-17,80.33,162
186,(2022/07/08) 17-18,281,129
187,(2022/07/08) 18-19,300.03,153
188,(2022/07/08) 19-20,300.02,166
189,(2022/07/08) 20-21,150.02,130
190,(2022/07/08) 21-22,85.6,161
191,(2022/07/08) 22-23,74.58,96
192,(2022/07/08) 23-24,43.74,86
193,(2022/07/09) 00-01,30.07,147
194,(2022/07/09) 01-02,30.06,131
195,(2022/07/09) 02-03,30.05,127
196,(2022/07/09) 03-04,30.05,121
197,(2022/07/09) 04-05,30.05,117
198,(2022/07/09) 05-06,30.02,52
199,(2022/07/09) 06-07,30.02,50
200,(2022/07/09) 07-08,44.98,225
201,(2022/07/09) 08-09,56.1,214
202,(2022/07/09) 09-10,70.01,163
203,(2022/07/09) 10-11,70.04,143
204,(2022/07/09) 11-12,70,155
205,(2022/07/09) 12-13,35.02,97
206,(2022/07/09) 13-14,30.03,78
207,(2022/07/09) 14-15,30.02,63
208,(2022/07/09) 15-16,30.02,62
209,(2022/07/09) 16-17,30.08,126.1
210,(2022/07/09) 17-18,35.09,93
211,(2022/07/09) 18-19,56.12,208
212,(2022/07/09) 19-20,56.11,196
213,(2022/07/09) 20-21,31.83,141
214,(2022/07/09) 21-22,30.05,119.7
215,(2022/07/09) 22-23,39.15,120
216,(2022/07/09) 23-24,30.08,159
217,(2022/07/10) 00-01,30.06,177
218,(2022/07/10) 01-02,30.03,169
219,(2022/07/10) 02-03,30.02,161
220,(2022/07/10) 03-04,30.02,159
221,(2022/07/10) 04-05,30.02,159
222,(2022/07/10) 05-06,26.43,118
223,(2022/07/10) 06-07,30.04,139
224,(2022/07/10) 07-08,30.02,85
225,(2022/07/10) 08-09,30.09,143
226,(2022/07/10) 09-10,30.02,133.9
227,(2022/07/10) 10-11,30.08,118.1
228,(2022/07/10) 11-12,30.04,97.6
229,(2022/07/10) 12-13,30,78.1
230,(2022/07/10) 13-14,29.77,82.1
231,(2022/07/10) 14-15,29.04,91.3
232,(2022/07/10) 15-16,28.63,95.6
233,(2022/07/10) 16-17,30.02,97.9
234,(2022/07/10) 17-18,30.04,128.6
235,(2022/07/10) 18-19,44.73,184
236,(2022/07/10) 19-20,47.45,165
237,(2022/07/10) 20-21,35.05,110
238,(2022/07/10) 21-22,30.05,82.4
239,(2022/07/10) 22-23,31.56,143
240,(2022/07/10) 23-24,30.03,139
241,(2022/07/11) 00-01,35.09,165
242,(2022/07/11) 01-02,35.07,164
243,(2022/07/11) 02-03,35.07,162
244,(2022/07/11) 03-04,35.07,160
245,(2022/07/11) 04-05,41.11,136
246,(2022/07/11) 05-06,150.03,76.6
247,(2022/07/11) 06-07,234.58,194
248,(2022/07/11) 07-08,230.09,186.5
249,(2022/07/11) 08-09,230.08,169.4
250,(2022/07/11) 09-10,220.05,50
251,(2022/07/11) 10-11,102.02,25
252,(2022/07/11) 11-12,80.02,104.7
253,(2022/07/11) 12-13,77.1,101
254,(2022/07/11) 13-14,77.07,93
255,(2022/07/11) 14-15,77.06,89
256,(2022/07/11) 15-16,80.01,140.1
257,(2022/07/11) 16-17,80.05,155.7
258,(2022/07/11) 17-18,300,161
259,(2022/07/11) 18-19,300.08,81
260,(2022/07/11) 19-20,300.06,94
261,(2022/07/11) 20-21,293.15,133
262,(2022/07/11) 21-22,81.33,174
263,(2022/07/11) 22-23,82.1,117
264,(2022/07/11) 23-24,42.46,130
265,(2022/07/12) 00-01,40.08,149
266,(2022/07/12) 01-02,35.09,172
267,(2022/07/12) 02-03,35.09,170
268,(2022/07/12) 03-04,35.09,170
269,(2022/07/12) 04-05,40.83,118
270,(2022/07/12) 05-06,150.03,72.4
271,(2022/07/12) 06-07,236.19,179
272,(2022/07/12) 07-08,230.09,177.4
273,(2022/07/12) 08-09,233.42,168
274,(2022/07/12) 09-10,220.16,138
275,(2022/07/12) 10-11,102.08,118
276,(2022/07/12) 11-12,84.33,142
277,(2022/07/12) 12-13,83.39,163
278,(2022/07/12) 13-14,80.17,177
279,(2022/07/12) 14-15,80.09,172.4
280,(2022/07/12) 15-16,80.09,171.5
281,(2022/07/12) 16-17,80.08,152.5
282,(2022/07/12) 17-18,282.05,128
283,(2022/07/12) 18-19,300.02,148
284,(2022/07/12) 19-20,300.04,162
285,(2022/07/12) 20-21,295.12,145
286,(2022/07/12) 21-22,82,168
287,(2022/07/12) 22-23,83.8,112
288,(2022/07/12) 23-24,53.2,124
289,(2022/07/13) 00-01,35.07,165
290,(2022/07/13) 01-02,35.06,163
291,(2022/07/13) 02-03,35.06,161
292,(2022/07/13) 03-04,35.06,159
293,(2022/07/13) 04-05,40.17,141
294,(2022/07/13) 05-06,152.42,100
295,(2022/07/13) 06-07,238.75,182
296,(2022/07/13) 07-08,237.91,189
297,(2022/07/13) 08-09,250,174
298,(2022/07/13) 09-10,220.15,132
299,(2022/07/13) 10-11,102.08,117
300,(2022/07/13) 11-12,83.33,147
301,(2022/07/13) 12-13,83.12,166
302,(2022/07/13) 13-14,80.1,181.4
303,(2022/07/13) 14-15,80.1,181.4
304,(2022/07/13) 15-16,80.17,186
305,(2022/07/13) 16-17,80.83,167
306,(2022/07/13) 17-18,282.03,132
307,(2022/07/13) 18-19,300.03,149
308,(2022/07/13) 19-20,300.02,158
309,(2022/07/13) 20-21,295.19,183.3
310,(2022/07/13) 21-22,80.67,165
311,(2022/07/13) 22-23,86.11,108
312,(2022/07/13) 23-24,57.71,181
313,(2022/07/14) 00-01,35.07,165
