,0,1,2
0,Date:Time,Price(USD/MWh),Turnover(MWh)
1,(2016/06/01) 00-01,50.45,70
2,(2016/06/01) 01-02,50.45,70
3,(2016/06/01) 02-03,50.45,70
4,(2016/06/01) 03-04,50.45,70
5,(2016/06/01) 04-05,50.45,70
6,(2016/06/01) 05-06,50.45,70
7,(2016/06/01) 06-07,108.09,8.9
8,(2016/06/01) 07-08,130.96,3
9,(2016/06/01) 08-09,124.76,0
10,(2016/06/01) 09-10,124.76,0
11,(2016/06/01) 10-11,107.85,16
12,(2016/06/01) 11-12,107.85,16
13,(2016/06/01) 12-13,107.85,16
14,(2016/06/01) 13-14,106.76,8
15,(2016/06/01) 14-15,106.08,3
16,(2016/06/01) 15-16,107.85,16
17,(2016/06/01) 16-17,129.77,1
18,(2016/06/01) 17-18,121.52,0
19,(2016/06/01) 18-19,159.23,38
20,(2016/06/01) 19-20,134.1,1
21,(2016/06/01) 20-21,112.76,18
22,(2016/06/01) 21-22,67.78,33.3
23,(2016/06/01) 22-23,50.45,70
24,(2016/06/01) 23-24,50.45,70
25,(2016/06/02) 00-01,52.19,220
26,(2016/06/02) 01-02,52.19,220
27,(2016/06/02) 02-03,52.19,220
28,(2016/06/02) 03-04,52.19,220
29,(2016/06/02) 04-05,52.19,220
30,(2016/06/02) 05-06,53.16,220
31,(2016/06/02) 06-07,113.53,51
32,(2016/06/02) 07-08,130.91,3
33,(2016/06/02) 08-09,121.29,0
34,(2016/06/02) 09-10,121.29,0
35,(2016/06/02) 10-11,112.44,50
36,(2016/06/02) 11-12,112.44,50
37,(2016/06/02) 12-13,112.44,50
38,(2016/06/02) 13-14,112.44,50
39,(2016/06/02) 14-15,112.44,50
40,(2016/06/02) 15-16,112.44,50
41,(2016/06/02) 16-17,129.72,1
42,(2016/06/02) 17-18,131.49,0
43,(2016/06/02) 18-19,135.1,1.9
44,(2016/06/02) 19-20,135.1,1.9
45,(2016/06/02) 20-21,127.44,90
46,(2016/06/02) 21-22,67.87,33.7
47,(2016/06/02) 22-23,52.19,220
48,(2016/06/02) 23-24,52.19,220
49,(2016/06/03) 00-01,52.05,253.3
50,(2016/06/03) 01-02,52.03,251.6
51,(2016/06/03) 02-03,52.02,250.8
52,(2016/06/03) 03-04,52.06,254.2
53,(2016/06/03) 04-05,52.1,257.3
54,(2016/06/03) 05-06,53.13,211
55,(2016/06/03) 06-07,115.58,61
56,(2016/06/03) 07-08,134.97,13
57,(2016/06/03) 08-09,121.79,0
58,(2016/06/03) 09-10,121.79,0
59,(2016/06/03) 10-11,113,47.8
60,(2016/06/03) 11-12,113,47.8
61,(2016/06/03) 12-13,113,47.8
62,(2016/06/03) 13-14,113,47.8
63,(2016/06/03) 14-15,113,47.8
64,(2016/06/03) 15-16,113,47.8
65,(2016/06/03) 16-17,133.12,11
66,(2016/06/03) 17-18,132,0
67,(2016/06/03) 18-19,135.1,1
68,(2016/06/03) 19-20,135.1,1
69,(2016/06/03) 20-21,128,88
70,(2016/06/03) 21-22,66.7,28
71,(2016/06/03) 22-23,52.25,270
72,(2016/06/03) 23-24,52.08,255.9
73,(2016/06/04) 00-01,50.13,398
74,(2016/06/04) 01-02,50.06,408.7
75,(2016/06/04) 02-03,50.06,413.2
76,(2016/06/04) 03-04,50.07,414.1
77,(2016/06/04) 04-05,50.08,409.6
78,(2016/06/04) 05-06,51.86,391
79,(2016/06/04) 06-07,56.25,241
80,(2016/06/04) 07-08,127.6,98
81,(2016/06/04) 08-09,113.01,45.1
82,(2016/06/04) 09-10,113.04,30.2
83,(2016/06/04) 10-11,113.04,30.2
84,(2016/06/04) 11-12,113.04,30.2
85,(2016/06/04) 12-13,60.06,130
86,(2016/06/04) 13-14,60.03,145
87,(2016/06/04) 14-15,60.02,150
88,(2016/06/04) 15-16,57.13,158
89,(2016/06/04) 16-17,96.87,100
90,(2016/06/04) 17-18,99,100
91,(2016/06/04) 18-19,131.6,50
92,(2016/06/04) 19-20,131.6,50
93,(2016/06/04) 20-21,54.86,260
94,(2016/06/04) 21-22,54.3,210
95,(2016/06/04) 22-23,51.97,400
96,(2016/06/04) 23-24,50.16,400
97,(2016/06/05) 00-01,50.16,400
98,(2016/06/05) 01-02,50.07,408.9
99,(2016/06/05) 02-03,50.06,413.4
100,(2016/06/05) 03-04,50.07,414.3
101,(2016/06/05) 04-05,50.06,418.7
102,(2016/06/05) 05-06,56.99,343
103,(2016/06/05) 06-07,65.06,154.8
104,(2016/06/05) 07-08,102.72,110
105,(2016/06/05) 08-09,60.01,145
106,(2016/06/05) 09-10,60.01,145
107,(2016/06/05) 10-11,52.49,200
108,(2016/06/05) 11-12,52.49,200
109,(2016/06/05) 12-13,52.49,200
110,(2016/06/05) 13-14,52.09,206.1
111,(2016/06/05) 14-15,52.09,206.1
112,(2016/06/05) 15-16,57.02,188.6
113,(2016/06/05) 16-17,74.9,113
114,(2016/06/05) 17-18,109.56,70
115,(2016/06/05) 18-19,135.06,58.5
116,(2016/06/05) 19-20,135.06,58.5
117,(2016/06/05) 20-21,135.02,89.4
118,(2016/06/05) 21-22,52.23,200
119,(2016/06/05) 22-23,50.09,405.3
120,(2016/06/05) 23-24,50.06,418.6
121,(2016/06/06) 00-01,50.51,410
122,(2016/06/06) 01-02,50.29,403
123,(2016/06/06) 02-03,50.29,403
124,(2016/06/06) 03-04,50.65,411
125,(2016/06/06) 04-05,50.49,411
126,(2016/06/06) 05-06,51.94,403
127,(2016/06/06) 06-07,109.91,124
128,(2016/06/06) 07-08,173.8,0.4
129,(2016/06/06) 08-09,143.17,0
130,(2016/06/06) 09-10,143.17,0
131,(2016/06/06) 10-11,143.17,0
132,(2016/06/06) 11-12,111.92,50
133,(2016/06/06) 12-13,111.92,50
134,(2016/06/06) 13-14,111.92,50
135,(2016/06/06) 14-15,111.92,50
136,(2016/06/06) 15-16,111.92,50
137,(2016/06/06) 16-17,111.92,50
138,(2016/06/06) 17-18,151.67,0
139,(2016/06/06) 18-19,173.49,0.2
140,(2016/06/06) 19-20,154.17,0
141,(2016/06/06) 20-21,157.26,35.6
142,(2016/06/06) 21-22,74.87,61
143,(2016/06/06) 22-23,51.34,410
144,(2016/06/06) 23-24,50.64,410
145,(2016/06/07) 00-01,52.69,311
146,(2016/06/07) 01-02,52.61,304
147,(2016/06/07) 02-03,52.61,304
148,(2016/06/07) 03-04,52.76,317
149,(2016/06/07) 04-05,53,337
150,(2016/06/07) 05-06,54.63,293
151,(2016/06/07) 06-07,115.08,62
152,(2016/06/07) 07-08,134.9,9
153,(2016/06/07) 08-09,122.1,0
154,(2016/06/07) 09-10,122.1,0
155,(2016/06/07) 10-11,112.48,50
156,(2016/06/07) 11-12,112.48,50
157,(2016/06/07) 12-13,112.48,50
158,(2016/06/07) 13-14,112.48,50
159,(2016/06/07) 14-15,112.48,50
160,(2016/06/07) 15-16,112.48,50
161,(2016/06/07) 16-17,113.08,10
162,(2016/06/07) 17-18,145.7,29
163,(2016/06/07) 18-19,164.36,59
164,(2016/06/07) 19-20,136.9,2
165,(2016/06/07) 20-21,130.02,104.8
166,(2016/06/07) 21-22,70.32,39
167,(2016/06/07) 22-23,52.68,310
168,(2016/06/07) 23-24,52.15,266
169,(2016/06/08) 00-01,53.81,262
170,(2016/06/08) 01-02,53.66,250
171,(2016/06/08) 02-03,53.66,250
172,(2016/06/08) 03-04,53.82,263
173,(2016/06/08) 04-05,54.18,292
174,(2016/06/08) 05-06,56.09,276
175,(2016/06/08) 06-07,118.72,67
176,(2016/06/08) 07-08,139.91,14
177,(2016/06/08) 08-09,141.99,39
178,(2016/06/08) 09-10,124.18,0
179,(2016/06/08) 10-11,113.03,33.9
180,(2016/06/08) 11-12,113.03,33.9
181,(2016/06/08) 12-13,113.03,33.9
182,(2016/06/08) 13-14,113.03,33.9
183,(2016/06/08) 14-15,113.03,33.9
184,(2016/06/08) 15-16,113.03,33.9
185,(2016/06/08) 16-17,113.07,15
186,(2016/06/08) 17-18,130.07,15
187,(2016/06/08) 18-19,143.65,4
188,(2016/06/08) 19-20,143.65,4
189,(2016/06/08) 20-21,130.09,75.8
190,(2016/06/08) 21-22,71,34
