,0,1,2
0,Date:Time,Price(USD/MWh),Turnover(MWh)
1,(2017/05/01) 00-01,21.92,82
2,(2017/05/01) 01-02,20.09,79
3,(2017/05/01) 02-03,20.08,79
4,(2017/05/01) 03-04,20.09,88
5,(2017/05/01) 04-05,21.9,93
6,(2017/05/01) 05-06,17.98,92
7,(2017/05/01) 06-07,17.96,87
8,(2017/05/01) 07-08,24.96,96
9,(2017/05/01) 08-09,24.99,122
10,(2017/05/01) 09-10,24.99,130
11,(2017/05/01) 10-11,35.02,127.1
12,(2017/05/01) 11-12,30.1,125
13,(2017/05/01) 12-13,24.95,65
14,(2017/05/01) 13-14,24.95,70
15,(2017/05/01) 14-15,24.95,70
16,(2017/05/01) 15-16,24.94,60
17,(2017/05/01) 16-17,24.95,55
18,(2017/05/01) 17-18,24.97,75
19,(2017/05/01) 18-19,65.01,118.8
20,(2017/05/01) 19-20,65.05,115
21,(2017/05/01) 20-21,32.52,124
22,(2017/05/01) 21-22,30.44,66
23,(2017/05/01) 22-23,23.72,82
24,(2017/05/01) 23-24,21.91,88.3
25,(2017/05/02) 00-01,26.92,58.9
26,(2017/05/02) 01-02,26.91,57.6
27,(2017/05/02) 02-03,26.91,56.8
28,(2017/05/02) 03-04,26.92,63.4
29,(2017/05/02) 04-05,26.93,63.5
30,(2017/05/02) 05-06,30.04,75.5
31,(2017/05/02) 06-07,70.43,115
32,(2017/05/02) 07-08,75.02,94
33,(2017/05/02) 08-09,73,120
34,(2017/05/02) 09-10,75.01,116
35,(2017/05/02) 10-11,68.06,83.6
36,(2017/05/02) 11-12,68.06,83.5
37,(2017/05/02) 12-13,68.06,84.5
38,(2017/05/02) 13-14,69.5,112.6
39,(2017/05/02) 14-15,69.13,115.5
40,(2017/05/02) 15-16,59.81,105
41,(2017/05/02) 16-17,60.8,110
42,(2017/05/02) 17-18,69.68,106.2
43,(2017/05/02) 18-19,95.07,48.1
44,(2017/05/02) 19-20,95.09,40.2
45,(2017/05/02) 20-21,72.08,45.5
46,(2017/05/02) 21-22,55.09,50
47,(2017/05/02) 22-23,28.34,56
48,(2017/05/02) 23-24,26.92,59.1
49,(2017/05/03) 00-01,24.01,56
50,(2017/05/03) 01-02,24.01,55
51,(2017/05/03) 02-03,24.01,55
52,(2017/05/03) 03-04,24.01,62
53,(2017/05/03) 04-05,24.02,62
54,(2017/05/03) 05-06,28.29,55
55,(2017/05/03) 06-07,66.08,38.3
56,(2017/05/03) 07-08,74,0
57,(2017/05/03) 08-09,69.83,50
58,(2017/05/03) 09-10,69.67,50
59,(2017/05/03) 10-11,59.13,60
60,(2017/05/03) 11-12,57.53,55
61,(2017/05/03) 12-13,48.02,50
62,(2017/05/03) 13-14,37.22,30
63,(2017/05/03) 14-15,37.22,30
64,(2017/05/03) 15-16,40.08,45
65,(2017/05/03) 16-17,48.02,50
66,(2017/05/03) 17-18,66.09,31.8
67,(2017/05/03) 18-19,95.04,52.3
68,(2017/05/03) 19-20,95.06,49.9
69,(2017/05/03) 20-21,69.24,41.7
70,(2017/05/03) 21-22,40.06,31
71,(2017/05/03) 22-23,24.02,56
72,(2017/05/03) 23-24,24.01,56
73,(2017/05/04) 00-01,22.07,84
74,(2017/05/04) 01-02,22.08,82
75,(2017/05/04) 02-03,24.9,55
76,(2017/05/04) 03-04,24.94,74
77,(2017/05/04) 04-05,27.18,94
78,(2017/05/04) 05-06,30.43,157
79,(2017/05/04) 06-07,70.01,149.1
80,(2017/05/04) 07-08,78.04,102
81,(2017/05/04) 08-09,73.06,65
82,(2017/05/04) 09-10,73.06,70
83,(2017/05/04) 10-11,65.03,120.5
84,(2017/05/04) 11-12,65.04,116.6
85,(2017/05/04) 12-13,60.05,96.4
86,(2017/05/04) 13-14,60.05,96.4
87,(2017/05/04) 14-15,60.06,86.4
88,(2017/05/04) 15-16,60.07,76.4
89,(2017/05/04) 16-17,60.06,86.4
90,(2017/05/04) 17-18,70.02,124.1
91,(2017/05/04) 18-19,100.04,116.6
92,(2017/05/04) 19-20,100.05,120.7
93,(2017/05/04) 20-21,70.08,48.3
94,(2017/05/04) 21-22,60.07,66.4
95,(2017/05/04) 22-23,29.25,143
96,(2017/05/04) 23-24,27.89,113
97,(2017/05/05) 00-01,27.62,108
98,(2017/05/05) 01-02,25,97
99,(2017/05/05) 02-03,24.99,97
100,(2017/05/05) 03-04,24.99,104
101,(2017/05/05) 04-05,27.43,119
102,(2017/05/05) 05-06,29.27,172
103,(2017/05/05) 06-07,73.05,89
104,(2017/05/05) 07-08,82.09,21.6
105,(2017/05/05) 08-09,76.01,176
106,(2017/05/05) 09-10,76.01,159
107,(2017/05/05) 10-11,70.02,132.5
108,(2017/05/05) 11-12,70.02,132.4
109,(2017/05/05) 12-13,65.04,116.6
110,(2017/05/05) 13-14,65.04,116.6
111,(2017/05/05) 14-15,65.04,116.6
112,(2017/05/05) 15-16,65.03,126.6
113,(2017/05/05) 16-17,65.05,101.7
114,(2017/05/05) 17-18,73.06,67.1
115,(2017/05/05) 18-19,101.05,104.8
116,(2017/05/05) 19-20,101.06,104.9
117,(2017/05/05) 20-21,73.08,57.2
118,(2017/05/05) 21-22,65.06,81.7
119,(2017/05/05) 22-23,28.21,128
120,(2017/05/05) 23-24,27.41,113
121,(2017/05/06) 00-01,19.19,118
122,(2017/05/06) 01-02,19.15,103
123,(2017/05/06) 02-03,19.15,106
124,(2017/05/06) 03-04,19.16,110
125,(2017/05/06) 04-05,19.17,121
126,(2017/05/06) 05-06,20.09,89.7
127,(2017/05/06) 06-07,29.11,118
128,(2017/05/06) 07-08,52.09,50
129,(2017/05/06) 08-09,42.07,80
130,(2017/05/06) 09-10,36.08,65
131,(2017/05/06) 10-11,36.07,70
132,(2017/05/06) 11-12,36.07,70
133,(2017/05/06) 12-13,32.02,143
134,(2017/05/06) 13-14,31.92,138
135,(2017/05/06) 14-15,31.73,133
136,(2017/05/06) 15-16,31.63,128
137,(2017/05/06) 16-17,31.83,128
138,(2017/05/06) 17-18,33,138.9
139,(2017/05/06) 18-19,59.28,31
140,(2017/05/06) 19-20,61.76,49
141,(2017/05/06) 20-21,33.03,146.8
142,(2017/05/06) 21-22,32.63,144
143,(2017/05/06) 22-23,20.08,114
144,(2017/05/06) 23-24,20.03,127
145,(2017/05/07) 00-01,18.18,122
146,(2017/05/07) 01-02,18.15,107
147,(2017/05/07) 02-03,18.14,100
148,(2017/05/07) 03-04,18.15,106
149,(2017/05/07) 04-05,18.15,108
150,(2017/05/07) 05-06,20.03,107
151,(2017/05/07) 06-07,25.65,98
152,(2017/05/07) 07-08,25.64,143
153,(2017/05/07) 08-09,25.65,168
154,(2017/05/07) 09-10,25.66,168
155,(2017/05/07) 10-11,25.66,148
156,(2017/05/07) 11-12,25.65,138
157,(2017/05/07) 12-13,25.66,143
158,(2017/05/07) 13-14,25.65,138
159,(2017/05/07) 14-15,25.64,128
160,(2017/05/07) 15-16,25.64,123
161,(2017/05/07) 16-17,25.64,128
162,(2017/05/07) 17-18,26,146
163,(2017/05/07) 18-19,41.1,24.2
164,(2017/05/07) 19-20,43.51,39
165,(2017/05/07) 20-21,36.03,145.4
166,(2017/05/07) 21-22,28.45,134
167,(2017/05/07) 22-23,20.04,124
168,(2017/05/07) 23-24,18.18,121
169,(2017/05/08) 00-01,22.3,129
170,(2017/05/08) 01-02,22.27,118
171,(2017/05/08) 02-03,22.27,119
172,(2017/05/08) 03-04,22.28,128
173,(2017/05/08) 04-05,23.24,139.3
174,(2017/05/08) 05-06,30.07,87.2
175,(2017/05/08) 06-07,73.08,32.8
176,(2017/05/08) 07-08,82.01,131
177,(2017/05/08) 08-09,69.8,154
178,(2017/05/08) 09-10,78,142
179,(2017/05/08) 10-11,66.07,74.4
180,(2017/05/08) 11-12,66.07,74.4
181,(2017/05/08) 12-13,66.05,95.1
182,(2017/05/08) 13-14,66.05,105
