,0,1,2
0,Date:Time,Price(USD/MWh),Turnover(MWh)
1,(2021/04/01) 00-01,40.04,36
2,(2021/04/01) 01-02,36.97,100
3,(2021/04/01) 02-03,36.96,111
4,(2021/04/01) 03-04,36.96,117
5,(2021/04/01) 04-05,40.03,35
6,(2021/04/01) 05-06,36.97,134
7,(2021/04/01) 06-07,44.97,168.1
8,(2021/04/01) 07-08,76.94,62
9,(2021/04/01) 08-09,76.97,63
10,(2021/04/01) 09-10,118.01,65
11,(2021/04/01) 10-11,58.96,149.5
12,(2021/04/01) 11-12,58.97,142.5
13,(2021/04/01) 12-13,58.97,142.5
14,(2021/04/01) 13-14,58.97,138.5
15,(2021/04/01) 14-15,58.97,137.5
16,(2021/04/01) 15-16,58.97,137.5
17,(2021/04/01) 16-17,58.96,152.5
18,(2021/04/01) 17-18,58.95,191.5
19,(2021/04/01) 18-19,90,60.6
20,(2021/04/01) 19-20,131.64,60
21,(2021/04/01) 20-21,92.37,53
22,(2021/04/01) 21-22,86.47,59
23,(2021/04/01) 22-23,45,38
24,(2021/04/01) 23-24,36.98,78
25,(2021/04/02) 00-01,35.02,191
26,(2021/04/02) 01-02,35,219
27,(2021/04/02) 02-03,29.98,236
28,(2021/04/02) 03-04,29.96,253
29,(2021/04/02) 04-05,29.96,257
30,(2021/04/02) 05-06,29.95,290
31,(2021/04/02) 06-07,29.95,306
32,(2021/04/02) 07-08,29.99,286
33,(2021/04/02) 08-09,35.01,251
34,(2021/04/02) 09-10,35.02,222
35,(2021/04/02) 10-11,35.03,192
36,(2021/04/02) 11-12,35.03,192
37,(2021/04/02) 12-13,35.02,201
38,(2021/04/02) 13-14,35.02,210
39,(2021/04/02) 14-15,35.01,218
40,(2021/04/02) 15-16,35.01,217
41,(2021/04/02) 16-17,35.01,221
42,(2021/04/02) 17-18,35,244
43,(2021/04/02) 18-19,35.05,173
44,(2021/04/02) 19-20,35.08,80
45,(2021/04/02) 20-21,35.09,68
46,(2021/04/02) 21-22,35.08,94
47,(2021/04/02) 22-23,35.05,154
48,(2021/04/02) 23-24,35,225
49,(2021/04/03) 00-01,34.92,182
50,(2021/04/03) 01-02,34.91,202
51,(2021/04/03) 02-03,29.99,219
52,(2021/04/03) 03-04,29.98,233
53,(2021/04/03) 04-05,29.98,235
54,(2021/04/03) 05-06,29.96,268
55,(2021/04/03) 06-07,27.75,314
56,(2021/04/03) 07-08,54.9,255
57,(2021/04/03) 08-09,54.92,218
58,(2021/04/03) 09-10,54.94,185
59,(2021/04/03) 10-11,54.9,276
60,(2021/04/03) 11-12,54.9,282
61,(2021/04/03) 12-13,34.92,224
62,(2021/04/03) 13-14,34.91,229
63,(2021/04/03) 14-15,34.9,236
64,(2021/04/03) 15-16,34.9,232
65,(2021/04/03) 16-17,31.73,242
66,(2021/04/03) 17-18,30,282
67,(2021/04/03) 18-19,59.94,211.3
68,(2021/04/03) 19-20,59.98,125.3
69,(2021/04/03) 20-21,34.97,101
70,(2021/04/03) 21-22,34.96,123
71,(2021/04/03) 22-23,34.96,133
72,(2021/04/03) 23-24,34.92,191
73,(2021/04/04) 00-01,35.02,192
74,(2021/04/04) 01-02,35.01,215
75,(2021/04/04) 02-03,29.98,240
76,(2021/04/04) 03-04,29.96,255
77,(2021/04/04) 04-05,29.96,263
78,(2021/04/04) 05-06,29.93,298
79,(2021/04/04) 06-07,25.32,374
80,(2021/04/04) 07-08,29.91,377
81,(2021/04/04) 08-09,29.92,359
82,(2021/04/04) 09-10,29.92,339
83,(2021/04/04) 10-11,29.93,321
84,(2021/04/04) 11-12,29.93,320
85,(2021/04/04) 12-13,29.93,318
86,(2021/04/04) 13-14,25.59,316
87,(2021/04/04) 14-15,25.59,309
88,(2021/04/04) 15-16,29.92,284
89,(2021/04/04) 16-17,29.93,280
90,(2021/04/04) 17-18,29.96,303
91,(2021/04/04) 18-19,35.04,206
92,(2021/04/04) 19-20,35.07,114
93,(2021/04/04) 20-21,35.07,119
94,(2021/04/04) 21-22,35.05,151
95,(2021/04/04) 22-23,35.04,172
96,(2021/04/04) 23-24,29.99,245
97,(2021/04/05) 00-01,36.03,36
98,(2021/04/05) 01-02,36.02,36
99,(2021/04/05) 02-03,36.02,35
100,(2021/04/05) 03-04,36.02,35
101,(2021/04/05) 04-05,36.02,35
102,(2021/04/05) 05-06,36.02,35
103,(2021/04/05) 06-07,36.03,35
104,(2021/04/05) 07-08,45.03,32
105,(2021/04/05) 08-09,45.04,22
106,(2021/04/05) 09-10,45.07,22
107,(2021/04/05) 10-11,45.02,24
108,(2021/04/05) 11-12,45.02,24
109,(2021/04/05) 12-13,36.07,23
110,(2021/04/05) 13-14,36.07,23
111,(2021/04/05) 14-15,36.08,22
112,(2021/04/05) 15-16,36.08,22
113,(2021/04/05) 16-17,36.07,23
114,(2021/04/05) 17-18,36.03,23
115,(2021/04/05) 18-19,36.06,20
116,(2021/04/05) 19-20,299.75,5
117,(2021/04/05) 20-21,280,5
118,(2021/04/05) 21-22,54.32,24
119,(2021/04/05) 22-23,36.04,27
120,(2021/04/05) 23-24,36.03,27
121,(2021/04/06) 00-01,40.02,27
122,(2021/04/06) 01-02,36.94,127
123,(2021/04/06) 02-03,36.94,137
124,(2021/04/06) 03-04,36.94,143
125,(2021/04/06) 04-05,40.02,26
126,(2021/04/06) 05-06,36.96,157
127,(2021/04/06) 06-07,44.97,133.1
128,(2021/04/06) 07-08,76.96,63
129,(2021/04/06) 08-09,200.45,55
130,(2021/04/06) 09-10,204.5,31
131,(2021/04/06) 10-11,58.97,120
132,(2021/04/06) 11-12,58.97,113
133,(2021/04/06) 12-13,58.97,121
134,(2021/04/06) 13-14,58.97,112
135,(2021/04/06) 14-15,58.97,113
136,(2021/04/06) 15-16,58.97,114
137,(2021/04/06) 16-17,58.97,130
138,(2021/04/06) 17-18,58.96,161
139,(2021/04/06) 18-19,299.53,28
140,(2021/04/06) 19-20,299.92,5
141,(2021/04/06) 20-21,299.88,5
142,(2021/04/06) 21-22,89.06,44
143,(2021/04/06) 22-23,40.06,27
144,(2021/04/06) 23-24,36.97,88
145,(2021/04/07) 00-01,40.03,24
146,(2021/04/07) 01-02,36.96,92
147,(2021/04/07) 02-03,36.96,105
148,(2021/04/07) 03-04,36.95,112
