,0,1,2
0,Date:Time,Price(USD/MWh),Turnover(MWh)
1,(2016/07/01) 00-01,52.38,150
2,(2016/07/01) 01-02,52.38,150
3,(2016/07/01) 02-03,52.38,150
4,(2016/07/01) 03-04,52.38,150
5,(2016/07/01) 04-05,52.38,150
6,(2016/07/01) 05-06,53.5,150
7,(2016/07/01) 06-07,117.31,50
8,(2016/07/01) 07-08,130.07,15
9,(2016/07/01) 08-09,129.92,3
10,(2016/07/01) 09-10,129.92,3
11,(2016/07/01) 10-11,113.05,29.5
12,(2016/07/01) 11-12,113.05,29.5
13,(2016/07/01) 12-13,113.05,29.5
14,(2016/07/01) 13-14,113.05,29.5
15,(2016/07/01) 14-15,113.05,29.5
16,(2016/07/01) 15-16,113.05,29.5
17,(2016/07/01) 16-17,113.07,15
18,(2016/07/01) 17-18,130.07,15
19,(2016/07/01) 18-19,143.25,3
20,(2016/07/01) 19-20,143.25,3
21,(2016/07/01) 20-21,129.8,71
22,(2016/07/01) 21-22,73.78,41.7
23,(2016/07/01) 22-23,54.33,300
24,(2016/07/01) 23-24,54.33,300
25,(2016/07/02) 00-01,52.78,267
26,(2016/07/02) 01-02,52.74,265
27,(2016/07/02) 02-03,52.74,265
28,(2016/07/02) 03-04,52.9,273
29,(2016/07/02) 04-05,52.07,307.3
30,(2016/07/02) 05-06,52.41,279
31,(2016/07/02) 06-07,58.21,150
32,(2016/07/02) 07-08,130.01,45.2
33,(2016/07/02) 08-09,114.41,0
34,(2016/07/02) 09-10,114.41,0
35,(2016/07/02) 10-11,114.41,0
36,(2016/07/02) 11-12,114.41,0
37,(2016/07/02) 12-13,62.55,100
38,(2016/07/02) 13-14,65.06,100
39,(2016/07/02) 14-15,65.08,100
40,(2016/07/02) 15-16,65.08,100
41,(2016/07/02) 16-17,62.55,100
42,(2016/07/02) 17-18,82.55,100
43,(2016/07/02) 18-19,135.02,44.6
44,(2016/07/02) 19-20,135.02,44.6
45,(2016/07/02) 20-21,56.56,200
46,(2016/07/02) 21-22,55.98,150
47,(2016/07/02) 22-23,52.36,246
48,(2016/07/02) 23-24,53.16,286
