,0,1,2
0,Date:Time,Price(USD/MWh),Turnover(MWh)
1,(2019/02/01) 00-01,28.47,421
2,(2019/02/01) 01-02,25.09,427
3,(2019/02/01) 02-03,25.06,422
4,(2019/02/01) 03-04,25.05,422
5,(2019/02/01) 04-05,28.06,457
6,(2019/02/01) 05-06,29.57,381
7,(2019/02/01) 06-07,61.97,232
8,(2019/02/01) 07-08,85.92,260.4
9,(2019/02/01) 08-09,85.97,165.3
10,(2019/02/01) 09-10,85.98,154.3
11,(2019/02/01) 10-11,62.99,114
12,(2019/02/01) 11-12,62.99,105
13,(2019/02/01) 12-13,62.98,131
14,(2019/02/01) 13-14,62.98,148.1
15,(2019/02/01) 14-15,62.94,247.1
16,(2019/02/01) 15-16,62.93,276.5
17,(2019/02/01) 16-17,64.91,222.6
18,(2019/02/01) 17-18,64.33,226
19,(2019/02/01) 18-19,91.94,106
20,(2019/02/01) 19-20,92,45
21,(2019/02/01) 20-21,90.35,33
22,(2019/02/01) 21-22,59.8,226
23,(2019/02/01) 22-23,28.14,486
24,(2019/02/01) 23-24,28.06,456
25,(2019/02/02) 00-01,25.05,386
26,(2019/02/02) 01-02,23.93,377
27,(2019/02/02) 02-03,22.85,388
28,(2019/02/02) 03-04,22.85,392
29,(2019/02/02) 04-05,22.85,401
30,(2019/02/02) 05-06,28.62,397
31,(2019/02/02) 06-07,28.7,412
32,(2019/02/02) 07-08,37.32,194
33,(2019/02/02) 08-09,63.94,127
34,(2019/02/02) 09-10,63.96,100
35,(2019/02/02) 10-11,63.96,99
36,(2019/02/02) 11-12,63.97,96
37,(2019/02/02) 12-13,33.97,185
38,(2019/02/02) 13-14,31.24,225
39,(2019/02/02) 14-15,29.83,354
40,(2019/02/02) 15-16,30.27,323.4
41,(2019/02/02) 16-17,30.57,288.7
42,(2019/02/02) 17-18,33.42,329.7
43,(2019/02/02) 18-19,63.96,101
44,(2019/02/02) 19-20,70.05,46
45,(2019/02/02) 20-21,33.99,29
46,(2019/02/02) 21-22,30.61,341.3
47,(2019/02/02) 22-23,28.55,432
48,(2019/02/02) 23-24,25.08,402
49,(2019/02/03) 00-01,25.05,396
50,(2019/02/03) 01-02,22.86,390
51,(2019/02/03) 02-03,22.84,398
52,(2019/02/03) 03-04,22.83,403
53,(2019/02/03) 04-05,22.82,413
54,(2019/02/03) 05-06,21.8,435
55,(2019/02/03) 06-07,29.26,397
56,(2019/02/03) 07-08,29.96,428
57,(2019/02/03) 08-09,30.3,394.3
58,(2019/02/03) 09-10,30.52,341.8
59,(2019/02/03) 10-11,30.54,337.7
60,(2019/02/03) 11-12,30.56,334.3
