,0,1,2
0,Date:Time,Price(USD/MWh),Turnover(MWh)
1,(2019/09/01) 00-01,38.8,419
2,(2019/09/01) 01-02,38.33,403
3,(2019/09/01) 02-03,38.15,396
4,(2019/09/01) 03-04,38.09,390
5,(2019/09/01) 04-05,39.49,495
6,(2019/09/01) 05-06,42.33,516
7,(2019/09/01) 06-07,43.53,520
8,(2019/09/01) 07-08,46.49,440
9,(2019/09/01) 08-09,54.04,346
10,(2019/09/01) 09-10,54.03,349
11,(2019/09/01) 10-11,48.35,422
12,(2019/09/01) 11-12,46.47,422
13,(2019/09/01) 12-13,43.93,423
14,(2019/09/01) 13-14,44.56,494
15,(2019/09/01) 14-15,43.52,477
16,(2019/09/01) 15-16,43.64,471
17,(2019/09/01) 16-17,46.38,508
18,(2019/09/01) 17-18,52.23,382
19,(2019/09/01) 18-19,55.09,77
20,(2019/09/01) 19-20,63.93,85
21,(2019/09/01) 20-21,54.05,341
22,(2019/09/01) 21-22,46.66,507
23,(2019/09/01) 22-23,41.3,558
24,(2019/09/01) 23-24,39.16,426
25,(2019/09/02) 00-01,39.07,410
26,(2019/09/02) 01-02,38.54,399
27,(2019/09/02) 02-03,38.47,399
28,(2019/09/02) 03-04,38.77,406
29,(2019/09/02) 04-05,41.52,521
30,(2019/09/02) 05-06,48.83,622
31,(2019/09/02) 06-07,94.67,402
32,(2019/09/02) 07-08,174.96,283
33,(2019/09/02) 08-09,174.94,239
34,(2019/09/02) 09-10,108.58,0
35,(2019/09/02) 10-11,84.64,270
36,(2019/09/02) 11-12,83.92,264
37,(2019/09/02) 12-13,82.58,255
38,(2019/09/02) 13-14,81.9,246
39,(2019/09/02) 14-15,82.33,249
40,(2019/09/02) 15-16,84.04,264
41,(2019/09/02) 16-17,87.03,289
42,(2019/09/02) 17-18,89.3,255
43,(2019/09/02) 18-19,238.61,88
44,(2019/09/02) 19-20,200.56,93
45,(2019/09/02) 20-21,101.52,263.9
46,(2019/09/02) 21-22,89.43,342
47,(2019/09/02) 22-23,43.02,579
48,(2019/09/02) 23-24,42,543
49,(2019/09/03) 00-01,39.14,510
50,(2019/09/03) 01-02,38.26,499
51,(2019/09/03) 02-03,38.2,499
52,(2019/09/03) 03-04,38.4,506
53,(2019/09/03) 04-05,39.66,521
54,(2019/09/03) 05-06,54.08,328
55,(2019/09/03) 06-07,98.83,189
56,(2019/09/03) 07-08,169.94,104
57,(2019/09/03) 08-09,169.9,103
58,(2019/09/03) 09-10,101.57,137
59,(2019/09/03) 10-11,92.21,267
60,(2019/09/03) 11-12,89.23,261
61,(2019/09/03) 12-13,86.31,252
62,(2019/09/03) 13-14,84.59,243
63,(2019/09/03) 14-15,84.97,246
64,(2019/09/03) 15-16,88,261
65,(2019/09/03) 16-17,95.28,281.2
66,(2019/09/03) 17-18,101.57,118
67,(2019/09/03) 18-19,199.93,60
68,(2019/09/03) 19-20,202.36,135.9
69,(2019/09/03) 20-21,102.44,69.8
70,(2019/09/03) 21-22,97.46,336.4
71,(2019/09/03) 22-23,40.31,579
72,(2019/09/03) 23-24,39.59,543
73,(2019/09/04) 00-01,38.33,478.8
74,(2019/09/04) 01-02,38.01,500.2
75,(2019/09/04) 02-03,38.01,508.8
76,(2019/09/04) 03-04,38.14,501.6
77,(2019/09/04) 04-05,38.58,479.8
78,(2019/09/04) 05-06,44.99,527
79,(2019/09/04) 06-07,99.17,287
80,(2019/09/04) 07-08,133.01,239
81,(2019/09/04) 08-09,118.78,212
82,(2019/09/04) 09-10,102.9,137
83,(2019/09/04) 10-11,87.34,252
84,(2019/09/04) 11-12,86.77,252
85,(2019/09/04) 12-13,86.09,247
86,(2019/09/04) 13-14,85.27,238
87,(2019/09/04) 14-15,85.6,241
88,(2019/09/04) 15-16,87.91,256
89,(2019/09/04) 16-17,89.92,276
90,(2019/09/04) 17-18,99.01,234
91,(2019/09/04) 18-19,200,129
92,(2019/09/04) 19-20,203.83,137.1
93,(2019/09/04) 20-21,99.96,286
94,(2019/09/04) 21-22,89.92,351
95,(2019/09/04) 22-23,38.78,481.1
96,(2019/09/04) 23-24,38.57,469
97,(2019/09/05) 00-01,37.73,511.3
98,(2019/09/05) 01-02,37.17,513
99,(2019/09/05) 02-03,37.03,512
100,(2019/09/05) 03-04,37.12,515
101,(2019/09/05) 04-05,37.85,521.3
102,(2019/09/05) 05-06,43.68,642.3
103,(2019/09/05) 06-07,98.47,276
104,(2019/09/05) 07-08,101.6,252
105,(2019/09/05) 08-09,101.59,210
106,(2019/09/05) 09-10,101.58,185
107,(2019/09/05) 10-11,84.93,248
108,(2019/09/05) 11-12,84.92,242
109,(2019/09/05) 12-13,84.91,246
110,(2019/09/05) 13-14,84.9,235
111,(2019/09/05) 14-15,84.91,237
112,(2019/09/05) 15-16,84.93,253
113,(2019/09/05) 16-17,84.96,277
114,(2019/09/05) 17-18,98.22,230
115,(2019/09/05) 18-19,199.93,60
116,(2019/09/05) 19-20,202.12,146.5
117,(2019/09/05) 20-21,98.94,285.7
118,(2019/09/05) 21-22,84.97,342
119,(2019/09/05) 22-23,38.24,516.4
120,(2019/09/05) 23-24,37.84,509.2
121,(2019/09/06) 00-01,37.27,403.7
122,(2019/09/06) 01-02,36.87,408.9
123,(2019/09/06) 02-03,36.78,408.8
124,(2019/09/06) 03-04,36.79,409
125,(2019/09/06) 04-05,37.41,422
126,(2019/09/06) 05-06,54.03,356
127,(2019/09/06) 06-07,79.99,338
128,(2019/09/06) 07-08,100,324.8
129,(2019/09/06) 08-09,99.99,274.8
130,(2019/09/06) 09-10,100,254
131,(2019/09/06) 10-11,79.99,230
132,(2019/09/06) 11-12,79.98,220
133,(2019/09/06) 12-13,79.98,220
134,(2019/09/06) 13-14,79.98,217
135,(2019/09/06) 14-15,79.98,227
136,(2019/09/06) 15-16,79.99,241
