date,hour,price,volume
01/10/2023,0,25.72,230
01/10/2023,1,17.99,231
01/10/2023,2,17.98,220
01/10/2023,3,17.98,212
01/10/2023,4,17.98,218
01/10/2023,5,17.97,188
01/10/2023,6,17.98,262
01/10/2023,7,18,280
01/10/2023,8,25.73,266
01/10/2023,9,25.73,262
01/10/2023,10,25.72,272
01/10/2023,11,25.72,260
01/10/2023,12,25.71,267
01/10/2023,13,25.71,278
01/10/2023,14,18,278
01/10/2023,15,17.98,232
01/10/2023,16,17.99,238
01/10/2023,17,25.72,224
01/10/2023,18,179.96,82
01/10/2023,19,292.23,154.6
01/10/2023,20,250.07,166
01/10/2023,21,25.75,190
01/10/2023,22,42.05,231
01/10/2023,23,25.73,224
02/10/2023,0,40.07,185
02/10/2023,1,39.99,177
02/10/2023,2,39.98,174
02/10/2023,3,39.97,177
02/10/2023,4,42.02,178
02/10/2023,5,39.99,169
02/10/2023,6,59.92,208
02/10/2023,7,59.95,177
02/10/2023,8,59.98,137
02/10/2023,9,59.97,140
02/10/2023,10,59.91,154
02/10/2023,11,59.9,155
02/10/2023,12,59.94,170
02/10/2023,13,59.94,180
02/10/2023,14,59.93,189
02/10/2023,15,59.91,169
02/10/2023,16,59.94,146
02/10/2023,17,77.97,87
02/10/2023,18,294.34,26.6
02/10/2023,19,294.34,26.6
02/10/2023,20,293.53,60.6
02/10/2023,21,138.45,120.6
02/10/2023,22,135.22,75.6
02/10/2023,23,130.38,132.6
03/10/2023,0,42.08,303
03/10/2023,1,42.02,333
03/10/2023,2,35.09,342
03/10/2023,3,35.08,332
03/10/2023,4,95.84,223
03/10/2023,5,95.04,159
03/10/2023,6,40.09,198
03/10/2023,7,64.61,178
03/10/2023,8,64.57,142
03/10/2023,9,40.04,109
03/10/2023,10,39.76,98
03/10/2023,11,39.77,92
03/10/2023,12,39.77,97
03/10/2023,13,39.76,104
03/10/2023,14,39.77,103
03/10/2023,15,39.77,95
03/10/2023,16,39.77,101
03/10/2023,17,78,111
03/10/2023,18,298.01,30
03/10/2023,19,298.01,30
03/10/2023,20,297.53,39
03/10/2023,21,144,67
03/10/2023,22,137.14,66
