date,hour,zamg,price,volume
09/07/2024,4,105.02,99.58,144
09/07/2024,5,104.75,101.05,144
09/07/2024,6,105.05,104.95,139
09/07/2024,7,239.98,239.98,121
09/07/2024,8,239.95,239.95,132
09/07/2024,9,239.92,239.92,136
09/07/2024,10,150.09,150.09,134
09/07/2024,11,150.09,150.04,128
09/07/2024,12,150.07,150.01,125
09/07/2024,13,150.07,150.03,134
09/07/2024,14,150.08,150,131
09/07/2024,15,150.06,149.91,132
09/07/2024,16,160.05,149.95,133
09/07/2024,17,170.05,170.05,143
09/07/2024,18,249.95,249.95,160
09/07/2024,19,310.45,310.45,102
09/07/2024,20,284.5,284.5,102
09/07/2024,21,181,181,90
09/07/2024,22,102.25,102.25,75
09/07/2024,23,105.04,105.04,110
09/07/2024,24,102.25,99.96,115
10/07/2024,1,104,100.69,242
10/07/2024,2,104,100.37,242
10/07/2024,3,103.4,99.1,184
10/07/2024,4,100.53,100.53,184
10/07/2024,5,102.32,102.32,242
10/07/2024,6,129.98,129.98,242
10/07/2024,7,276.22,276.22,120
10/07/2024,8,273.37,273.37,117
10/07/2024,9,271.22,271.22,115
10/07/2024,10,170.07,170.07,115
10/07/2024,11,150.07,150.07,105
10/07/2024,12,149.98,149.98,101
10/07/2024,13,150.01,150.01,111
10/07/2024,14,149.96,149.96,112
10/07/2024,15,150.05,150.03,115
10/07/2024,16,150.04,150.04,119
10/07/2024,17,170.05,170.05,124
10/07/2024,18,310.82,310.82,128
10/07/2024,19,304.25,304.25,101
10/07/2024,20,304.25,304.25,79
10/07/2024,21,216.34,216.34,79
10/07/2024,22,108,108,101
10/07/2024,23,105.07,105.07,109
10/07/2024,24,101.51,101.51,109
11/07/2024,1,100.59,100.59,234
11/07/2024,2,100.59,100.59,234
11/07/2024,3,102.6,100.59,234
11/07/2024,4,100.59,100.59,234
11/07/2024,5,100.61,100.61,295
11/07/2024,6,100.6,100.6,213
11/07/2024,7,240.06,240.06,223
11/07/2024,8,274.91,274.91,200
11/07/2024,9,274.31,274.31,170
11/07/2024,10,183,183,140
11/07/2024,11,150.33,150.33,188
11/07/2024,12,150.06,150.06,203
11/07/2024,13,150.08,150.08,193
11/07/2024,14,150.07,150.07,193
11/07/2024,15,150.05,150.05,183
11/07/2024,16,150.04,150.04,163
11/07/2024,17,170.04,170.04,143
11/07/2024,18,310.82,310.82,85
11/07/2024,19,304.75,304.75,95
11/07/2024,20,304.75,304.75,90
11/07/2024,21,240.08,240.08,70
11/07/2024,22,150.02,150.02,76
11/07/2024,23,100.61,100.61,114
11/07/2024,24,100.6,100.6,103
12/07/2024,1,99.04,99.04,241
12/07/2024,2,99.04,99.04,251
12/07/2024,3,99.03,99.03,261
12/07/2024,4,99.03,99.03,256
12/07/2024,5,99.05,99.05,241
12/07/2024,6,108.56,108.56,160
12/07/2024,7,310.08,310.08,184
12/07/2024,8,310.2,310.2,245
12/07/2024,9,310.2,310.2,200
12/07/2024,10,259.96,259.96,120
12/07/2024,11,121,121,169
12/07/2024,12,120.09,120.09,174
12/07/2024,13,120.07,120.07,154
12/07/2024,14,120.07,120.07,154
12/07/2024,15,120.07,120.07,154
12/07/2024,16,120.07,120.07,119
12/07/2024,17,121,121,65
12/07/2024,18,311.3,311.3,90
12/07/2024,19,311.44,311.44,45
12/07/2024,20,311.44,311.44,50
12/07/2024,21,240.07,240.07,50
12/07/2024,22,99.09,99.09,40
12/07/2024,23,99.03,99.03,90
12/07/2024,24,99.02,99.02,166
13/07/2024,1,102.47,102.47,191
13/07/2024,2,102.4,100.58,240
13/07/2024,3,80.08,80.08,250
13/07/2024,4,70.1,70.1,260
13/07/2024,5,98.89,98.89,240
13/07/2024,6,70.01,70.01,165
13/07/2024,7,70.02,70.02,145
13/07/2024,8,102.2,102.2,220
13/07/2024,9,120.05,120.05,190
13/07/2024,10,123.05,123.05,135
13/07/2024,11,154.84,154.84,170
13/07/2024,12,120.08,118.39,175
13/07/2024,13,170.03,116.71,170
13/07/2024,14,170.03,114.02,170
13/07/2024,15,170.04,110.32,155
13/07/2024,16,170.06,113.69,125
13/07/2024,17,255.9,153.06,65
13/07/2024,18,310.9,155.43,85
13/07/2024,19,175.21,175.21,55
13/07/2024,20,169.27,169.27,50
13/07/2024,21,105.95,105.95,50
13/07/2024,22,101.92,101.92,40
13/07/2024,23,105.07,105.07,90
13/07/2024,24,105,105,135
14/07/2024,1,102.4,100.91,215
14/07/2024,2,102.4,80.07,265
14/07/2024,3,80.07,70.09,261
14/07/2024,4,70.09,70.09,262
14/07/2024,5,80.04,80.04,260
14/07/2024,6,70.01,70.01,170
14/07/2024,7,79.95,79.95,150
14/07/2024,8,101.58,101.58,215
14/07/2024,9,106.96,106.96,200
14/07/2024,10,113.69,113.69,145
14/07/2024,11,120.02,120.02,160
14/07/2024,12,120.02,114.36,155
14/07/2024,13,120.04,105.62,130
14/07/2024,14,120.05,106.29,145
14/07/2024,15,120.06,105.28,155
14/07/2024,16,129.98,107.97,135
14/07/2024,17,170.05,150.04,37
14/07/2024,18,120.08,120.08,60
14/07/2024,19,163.38,163.38,80
14/07/2024,20,165.36,165.36,80
14/07/2024,21,104.73,104.73,82.5
14/07/2024,22,95.04,95.04,85
14/07/2024,23,105.05,105.05,90
14/07/2024,24,103.6,103.6,125
15/07/2024,1,102.6,99.1,165
15/07/2024,2,102.6,99.08,160
15/07/2024,3,99.07,99.07,158
15/07/2024,4,99.07,99.07,158
15/07/2024,5,100.91,100.91,166
15/07/2024,6,120.04,120.04,177
15/07/2024,7,179.98,179.98,227
15/07/2024,8,243.24,243.24,295
15/07/2024,9,243.28,243.28,230
15/07/2024,10,150.06,150.06,230
15/07/2024,11,170.04,156.26,230
15/07/2024,12,170.04,150.33,230
15/07/2024,13,170.04,150.06,181
15/07/2024,14,170.04,150.04,135
15/07/2024,15,170.04,150.03,179
15/07/2024,16,170.06,150.07,168
15/07/2024,17,170.1,170.04,120
15/07/2024,18,310.95,310.95,120
15/07/2024,19,312.57,312.57,55
15/07/2024,20,312.57,312.57,35
15/07/2024,21,210.08,210.08,38
15/07/2024,22,120.04,120.04,55
15/07/2024,23,105.03,105.03,109
15/07/2024,24,105,105,142
16/07/2024,1,99.1,99.1,162
16/07/2024,2,99.09,99.09,158
16/07/2024,3,99.08,99.08,159
16/07/2024,4,99.07,99.07,161
16/07/2024,5,99.07,99.07,166
16/07/2024,6,88.51,88.51,176
16/07/2024,7,140.03,140.03,159
16/07/2024,8,243.24,243.24,193
16/07/2024,9,243.27,243.27,211
16/07/2024,10,155.05,155.05,196
16/07/2024,11,150.03,150.03,165
16/07/2024,12,130.05,130.05,160
16/07/2024,13,120.09,120.09,165
16/07/2024,14,120.1,120.09,164
16/07/2024,15,120.08,120.08,162
16/07/2024,16,150.04,150.01,162
16/07/2024,17,155.02,155.01,176
16/07/2024,18,310.33,310.33,176
16/07/2024,19,311.44,311.44,85
16/07/2024,20,311.44,311.44,35
16/07/2024,21,206.2,206.2,38
16/07/2024,22,120.03,120.03,55
16/07/2024,23,105.05,105.05,84
16/07/2024,24,105.03,105.03,125
17/07/2024,1,99.09,99.09,235
17/07/2024,2,99.08,99.08,245
17/07/2024,3,99.07,99.07,263.4
17/07/2024,4,99.06,99.06,263.3
17/07/2024,5,102.34,102.34,263.4
17/07/2024,6,99.06,99.06,170
17/07/2024,7,243.23,243.23,150
17/07/2024,8,243.22,243.22,255
17/07/2024,9,243.21,243.21,216
17/07/2024,10,155.08,155.08,216
17/07/2024,11,150,144.19,216
17/07/2024,12,150.05,143.95,216
17/07/2024,13,144.99,141.56,195
17/07/2024,14,150.06,140.07,105
17/07/2024,15,150.07,140,145
17/07/2024,16,150.01,139.91,120
17/07/2024,17,150.09,150.04,80
17/07/2024,18,311.31,311.31,85
17/07/2024,19,311.46,311.46,80
17/07/2024,20,311.46,311.46,80
17/07/2024,21,220.3,220.3,82
17/07/2024,22,120.03,120.03,82
17/07/2024,23,105.01,105.01,87
17/07/2024,24,99.1,99.1,117
18/07/2024,1,99,99,250
18/07/2024,2,98.99,98.99,275
18/07/2024,3,98.99,98.99,311
18/07/2024,4,98.98,98.98,304
18/07/2024,5,103.09,103.09,280
18/07/2024,6,98.93,98.93,190
18/07/2024,7,292.63,292.63,160
18/07/2024,8,291.92,291.92,250
18/07/2024,9,279.25,279.25,244
18/07/2024,10,287.47,287.47,240
18/07/2024,11,163.18,163.18,180
18/07/2024,12,155.08,155.08,170
18/07/2024,13,150.13,150.13,170
18/07/2024,14,150.08,150.08,120
18/07/2024,15,155,151.31,130
18/07/2024,16,150.03,150,110
18/07/2024,17,155.04,155.04,110
18/07/2024,18,312.81,312.81,120
18/07/2024,19,313.12,313.12,79
18/07/2024,20,313.12,313.12,80
18/07/2024,21,265.52,265.52,81
18/07/2024,22,98.92,98.92,81
18/07/2024,23,105.02,105.02,90
18/07/2024,24,103.09,103.09,150
19/07/2024,1,102.42,102.42,230
19/07/2024,2,101.05,101.05,280
19/07/2024,3,99.99,99.99,290
19/07/2024,4,103.7,103.7,285
19/07/2024,5,105.03,105.03,255
19/07/2024,6,99.01,99.01,195
19/07/2024,7,287.34,287.34,175
19/07/2024,8,287.34,287.34,265
19/07/2024,9,286.06,286.06,255
19/07/2024,10,239.96,239.96,238
19/07/2024,11,161.58,161.58,215
19/07/2024,12,155.07,155.07,215
19/07/2024,13,150.93,150.93,210
19/07/2024,14,150.08,150.08,185
19/07/2024,15,150.09,150.09,175
19/07/2024,16,150.05,150.04,155
19/07/2024,17,150.09,150.09,135
19/07/2024,18,312.57,312.57,135
19/07/2024,19,313.12,313.12,80
19/07/2024,20,313.12,313.12,80
19/07/2024,21,267.03,267.03,83
19/07/2024,22,99.09,99.09,90
19/07/2024,23,105.04,105.04,75
19/07/2024,24,105.01,105.01,160
20/07/2024,1,105.01,105.01,235
20/07/2024,2,104.42,104.42,280
20/07/2024,3,103.87,103.87,290
20/07/2024,4,105.01,105.01,285
20/07/2024,5,105.01,105.01,255
20/07/2024,6,70.05,70.05,195
20/07/2024,7,70.04,70.04,175
20/07/2024,8,150.04,121,265
20/07/2024,9,150.3,150.3,265
20/07/2024,10,155.06,155.06,215
20/07/2024,11,155,155,205
20/07/2024,12,150.08,150.08,205
20/07/2024,13,150.03,112.39,180
20/07/2024,14,150.04,109.9,155
20/07/2024,15,150.09,107.77,165
20/07/2024,16,155.04,110.26,155
20/07/2024,17,253.13,119.84,135
20/07/2024,18,278,273.03,145
20/07/2024,19,291.11,291.11,85
20/07/2024,20,291.11,291.11,85
20/07/2024,21,150.07,150.07,83
20/07/2024,22,95.09,95.09,79
20/07/2024,23,105.05,105.05,79
20/07/2024,24,105.02,105.02,170
21/07/2024,1,105.01,105.01,281
21/07/2024,2,104.6,104.6,331
21/07/2024,3,102.96,102.96,330
21/07/2024,4,105.01,105.01,315
21/07/2024,5,105.01,104.42,283
21/07/2024,6,70.04,70.04,205
21/07/2024,7,70.05,70.05,175
21/07/2024,8,95.08,95.08,250
21/07/2024,9,106.71,106.71,265
21/07/2024,10,119.13,119.13,235
21/07/2024,11,115.23,115.23,225
21/07/2024,12,150.05,105.29,225
21/07/2024,13,155.02,107.06,200
21/07/2024,14,155,106.35,160.1
21/07/2024,15,155.01,106,150
21/07/2024,16,120.07,108.48,140
21/07/2024,17,155.05,118.06,110
21/07/2024,18,292,102.41,160
21/07/2024,19,242.58,242.58,105
21/07/2024,20,235.48,235.48,85
21/07/2024,21,118.98,118.98,86
21/07/2024,22,95.08,95.08,84
21/07/2024,23,105.06,105.06,84
21/07/2024,24,105.03,105.03,195
22/07/2024,1,105,105,204
22/07/2024,2,104.78,104.78,231
22/07/2024,3,104.24,104.24,230
22/07/2024,4,105.03,105.03,229
22/07/2024,5,105.09,105.09,233
22/07/2024,6,231.81,231.81,225
22/07/2024,7,304.05,304.05,181.2
22/07/2024,8,307.77,307.77,265
22/07/2024,9,289.83,289.83,269
22/07/2024,10,155.09,155.09,240
22/07/2024,11,150.05,150.05,230
22/07/2024,12,155.03,153.04,220
22/07/2024,13,155.01,150.03,170
22/07/2024,14,155.01,150.02,180
22/07/2024,15,155.04,150.05,201
22/07/2024,16,155.02,150.01,135
22/07/2024,17,155.05,155.03,116
22/07/2024,18,313.68,313.68,95
22/07/2024,19,314.23,314.23,65
22/07/2024,20,314.23,314.23,65
22/07/2024,21,260.69,260.69,35
22/07/2024,22,126,126,81
22/07/2024,23,105.06,105.06,92
22/07/2024,24,105.02,105.02,202
23/07/2024,1,105.07,105.07,185
23/07/2024,2,105.07,105.07,115
23/07/2024,3,105.06,105.06,121
23/07/2024,4,105.08,105.08,131
23/07/2024,5,134.11,134.11,146
23/07/2024,6,215.33,215.33,151
23/07/2024,7,299.8,299.8,159
23/07/2024,8,310.08,310.08,185
23/07/2024,9,310.08,310.08,203
23/07/2024,10,280.75,280.75,208
23/07/2024,11,231.81,231.81,162
23/07/2024,12,231.48,231.48,155
23/07/2024,13,230.36,230.36,150
23/07/2024,14,231.08,231.08,149
23/07/2024,15,230.14,230.14,137
23/07/2024,16,258.87,258.87,122
23/07/2024,17,259.41,259.41,190
23/07/2024,18,310.83,310.83,140
23/07/2024,19,313.92,313.92,75
23/07/2024,20,313.92,313.92,35
23/07/2024,21,269.04,269.04,38
23/07/2024,22,266.18,266.18,55
23/07/2024,23,255.14,255.14,82
23/07/2024,24,105.07,105.07,97
24/07/2024,1,99.03,99.03,210
24/07/2024,2,99.03,99.03,230
24/07/2024,3,99.03,99.03,258
24/07/2024,4,99.03,99.03,278
24/07/2024,5,99.08,99.08,238
24/07/2024,6,117.06,117.06,105
24/07/2024,7,298.14,298.14,165
24/07/2024,8,298.14,298.14,220
24/07/2024,9,296.67,296.67,190
24/07/2024,10,140,140,190
24/07/2024,11,208.06,208.06,165
24/07/2024,12,206.97,206.97,150
24/07/2024,13,206.42,206.42,140
24/07/2024,14,206.69,206.69,110
24/07/2024,15,210.52,210.52,120
24/07/2024,16,211.34,211.34,100
24/07/2024,17,258.97,258.97,85
24/07/2024,18,310.79,310.79,121
24/07/2024,19,314.15,314.15,95
24/07/2024,20,314.15,314.15,80
24/07/2024,21,278.3,278.3,83
24/07/2024,22,267.38,267.38,80
24/07/2024,23,99.49,99.49,59.7
24/07/2024,24,99.02,99.02,145
25/07/2024,1,91.15,91.15,245
25/07/2024,2,91.15,91.15,280
25/07/2024,3,91.21,91.21,305
25/07/2024,4,91.21,91.21,300
25/07/2024,5,91.53,91.53,280
25/07/2024,6,213.42,213.42,105
25/07/2024,7,295.57,295.57,165
25/07/2024,8,299.68,299.68,240
25/07/2024,9,299.68,299.68,205
25/07/2024,10,281.6,281.6,225
25/07/2024,11,209.34,209.34,225
25/07/2024,12,176.4,176.4,210
25/07/2024,13,174.4,174.4,200
25/07/2024,14,164.99,164.99,165
25/07/2024,15,174.4,174.4,170
25/07/2024,16,210.5,210.5,175
25/07/2024,17,230.9,230.9,125
25/07/2024,18,310.92,310.92,126
25/07/2024,19,313.65,313.65,70
25/07/2024,20,313.65,313.65,40
25/07/2024,21,271.55,271.55,43
25/07/2024,22,222.74,222.74,75
25/07/2024,23,91.23,91.23,60
25/07/2024,24,91.23,91.23,135
26/07/2024,1,105.02,105.02,250
26/07/2024,2,105.02,105.02,255
26/07/2024,3,105.03,105.03,270
26/07/2024,4,105.05,105.05,270
26/07/2024,5,105.05,105.05,235
26/07/2024,6,105.08,105.08,115
26/07/2024,7,291.06,291.06,165
26/07/2024,8,294.75,294.75,190
26/07/2024,9,294.59,294.59,200
26/07/2024,10,280.2,280.2,180
26/07/2024,11,157.24,157.24,180
26/07/2024,12,154.1,154.1,170
26/07/2024,13,154.1,154.1,160
26/07/2024,14,154.89,154.89,130
26/07/2024,15,156.85,156.85,160
26/07/2024,16,160.28,160.28,120
26/07/2024,17,265.06,265.06,83
26/07/2024,18,310.52,310.52,96
26/07/2024,19,313.52,313.52,70
26/07/2024,20,313.9,313.9,62
26/07/2024,21,243.53,243.53,60
26/07/2024,22,217.75,217.75,67
26/07/2024,23,105.08,105.08,55
26/07/2024,24,105.05,105.05,115
27/07/2024,1,103.67,103.67,160
27/07/2024,2,102.33,102.33,175
27/07/2024,3,101.08,101.08,185
27/07/2024,4,101.08,101.08,190
27/07/2024,5,103.97,103.97,150
27/07/2024,6,101.08,101.08,25
27/07/2024,7,105.06,104.12,85
27/07/2024,8,95.08,95.08,96
27/07/2024,9,95.08,95.08,90
27/07/2024,10,99.93,99.93,80
27/07/2024,11,95.08,95.08,80
27/07/2024,12,95.06,95.06,85
27/07/2024,13,105.04,105.04,87
27/07/2024,14,105.04,103.04,80
27/07/2024,15,105.04,100.83,65
27/07/2024,16,105.05,104.03,60
27/07/2024,17,105.06,105.02,15
27/07/2024,18,105.1,105.07,25
27/07/2024,19,310.06,310.06,20
27/07/2024,20,303.88,303.88,30
27/07/2024,21,108.21,108.21,20
27/07/2024,22,105.04,105.04,74.3
27/07/2024,23,105.03,105.03,87
27/07/2024,24,103.67,103.67,97
28/07/2024,1,101.81,101.81,160
28/07/2024,2,98.62,98.62,175
28/07/2024,3,95.92,95.92,185
28/07/2024,4,97.14,97.14,190
28/07/2024,5,98.87,98.87,140
28/07/2024,6,105.05,99.91,45
28/07/2024,7,105.08,99.36,85
28/07/2024,8,95.02,95.02,106
28/07/2024,9,95.04,95.04,110
28/07/2024,10,95.07,95.07,120
28/07/2024,11,95.05,95.05,110
28/07/2024,12,95.02,95.02,115
28/07/2024,13,105.08,103.54,103
28/07/2024,14,105.07,103.29,104
28/07/2024,15,105.08,103.29,107.3
28/07/2024,16,105.03,104.71,94
28/07/2024,17,105.06,105.02,73
28/07/2024,18,129.94,129.93,110
28/07/2024,19,178.3,178.3,40.5
28/07/2024,20,172.52,172.52,40.2
28/07/2024,21,112.63,112.63,25
28/07/2024,22,105.06,105.06,42
28/07/2024,23,105.02,105.02,78
28/07/2024,24,102.78,102.78,104
29/07/2024,1,97.14,97.14,220
29/07/2024,2,95.09,95.09,245
29/07/2024,3,95.09,95.09,250
29/07/2024,4,97.39,97.39,245
29/07/2024,5,105.04,105.04,235
29/07/2024,6,115,115,221
29/07/2024,7,297.81,297.81,208
29/07/2024,8,287.27,287.27,230
29/07/2024,9,239.94,239.94,260
29/07/2024,10,120.06,120.06,260
29/07/2024,11,120.04,120.04,360
29/07/2024,12,120.05,120.05,359
29/07/2024,13,120.04,120.04,358
29/07/2024,14,120.04,120.04,367
29/07/2024,15,120.05,120.05,346
29/07/2024,16,120.07,120.07,336
29/07/2024,17,120.1,120.1,176
29/07/2024,18,310.49,310.49,145
29/07/2024,19,314.16,314.16,105.6
29/07/2024,20,314.24,314.24,65
29/07/2024,21,270.76,270.76,104
29/07/2024,22,102.38,102.38,114
29/07/2024,23,105.01,105.01,114
29/07/2024,24,105.01,105.01,165
30/07/2024,1,95.07,95.07,180
30/07/2024,2,95.06,95.06,210
30/07/2024,3,95.06,95.06,225
30/07/2024,4,95.07,95.07,205
30/07/2024,5,95.76,95.76,195
30/07/2024,6,99.99,99.99,148
30/07/2024,7,306.76,306.76,123
30/07/2024,8,310.21,310.21,155
30/07/2024,9,310.33,310.33,175
30/07/2024,10,100.05,100.05,200
30/07/2024,11,100.02,100.02,200
30/07/2024,12,100.01,100.01,200
30/07/2024,13,100.01,100.01,200
30/07/2024,14,100.01,100.01,200
30/07/2024,15,100.01,100.01,200
30/07/2024,16,100.02,100.02,180
30/07/2024,17,100.06,100.06,130
30/07/2024,18,311.31,311.31,142
30/07/2024,19,314.16,314.16,80
30/07/2024,20,314.16,314.16,80
30/07/2024,21,255.27,255.27,65
30/07/2024,22,95.06,95.06,106
30/07/2024,23,105.02,105.02,128
30/07/2024,24,95.08,95.08,170
31/07/2024,1,105.01,105.01,131
31/07/2024,2,105,105,150
31/07/2024,3,105,105,170
31/07/2024,4,105.01,105.01,210
31/07/2024,5,105.03,105.03,150
31/07/2024,6,112.74,112.74,95
31/07/2024,7,240.31,240.31,100
31/07/2024,8,249.95,249.95,80
31/07/2024,9,249.95,249.95,80
31/07/2024,10,297.54,297.54,99.5
31/07/2024,11,103.88,103.88,108
31/07/2024,12,95.07,95.07,91
31/07/2024,13,95.04,95.04,78
31/07/2024,14,95.02,95.02,73
31/07/2024,15,95.04,95.04,58
31/07/2024,16,95.08,95.08,58
31/07/2024,17,263.07,263.07,61
31/07/2024,18,313.81,313.81,65
